partition,date_utc,obs_start,obs_end,regime,side,router_selected,entry_start,entry_px,H,L,range,activated,activation_bar_start,ratchets,exit_ts,exit_px,exit_reason,net_pnl_usd,win,stop_px,E20_DOWN
external,2020-01-05,2020-01-05 04:00:00+00:00,2020-01-05 08:00:00+00:00,SIDEWAYS,LONG,False,2020-01-05 06:10:00+00:00,7478.37,7488.0,7350.54,137.46000000000004,False,,0,2020-01-05 08:00:00+00:00,7463.42,LONG_TIME_EXIT_4H_BOUNDARY,-1.3995493670412191,False,,
external,2020-01-05,2020-01-05 12:00:00+00:00,2020-01-05 16:00:00+00:00,SIDEWAYS,LONG,False,2020-01-05 15:50:00+00:00,7459.54,7470.0,7385.76,84.23999999999978,False,,0,2020-01-05 16:00:00+00:00,7463.76,LONG_TIME_EXIT_4H_BOUNDARY,-0.11714073521955604,False,,
external,2020-01-05,2020-01-05 16:00:00+00:00,2020-01-05 20:00:00+00:00,SIDEWAYS,LONG,False,2020-01-05 16:25:00+00:00,7467.99,7474.21,7414.13,60.07999999999993,False,,0,2020-01-05 18:40:00+00:00,7425.46,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-3.2474864053111836,False,,
external,2020-01-06,2020-01-06 08:00:00+00:00,2020-01-06 12:00:00+00:00,SIDEWAYS,LONG,False,2020-01-06 10:20:00+00:00,7541.19,7550.45,7491.59,58.85999999999967,True,2020-01-06 10:50:00+00:00,0,2020-01-06 10:55:00+00:00,7562.222,LONG_PROFIT_FLOOR_HIT,0.9944748773071502,True,,
external,2020-01-10,2020-01-10 12:00:00+00:00,2020-01-10 16:00:00+00:00,SIDEWAYS,LONG,False,2020-01-10 12:30:00+00:00,7832.63,7854.32,7670.0,184.3199999999997,True,2020-01-10 12:45:00+00:00,0,2020-01-10 12:50:00+00:00,7884.38,LONG_PROFIT_FLOOR_GAP_OPEN,2.903488100420915,True,,
external,2020-01-14,2020-01-14 16:00:00+00:00,2020-01-14 20:00:00+00:00,BULL,LONG,True,2020-01-14 17:30:00+00:00,8732.35,8770.0,8479.54,290.4599999999991,True,2020-01-14 17:45:00+00:00,0,2020-01-14 17:50:00+00:00,8795.0,LONG_PROFIT_FLOOR_GAP_OPEN,3.1872359674085087,True,,
external,2020-01-17,2020-01-17 16:00:00+00:00,2020-01-17 20:00:00+00:00,BULL,LONG,True,2020-01-17 17:15:00+00:00,8910.0,8929.7,8785.0,144.70000000000073,True,2020-01-17 19:15:00+00:00,0,2020-01-17 19:20:00+00:00,8952.51,LONG_PROFIT_FLOOR_GAP_OPEN,1.9855218855218797,True,,
external,2020-01-18,2020-01-18 12:00:00+00:00,2020-01-18 16:00:00+00:00,BULL,LONG,True,2020-01-18 13:05:00+00:00,8908.71,8922.12,8832.0,90.1200000000008,True,2020-01-18 13:20:00+00:00,0,2020-01-18 13:25:00+00:00,8932.99,LONG_PROFIT_FLOOR_GAP_OPEN,0.9627113240862742,True,,
external,2020-01-24,2020-01-24 16:00:00+00:00,2020-01-24 20:00:00+00:00,SIDEWAYS,LONG,False,2020-01-24 18:20:00+00:00,8499.0,8520.0,8371.2,148.79999999999927,False,,0,2020-01-24 20:00:00+00:00,8504.0,LONG_TIME_EXIT_4H_BOUNDARY,-0.10584774679371878,False,,
external,2020-01-24,2020-01-24 20:00:00+00:00,2020-01-25 00:00:00+00:00,BEAR,SHORT,True,2020-01-24 22:50:00+00:00,8461.7,8528.0,8450.0,78.0,True,2020-01-24 23:05:00+00:00,0,2020-01-24 23:10:00+00:00,8434.4,SHORT_PROFIT_CEILING_HIT,1.2131510216623735,True,8485.1,8434.4
external,2020-01-26,2020-01-26 12:00:00+00:00,2020-01-26 16:00:00+00:00,SIDEWAYS,LONG,False,2020-01-26 13:20:00+00:00,8473.35,8488.0,8386.39,101.61000000000058,False,,0,2020-01-26 16:00:00+00:00,8460.84,LONG_TIME_EXIT_4H_BOUNDARY,-1.1381968170794283,False,,
external,2020-01-29,2020-01-29 00:00:00+00:00,2020-01-29 04:00:00+00:00,BULL,LONG,True,2020-01-29 00:30:00+00:00,9376.4,9436.06,9017.46,418.60000000000036,False,,0,2020-01-29 04:00:00+00:00,9359.79,LONG_TIME_EXIT_4H_BOUNDARY,-1.285734396996629,False,,
external,2020-01-29,2020-01-29 16:00:00+00:00,2020-01-29 20:00:00+00:00,BULL,LONG,True,2020-01-29 17:10:00+00:00,9369.36,9372.43,9263.27,109.15999999999985,True,2020-01-29 19:35:00+00:00,0,2020-01-29 19:40:00+00:00,9394.262,LONG_PROFIT_FLOOR_HIT,0.9289061365984178,True,,
external,2020-01-30,2020-01-30 08:00:00+00:00,2020-01-30 12:00:00+00:00,BULL,LONG,True,2020-01-30 09:05:00+00:00,9392.52,9406.0,9284.7,121.29999999999927,False,,0,2020-01-30 12:00:00+00:00,9350.2,LONG_TIME_EXIT_4H_BOUNDARY,-2.6528565283864154,False,,
external,2020-02-02,2020-02-02 08:00:00+00:00,2020-02-02 12:00:00+00:00,BULL,LONG,True,2020-02-02 08:25:00+00:00,9360.66,9395.99,9160.01,235.97999999999956,True,2020-02-02 10:10:00+00:00,0,2020-02-02 10:15:00+00:00,9440.03,LONG_PROFIT_FLOOR_GAP_OPEN,3.839551484617632,True,,
external,2020-02-03,2020-02-03 20:00:00+00:00,2020-02-04 00:00:00+00:00,SIDEWAYS,LONG,False,2020-02-03 20:35:00+00:00,9335.73,9348.0,9250.0,98.0,False,,0,2020-02-03 22:45:00+00:00,9281.15,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-3.3231779410929803,False,,
external,2020-02-04,2020-02-04 12:00:00+00:00,2020-02-04 16:00:00+00:00,SIDEWAYS,SHORT,False,2020-02-04 13:30:00+00:00,9142.65,9305.0,9114.0,191.0,False,,0,2020-02-04 15:05:00+00:00,9199.949999999999,SHORT_PRE_E20_HARD_STOP_TOUCH,-3.5336647470918687,False,9199.949999999999,9075.8
external,2020-02-08,2020-02-08 12:00:00+00:00,2020-02-08 16:00:00+00:00,BULL,LONG,True,2020-02-08 15:05:00+00:00,9857.98,9870.57,9779.01,91.55999999999949,False,,0,2020-02-08 16:00:00+00:00,9837.97,LONG_TIME_EXIT_4H_BOUNDARY,-1.4149138058709871,False,,
external,2020-02-09,2020-02-09 00:00:00+00:00,2020-02-09 04:00:00+00:00,BULL,LONG,True,2020-02-09 01:10:00+00:00,9948.31,9956.0,9838.06,117.94000000000051,True,2020-02-09 02:35:00+00:00,0,2020-02-09 02:40:00+00:00,9966.47,LONG_PROFIT_FLOOR_GAP_OPEN,0.5127178385072154,True,,
external,2020-02-11,2020-02-11 20:00:00+00:00,2020-02-12 00:00:00+00:00,BULL,SHORT,False,2020-02-11 23:15:00+00:00,10235.216999999999,10409.96,10204.38,205.57999999999993,False,,0,2020-02-12 00:00:00+00:00,10230.74,SHORT_TIME_EXIT_4H_BOUNDARY,-0.18129432917745014,False,10296.891,10163.264
external,2020-02-14,2020-02-14 00:00:00+00:00,2020-02-14 04:00:00+00:00,BULL,SHORT,False,2020-02-14 00:50:00+00:00,10211.25,10275.0,10200.0,75.0,False,,0,2020-02-14 00:55:00+00:00,10233.75,SHORT_PRE_E20_HARD_STOP_TOUCH,-1.5017260374587278,False,10233.75,10185.0
external,2020-02-17,2020-02-17 08:00:00+00:00,2020-02-17 12:00:00+00:00,BEAR,LONG,False,2020-02-17 09:15:00+00:00,9832.0,9841.0,9720.23,120.77000000000044,False,,0,2020-02-17 10:20:00+00:00,9744.73,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-4.838059397884498,False,,
external,2020-02-25,2020-02-25 12:00:00+00:00,2020-02-25 16:00:00+00:00,SIDEWAYS,LONG,False,2020-02-25 12:20:00+00:00,9636.78,9658.0,9501.02,156.97999999999956,False,,0,2020-02-25 14:15:00+00:00,9541.34,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-5.3518615139081955,False,,
external,2020-02-28,2020-02-28 16:00:00+00:00,2020-02-28 20:00:00+00:00,SIDEWAYS,LONG,False,2020-02-28 16:35:00+00:00,8694.99,8730.0,8450.0,280.0,False,,0,2020-02-28 17:40:00+00:00,8543.9,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-9.08833661683338,False,,
external,2020-02-29,2020-02-29 04:00:00+00:00,2020-02-29 08:00:00+00:00,BEAR,LONG,False,2020-02-29 05:35:00+00:00,8765.9,8777.77,8670.0,107.77000000000044,True,2020-02-29 06:05:00+00:00,0,2020-02-29 06:10:00+00:00,8776.44,LONG_PROFIT_FLOOR_GAP_OPEN,0.2011932602471015,True,,
external,2020-03-01,2020-03-01 20:00:00+00:00,2020-03-02 00:00:00+00:00,BEAR,LONG,False,2020-03-01 23:00:00+00:00,8566.78,8587.72,8409.0,178.71999999999935,False,,0,2020-03-02 00:00:00+00:00,8537.84,LONG_TIME_EXIT_4H_BOUNDARY,-2.0890827125244367,False,,
external,2020-03-02,2020-03-02 00:00:00+00:00,2020-03-02 04:00:00+00:00,BEAR,LONG,False,2020-03-02 02:25:00+00:00,8581.78,8600.0,8475.72,124.28000000000065,True,2020-03-02 02:30:00+00:00,0,2020-03-02 02:35:00+00:00,8617.46,LONG_PROFIT_FLOOR_GAP_OPEN,1.6788228083217231,True,,
external,2020-03-05,2020-03-05 04:00:00+00:00,2020-03-05 08:00:00+00:00,BULL,LONG,True,2020-03-05 06:20:00+00:00,8923.01,8949.34,8755.98,193.36000000000058,False,,0,2020-03-05 08:00:00+00:00,8902.92,LONG_TIME_EXIT_4H_BOUNDARY,-1.5257412016796863,False,,
external,2020-03-05,2020-03-05 12:00:00+00:00,2020-03-05 16:00:00+00:00,BULL,LONG,True,2020-03-05 12:45:00+00:00,9096.59,9130.0,8896.32,233.6800000000003,False,,0,2020-03-05 16:00:00+00:00,9093.74,LONG_TIME_EXIT_4H_BOUNDARY,-0.5566521080976768,False,,
external,2020-03-07,2020-03-07 00:00:00+00:00,2020-03-07 04:00:00+00:00,BULL,LONG,True,2020-03-07 00:45:00+00:00,9140.8,9147.4,9070.0,77.39999999999964,False,,0,2020-03-07 01:50:00+00:00,9091.1,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-3.1185804305968063,False,,
external,2020-03-07,2020-03-07 08:00:00+00:00,2020-03-07 12:00:00+00:00,BULL,LONG,True,2020-03-07 09:25:00+00:00,9111.11,9116.29,9056.1,60.19000000000051,False,,0,2020-03-07 12:00:00+00:00,9097.95,LONG_TIME_EXIT_4H_BOUNDARY,-1.1221952100238126,False,,
external,2020-03-09,2020-03-09 20:00:00+00:00,2020-03-10 00:00:00+00:00,SIDEWAYS,LONG,False,2020-03-09 20:55:00+00:00,7865.12,7891.71,7695.42,196.28999999999996,True,2020-03-09 23:50:00+00:00,0,2020-03-09 23:55:00+00:00,7925.46,LONG_PROFIT_FLOOR_GAP_OPEN,3.435923673129016,True,,
external,2020-03-10,2020-03-10 00:00:00+00:00,2020-03-10 04:00:00+00:00,SIDEWAYS,LONG,False,2020-03-10 00:15:00+00:00,7929.09,7943.91,7800.0,143.90999999999985,True,2020-03-10 01:10:00+00:00,0,2020-03-10 01:15:00+00:00,7963.47,LONG_PROFIT_FLOOR_GAP_OPEN,1.7679663113925996,True,,
external,2020-03-10,2020-03-10 20:00:00+00:00,2020-03-11 00:00:00+00:00,SIDEWAYS,LONG,False,2020-03-10 20:15:00+00:00,7969.21,7988.0,7733.0,255.0,True,2020-03-10 21:30:00+00:00,0,2020-03-10 21:35:00+00:00,8011.12,LONG_PROFIT_FLOOR_GAP_OPEN,2.229495269920068,True,,
external,2020-03-12,2020-03-12 04:00:00+00:00,2020-03-12 08:00:00+00:00,SIDEWAYS,SHORT,False,2020-03-12 04:45:00+00:00,7634.1,7969.0,7575.0,394.0,True,2020-03-12 06:30:00+00:00,0,2020-03-12 06:35:00+00:00,7496.59,SHORT_PROFIT_CEILING_GAP_OPEN,8.606300677224576,True,7752.3,7496.2
external,2020-03-12,2020-03-12 08:00:00+00:00,2020-03-12 12:00:00+00:00,SIDEWAYS,SHORT,False,2020-03-12 08:45:00+00:00,7388.939,7666.26,7340.0,326.2600000000002,True,2020-03-12 10:15:00+00:00,0,2020-03-12 10:20:00+00:00,7274.748,SHORT_PROFIT_CEILING_HIT,7.327158121078048,True,7486.817,7274.748
external,2020-03-16,2020-03-16 16:00:00+00:00,2020-03-16 20:00:00+00:00,SIDEWAYS,LONG,False,2020-03-16 18:35:00+00:00,5104.81,5176.65,4481.0,695.6499999999996,False,,0,2020-03-16 20:00:00+00:00,4934.52,LONG_TIME_EXIT_4H_BOUNDARY,-17.079367106709142,False,,
external,2020-03-18,2020-03-18 04:00:00+00:00,2020-03-18 08:00:00+00:00,SIDEWAYS,LONG,False,2020-03-18 04:55:00+00:00,5398.24,5417.89,5261.65,156.2400000000007,False,,0,2020-03-18 05:55:00+00:00,5290.28,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-10.399555410652338,False,,
external,2020-03-18,2020-03-18 12:00:00+00:00,2020-03-18 16:00:00+00:00,BEAR,LONG,False,2020-03-18 13:50:00+00:00,5240.89,5249.18,4982.75,266.4300000000003,True,2020-03-18 13:50:00+00:00,0,2020-03-18 14:00:00+00:00,5302.466,LONG_PROFIT_FLOOR_HIT,5.474574738260141,True,,
external,2020-03-19,2020-03-19 08:00:00+00:00,2020-03-19 12:00:00+00:00,BULL,LONG,True,2020-03-19 08:30:00+00:00,5420.35,5430.75,5273.68,157.0699999999997,True,2020-03-19 09:20:00+00:00,0,2020-03-19 09:40:00+00:00,5462.164,LONG_PROFIT_FLOOR_HIT,3.457130997075742,True,,
external,2020-03-21,2020-03-21 00:00:00+00:00,2020-03-21 04:00:00+00:00,BULL,LONG,True,2020-03-21 02:40:00+00:00,6282.75,6371.91,5650.0,721.9099999999999,False,,0,2020-03-21 04:00:00+00:00,6265.92,LONG_TIME_EXIT_4H_BOUNDARY,-1.739381640205306,False,,
external,2020-03-22,2020-03-22 04:00:00+00:00,2020-03-22 08:00:00+00:00,BULL,LONG,True,2020-03-22 04:20:00+00:00,6331.59,6360.98,6100.57,260.40999999999985,False,,0,2020-03-22 08:00:00+00:00,6284.87,LONG_TIME_EXIT_4H_BOUNDARY,-4.0894366186061015,False,,
external,2020-03-27,2020-03-27 16:00:00+00:00,2020-03-27 20:00:00+00:00,BULL,LONG,True,2020-03-27 18:50:00+00:00,6650.6,6661.29,6566.0,95.28999999999996,True,2020-03-27 19:15:00+00:00,0,2020-03-27 19:20:00+00:00,6657.8,LONG_PROFIT_FLOOR_GAP_OPEN,0.14130454395096004,True,,
external,2020-03-29,2020-03-29 20:00:00+00:00,2020-03-30 00:00:00+00:00,SIDEWAYS,SHORT,False,2020-03-29 22:10:00+00:00,5913.95,6163.0,5870.0,293.0,False,,0,2020-03-30 00:00:00+00:00,5876.27,SHORT_TIME_EXIT_4H_BOUNDARY,2.785688076497051,True,6001.849999999999,5811.4
external,2020-03-31,2020-03-31 20:00:00+00:00,2020-04-01 00:00:00+00:00,BULL,LONG,True,2020-03-31 20:30:00+00:00,6473.72,6484.22,6392.37,91.85000000000036,False,,0,2020-03-31 21:45:00+00:00,6423.84,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-4.252499026834655,False,,
external,2020-04-01,2020-04-01 16:00:00+00:00,2020-04-01 20:00:00+00:00,BEAR,SHORT,True,2020-04-01 17:00:00+00:00,6182.249,6337.0,6154.94,182.0600000000004,False,,0,2020-04-01 20:00:00+00:00,6196.24,SHORT_TIME_EXIT_4H_BOUNDARY,-1.5315461412181315,False,6236.867,6118.527999999999
external,2020-04-01,2020-04-01 20:00:00+00:00,2020-04-02 00:00:00+00:00,BEAR,LONG,False,2020-04-01 20:20:00+00:00,6216.4,6225.88,6140.0,85.88000000000011,True,2020-04-01 20:20:00+00:00,1,2020-04-01 21:30:00+00:00,6341.97,LONG_PROFIT_FLOOR_HIT,9.699897046522144,True,,
external,2020-04-02,2020-04-02 08:00:00+00:00,2020-04-02 12:00:00+00:00,BULL,LONG,True,2020-04-02 11:25:00+00:00,6660.72,6675.54,6558.93,116.60999999999967,False,,0,2020-04-02 12:00:00+00:00,6686.37,LONG_TIME_EXIT_4H_BOUNDARY,1.525467517025159,True,,
external,2020-04-03,2020-04-03 12:00:00+00:00,2020-04-03 16:00:00+00:00,BULL,SHORT,False,2020-04-03 13:25:00+00:00,6892.6165,7049.11,6865.0,184.10999999999967,True,2020-04-03 13:55:00+00:00,0,2020-04-03 14:00:00+00:00,6838.37,SHORT_PROFIT_CEILING_GAP_OPEN,3.5351166570779085,True,6947.8495,6828.178
external,2020-04-03,2020-04-03 20:00:00+00:00,2020-04-04 00:00:00+00:00,BULL,LONG,True,2020-04-03 20:20:00+00:00,6777.06,6799.41,6600.0,199.40999999999985,False,,0,2020-04-04 00:00:00+00:00,6729.8,LONG_TIME_EXIT_4H_BOUNDARY,-3.8867626965085496,False,,
external,2020-04-06,2020-04-06 12:00:00+00:00,2020-04-06 16:00:00+00:00,BULL,LONG,True,2020-04-06 13:00:00+00:00,7129.8,7142.04,7010.64,131.39999999999964,False,,0,2020-04-06 16:00:00+00:00,7138.74,LONG_TIME_EXIT_4H_BOUNDARY,0.22694605739288531,True,,
external,2020-04-08,2020-04-08 20:00:00+00:00,2020-04-09 00:00:00+00:00,BULL,LONG,True,2020-04-08 20:45:00+00:00,7335.04,7347.59,7250.0,97.59000000000015,True,2020-04-08 22:50:00+00:00,0,2020-04-08 22:55:00+00:00,7358.68,LONG_PROFIT_FLOOR_GAP_OPEN,1.2114431550475762,True,,
external,2020-04-09,2020-04-09 20:00:00+00:00,2020-04-10 00:00:00+00:00,BULL,LONG,True,2020-04-09 22:50:00+00:00,7299.12,7310.01,7225.09,84.92000000000007,False,,0,2020-04-10 00:00:00+00:00,7278.83,LONG_TIME_EXIT_4H_BOUNDARY,-1.7898935762119423,False,,
external,2020-04-14,2020-04-14 12:00:00+00:00,2020-04-14 16:00:00+00:00,BEAR,LONG,False,2020-04-14 13:30:00+00:00,6867.47,6874.25,6751.0,123.25,True,2020-04-14 14:00:00+00:00,1,2020-04-14 14:30:00+00:00,6902.71,LONG_PROFIT_FLOOR_HIT,2.165719253233012,True,,
external,2020-04-16,2020-04-16 04:00:00+00:00,2020-04-16 08:00:00+00:00,BEAR,LONG,False,2020-04-16 04:25:00+00:00,6642.9,6663.0,6465.33,197.67000000000007,True,2020-04-16 07:00:00+00:00,1,2020-04-16 07:50:00+00:00,6880.78,LONG_PROFIT_FLOOR_HIT,17.50483072152227,True,,
external,2020-04-18,2020-04-18 04:00:00+00:00,2020-04-18 08:00:00+00:00,BULL,LONG,True,2020-04-18 05:50:00+00:00,7097.0,7105.4,7008.11,97.28999999999996,False,,0,2020-04-18 08:00:00+00:00,7084.48,LONG_TIME_EXIT_4H_BOUNDARY,-1.2820628434549892,False,,
external,2020-04-22,2020-04-22 08:00:00+00:00,2020-04-22 12:00:00+00:00,BEAR,LONG,False,2020-04-22 09:25:00+00:00,6942.01,6959.0,6837.87,121.13000000000011,False,,0,2020-04-22 12:00:00+00:00,6948.99,LONG_TIME_EXIT_4H_BOUNDARY,0.10273623921603947,True,,
external,2020-04-23,2020-04-23 00:00:00+00:00,2020-04-23 04:00:00+00:00,BULL,LONG,True,2020-04-23 01:10:00+00:00,7121.4,7129.84,7072.01,57.82999999999993,True,2020-04-23 01:35:00+00:00,1,2020-04-23 02:05:00+00:00,7143.17,LONG_PROFIT_FLOOR_HIT,1.1284915887325835,True,,
external,2020-04-23,2020-04-23 12:00:00+00:00,2020-04-23 16:00:00+00:00,BULL,LONG,True,2020-04-23 12:20:00+00:00,7125.34,7140.02,7040.05,99.97000000000025,True,2020-04-23 12:25:00+00:00,0,2020-04-23 12:30:00+00:00,7148.26,LONG_PROFIT_FLOOR_GAP_OPEN,1.2083443035700419,True,,
external,2020-04-24,2020-04-24 04:00:00+00:00,2020-04-24 08:00:00+00:00,BULL,LONG,True,2020-04-24 07:10:00+00:00,7540.52,7550.55,7463.22,87.32999999999993,True,2020-04-24 07:40:00+00:00,0,2020-04-24 07:45:00+00:00,7567.79,LONG_PROFIT_FLOOR_GAP_OPEN,1.4082307320980152,True,,
external,2020-04-24,2020-04-24 20:00:00+00:00,2020-04-25 00:00:00+00:00,BULL,LONG,True,2020-04-24 21:40:00+00:00,7536.0,7546.03,7473.85,72.17999999999938,False,,0,2020-04-24 22:00:00+00:00,7493.52,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-3.2184713375795644,False,,
external,2020-04-26,2020-04-26 12:00:00+00:00,2020-04-26 16:00:00+00:00,BULL,LONG,True,2020-04-26 13:35:00+00:00,7655.0,7676.86,7525.0,151.85999999999967,False,,0,2020-04-26 15:10:00+00:00,7520.89,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-9.159634225996072,False,,
external,2020-04-29,2020-04-29 08:00:00+00:00,2020-04-29 12:00:00+00:00,BULL,LONG,True,2020-04-29 08:15:00+00:00,7949.99,7964.4,7805.0,159.39999999999964,True,2020-04-29 10:05:00+00:00,0,2020-04-29 10:10:00+00:00,7989.24,LONG_PROFIT_FLOOR_GAP_OPEN,2.0685565642220687,True,,
external,2020-05-03,2020-05-03 00:00:00+00:00,2020-05-03 04:00:00+00:00,BULL,LONG,True,2020-05-03 00:20:00+00:00,8977.77,8990.34,8863.55,126.79000000000087,True,2020-05-03 00:30:00+00:00,1,2020-05-03 01:30:00+00:00,9154.7,LONG_PROFIT_FLOOR_HIT,9.453783289168749,True,,
external,2020-05-12,2020-05-12 04:00:00+00:00,2020-05-12 08:00:00+00:00,SIDEWAYS,LONG,False,2020-05-12 05:05:00+00:00,8715.02,8740.25,8520.43,219.8199999999997,False,,0,2020-05-12 08:00:00+00:00,8651.75,LONG_TIME_EXIT_4H_BOUNDARY,-4.029940034561075,False,,
external,2020-05-12,2020-05-12 16:00:00+00:00,2020-05-12 20:00:00+00:00,SIDEWAYS,LONG,False,2020-05-12 16:40:00+00:00,8902.47,8939.99,8648.59,291.39999999999964,False,,0,2020-05-12 20:00:00+00:00,8787.94,LONG_TIME_EXIT_4H_BOUNDARY,-6.832484467793709,False,,
external,2020-05-12,2020-05-12 20:00:00+00:00,2020-05-13 00:00:00+00:00,SIDEWAYS,SHORT,False,2020-05-12 20:35:00+00:00,8801.65,8981.0,8770.0,211.0,True,2020-05-12 21:50:00+00:00,0,2020-05-12 21:55:00+00:00,8762.08,SHORT_PROFIT_CEILING_GAP_OPEN,1.8478739781745528,True,8864.949999999999,8727.8
external,2020-05-13,2020-05-13 12:00:00+00:00,2020-05-13 16:00:00+00:00,SIDEWAYS,LONG,False,2020-05-13 12:20:00+00:00,9026.6,9048.66,8828.0,220.65999999999985,True,2020-05-13 12:50:00+00:00,0,2020-05-13 12:55:00+00:00,9091.83,LONG_PROFIT_FLOOR_GAP_OPEN,3.2132098464537466,True,,
external,2020-05-16,2020-05-16 16:00:00+00:00,2020-05-16 20:00:00+00:00,BULL,SHORT,False,2020-05-16 16:50:00+00:00,9359.0795,9529.53,9329.0,200.53000000000065,True,2020-05-16 17:50:00+00:00,0,2020-05-16 17:55:00+00:00,9323.89,SHORT_PROFIT_CEILING_GAP_OPEN,1.479965866301292,True,9419.2385,9288.894
external,2020-05-16,2020-05-16 20:00:00+00:00,2020-05-17 00:00:00+00:00,SIDEWAYS,LONG,False,2020-05-16 21:25:00+00:00,9392.52,9410.0,9260.0,150.0,False,,0,2020-05-17 00:00:00+00:00,9374.99,LONG_TIME_EXIT_4H_BOUNDARY,-1.3331893890032194,False,,
external,2020-05-18,2020-05-18 20:00:00+00:00,2020-05-19 00:00:00+00:00,BULL,LONG,True,2020-05-18 21:20:00+00:00,9694.27,9718.62,9540.01,178.61000000000058,False,,0,2020-05-19 00:00:00+00:00,9731.11,LONG_TIME_EXIT_4H_BOUNDARY,1.5000914973484885,True,,
external,2020-05-22,2020-05-22 12:00:00+00:00,2020-05-22 16:00:00+00:00,BEAR,LONG,False,2020-05-22 13:00:00+00:00,9168.46,9190.86,9041.0,149.86000000000058,False,,0,2020-05-22 16:00:00+00:00,9219.58,LONG_TIME_EXIT_4H_BOUNDARY,2.387818237741213,True,,
external,2020-05-22,2020-05-22 16:00:00+00:00,2020-05-22 20:00:00+00:00,BEAR,LONG,False,2020-05-22 16:15:00+00:00,9198.45,9219.58,9076.41,143.17000000000007,True,2020-05-22 17:00:00+00:00,0,2020-05-22 17:05:00+00:00,9240.34,LONG_PROFIT_FLOOR_GAP_OPEN,1.87701406215175,True,,
external,2020-05-22,2020-05-22 20:00:00+00:00,2020-05-23 00:00:00+00:00,BEAR,SHORT,True,2020-05-22 23:40:00+00:00,9153.079,9259.38,9134.32,125.05999999999949,False,,0,2020-05-23 00:00:00+00:00,9166.43,SHORT_TIME_EXIT_4H_BOUNDARY,-1.1293174242242183,False,9190.597,9109.307999999999
external,2020-05-24,2020-05-24 08:00:00+00:00,2020-05-24 12:00:00+00:00,SIDEWAYS,LONG,False,2020-05-24 09:30:00+00:00,9276.22,9293.0,9180.0,113.0,False,,0,2020-05-24 11:15:00+00:00,9191.06,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-4.990231797003519,False,,
external,2020-05-28,2020-05-28 00:00:00+00:00,2020-05-28 04:00:00+00:00,BULL,LONG,True,2020-05-28 00:15:00+00:00,9183.99,9199.0,9046.1,152.89999999999964,True,2020-05-28 00:55:00+00:00,0,2020-05-28 01:05:00+00:00,9229.58,LONG_PROFIT_FLOOR_HIT,2.0820366746914902,True,,
external,2020-05-28,2020-05-28 20:00:00+00:00,2020-05-29 00:00:00+00:00,BULL,LONG,True,2020-05-28 23:15:00+00:00,9517.58,9537.0,9392.57,144.4300000000003,True,2020-05-28 23:15:00+00:00,0,2020-05-28 23:20:00+00:00,9565.886,LONG_PROFIT_FLOOR_HIT,2.1377249258740076,True,,
external,2020-06-02,2020-06-02 20:00:00+00:00,2020-06-03 00:00:00+00:00,SIDEWAYS,LONG,False,2020-06-02 21:55:00+00:00,9526.19,9544.78,9413.0,131.78000000000065,False,,0,2020-06-03 00:00:00+00:00,9514.9,LONG_TIME_EXIT_4H_BOUNDARY,-0.9925768854075364,False,,
external,2020-06-04,2020-06-04 16:00:00+00:00,2020-06-04 20:00:00+00:00,BULL,LONG,True,2020-06-04 17:55:00+00:00,9817.81,9850.0,9602.0,248.0,False,,0,2020-06-04 20:00:00+00:00,9817.05,LONG_TIME_EXIT_4H_BOUNDARY,-0.43870516948284444,False,,
external,2020-06-10,2020-06-10 04:00:00+00:00,2020-06-10 08:00:00+00:00,BULL,SHORT,False,2020-06-10 07:55:00+00:00,9744.746000000001,9811.25,9733.01,78.23999999999978,False,,0,2020-06-10 08:00:00+00:00,9749.0,SHORT_TIME_EXIT_4H_BOUNDARY,-0.6182714664906716,False,9768.218,9717.362000000001
external,2020-06-10,2020-06-10 08:00:00+00:00,2020-06-10 12:00:00+00:00,BULL,SHORT,False,2020-06-10 09:55:00+00:00,9723.323,9785.56,9712.34,73.21999999999935,False,,0,2020-06-10 10:15:00+00:00,9745.289,SHORT_PRE_E20_HARD_STOP_TOUCH,-1.5295521088829918,False,9745.289,9697.696
external,2020-06-15,2020-06-15 00:00:00+00:00,2020-06-15 04:00:00+00:00,SIDEWAYS,SHORT,False,2020-06-15 02:35:00+00:00,9266.111499999999,9408.58,9240.97,167.61000000000058,True,2020-06-15 03:20:00+00:00,0,2020-06-15 03:25:00+00:00,9230.0,SHORT_PROFIT_CEILING_GAP_OPEN,1.548578969722059,True,9316.394499999999,9207.447999999999
