partition,date_utc,signal_ts,structural_outcome,H,L,bars,first_close_break,first_close_break_ts,min_low,min_low_frac,min_close,min_close_frac,wick_L_before_target_close,close_L_before_target_close,wick_H_before_target_close,F50_first_touch_ts,F55_first_touch_ts,F60_first_touch_ts,F65_first_touch_ts,F70_first_touch_ts,F75_first_touch_ts,F80_first_touch_ts
development,2024-04-03,2024-04-03 14:10:00+00:00,TARGET_BREAK,66696.5,65555.0,4,HIGH,2024-04-03 14:30:00+00:00,66405.0,0.7446342531756461,66495.1,0.8235654840122697,False,False,True,2024-04-03 15:30:00+00:00,2024-04-03 15:30:00+00:00,2024-04-03 15:25:00+00:00,2024-04-03 15:25:00+00:00,2024-04-03 15:05:00+00:00,2024-04-03 14:10:00+00:00,2024-04-03 14:10:00+00:00
development,2024-04-04,2024-04-04 13:55:00+00:00,TARGET_BREAK,67480.1,66036.0,3,HIGH,2024-04-04 14:10:00+00:00,67058.0,0.7077072224915144,67187.9,0.7976594418668995,False,False,False,,,,,,2024-04-04 14:00:00+00:00,2024-04-04 14:00:00+00:00
development,2024-04-22,2024-04-22 14:05:00+00:00,TARGET_BREAK,66239.2,65600.7,4,HIGH,2024-04-22 14:25:00+00:00,66045.9,0.6972592012529321,66164.2,0.8825371965544244,False,False,True,2024-04-22 15:00:00+00:00,2024-04-22 14:55:00+00:00,2024-04-22 14:55:00+00:00,2024-04-22 14:55:00+00:00,2024-04-22 14:05:00+00:00,2024-04-22 14:05:00+00:00,2024-04-22 14:05:00+00:00
development,2024-05-02,2024-05-02 14:40:00+00:00,TARGET_BREAK,59089.5,57542.4,1,HIGH,2024-05-02 14:45:00+00:00,58963.1,0.9182987525046852,59228.0,1.0895223321052292,False,False,False,,,,,,,
development,2024-05-13,2024-05-13 16:30:00+00:00,TARGET_BREAK,63289.3,62296.5,1,HIGH,2024-05-13 16:35:00+00:00,63171.1,0.8809427880741297,63344.3,1.055398871877518,False,False,False,2024-05-13 17:05:00+00:00,2024-05-13 17:05:00+00:00,2024-05-13 17:05:00+00:00,2024-05-13 17:05:00+00:00,2024-05-13 17:00:00+00:00,2024-05-13 16:45:00+00:00,2024-05-13 16:40:00+00:00
development,2024-05-14,2024-05-14 14:35:00+00:00,NO_BREAK,62086.8,60950.0,65,,,61116.6,0.14655172413792938,61180.9,0.20311400422237938,False,False,False,2024-05-14 14:50:00+00:00,2024-05-14 14:40:00+00:00,2024-05-14 14:40:00+00:00,2024-05-14 14:40:00+00:00,2024-05-14 14:35:00+00:00,2024-05-14 14:35:00+00:00,2024-05-14 14:35:00+00:00
development,2024-05-15,2024-05-15 13:35:00+00:00,TARGET_BREAK,64300.0,61886.8,1,HIGH,2024-05-15 13:40:00+00:00,64263.4,0.984833416210841,64430.8,1.0542018896071619,False,False,False,,,,,,,
development,2024-06-04,2024-06-04 13:35:00+00:00,TARGET_BREAK,69524.7,68595.5,2,HIGH,2024-06-04 13:45:00+00:00,69290.6,0.7480628497632458,69463.7,0.9343521308652603,False,False,False,,,,,,2024-06-04 13:35:00+00:00,2024-06-04 13:35:00+00:00
development,2024-06-27,2024-06-27 13:35:00+00:00,TARGET_BREAK,61830.0,60730.0,5,HIGH,2024-06-27 14:00:00+00:00,61628.0,0.8163636363636364,61689.4,0.8721818181818195,False,False,False,,,,2024-06-27 19:45:00+00:00,2024-06-27 19:35:00+00:00,2024-06-27 15:30:00+00:00,2024-06-27 15:25:00+00:00
development,2024-07-02,2024-07-02 13:45:00+00:00,OPPOSITE_BREAK,63050.0,62387.0,6,LOW,2024-07-02 14:15:00+00:00,62334.6,-0.07903469079939887,62370.1,-0.02549019607843357,False,False,False,2024-07-02 13:55:00+00:00,2024-07-02 13:50:00+00:00,2024-07-02 13:50:00+00:00,2024-07-02 13:50:00+00:00,2024-07-02 13:45:00+00:00,2024-07-02 13:45:00+00:00,2024-07-02 13:45:00+00:00
development,2024-07-15,2024-07-15 15:05:00+00:00,TARGET_BREAK,63239.2,62266.0,19,HIGH,2024-07-15 16:40:00+00:00,62812.8,0.561857788738188,62886.2,0.637279079325934,False,False,True,,,2024-07-15 15:10:00+00:00,2024-07-15 15:10:00+00:00,2024-07-15 15:05:00+00:00,2024-07-15 15:05:00+00:00,2024-07-15 15:05:00+00:00
development,2024-07-16,2024-07-16 15:15:00+00:00,TARGET_BREAK,64258.6,62350.0,1,HIGH,2024-07-16 15:20:00+00:00,64096.4,0.9150162422718238,64474.2,1.1129623808026818,False,False,False,,,,,,,
development,2024-07-22,2024-07-22 13:40:00+00:00,OPPOSITE_BREAK,67825.7,66904.2,11,LOW,2024-07-22 14:35:00+00:00,66800.0,-0.11307650569722962,66800.0,-0.11307650569722962,False,False,False,2024-07-22 13:40:00+00:00,2024-07-22 13:40:00+00:00,2024-07-22 13:40:00+00:00,2024-07-22 13:40:00+00:00,2024-07-22 13:40:00+00:00,2024-07-22 13:40:00+00:00,2024-07-22 13:40:00+00:00
development,2024-08-13,2024-08-13 13:50:00+00:00,TARGET_BREAK,59302.5,58360.0,1,HIGH,2024-08-13 13:55:00+00:00,59226.1,0.9189389920424388,59318.1,1.0165517241379294,False,False,False,,,,,2024-08-13 14:30:00+00:00,2024-08-13 14:30:00+00:00,2024-08-13 14:30:00+00:00
development,2024-08-16,2024-08-16 17:35:00+00:00,TARGET_BREAK,58908.5,57500.0,5,HIGH,2024-08-16 18:00:00+00:00,58683.1,0.8399716009939642,58738.2,0.8790912318068846,False,False,True,,,,,,,
development,2024-08-19,2024-08-19 13:35:00+00:00,TARGET_BREAK,58940.0,57750.0,48,HIGH,2024-08-19 17:35:00+00:00,58019.4,0.22638655462184995,58156.6,0.34168067226890636,False,False,True,2024-08-19 13:50:00+00:00,2024-08-19 13:45:00+00:00,2024-08-19 13:45:00+00:00,2024-08-19 13:40:00+00:00,2024-08-19 13:35:00+00:00,2024-08-19 13:35:00+00:00,2024-08-19 13:35:00+00:00
development,2024-08-29,2024-08-29 13:40:00+00:00,TARGET_BREAK,60480.0,59340.0,2,HIGH,2024-08-29 13:50:00+00:00,60163.0,0.7219298245614035,60263.4,0.8100000000000013,False,False,False,2024-08-29 18:10:00+00:00,2024-08-29 18:10:00+00:00,2024-08-29 18:10:00+00:00,2024-08-29 18:10:00+00:00,2024-08-29 18:10:00+00:00,2024-08-29 13:40:00+00:00,2024-08-29 13:40:00+00:00
development,2024-09-05,2024-09-05 14:05:00+00:00,TARGET_BREAK,57217.5,56259.3,4,HIGH,2024-09-05 14:25:00+00:00,56660.5,0.4187017324149429,56733.0,0.49436443331245933,False,False,True,2024-09-05 14:10:00+00:00,2024-09-05 14:10:00+00:00,2024-09-05 14:10:00+00:00,2024-09-05 14:10:00+00:00,2024-09-05 14:10:00+00:00,2024-09-05 14:05:00+00:00,2024-09-05 14:05:00+00:00
development,2024-09-13,2024-09-13 14:10:00+00:00,TARGET_BREAK,58321.9,57594.0,10,HIGH,2024-09-13 15:00:00+00:00,57777.0,0.25140816046160136,57951.5,0.4911388927050409,False,False,False,2024-09-13 14:30:00+00:00,2024-09-13 14:30:00+00:00,2024-09-13 14:30:00+00:00,2024-09-13 14:25:00+00:00,2024-09-13 14:10:00+00:00,2024-09-13 14:10:00+00:00,2024-09-13 14:10:00+00:00
development,2024-09-19,2024-09-19 14:15:00+00:00,TARGET_BREAK,63369.6,61851.3,4,HIGH,2024-09-19 14:35:00+00:00,63100.0,0.8224329842587108,63180.2,0.8752552196535586,False,False,False,,,2024-09-19 15:10:00+00:00,2024-09-19 15:10:00+00:00,2024-09-19 14:50:00+00:00,2024-09-19 14:45:00+00:00,2024-09-19 14:45:00+00:00
development,2024-10-14,2024-10-14 13:50:00+00:00,TARGET_BREAK,65221.6,64306.9,3,HIGH,2024-10-14 14:05:00+00:00,64977.7,0.733355198425711,64984.0,0.7402427025254189,False,False,True,,,,,,2024-10-14 13:50:00+00:00,2024-10-14 13:50:00+00:00
development,2024-10-15,2024-10-15 13:35:00+00:00,TARGET_BREAK,65999.9,65255.0,1,HIGH,2024-10-15 13:40:00+00:00,65942.5,0.9229426768693857,66094.5,1.1269969123372352,False,False,False,2024-10-15 14:40:00+00:00,2024-10-15 14:40:00+00:00,2024-10-15 14:40:00+00:00,2024-10-15 14:40:00+00:00,2024-10-15 14:40:00+00:00,2024-10-15 14:35:00+00:00,2024-10-15 14:35:00+00:00
development,2024-10-28,2024-10-28 13:45:00+00:00,TARGET_BREAK,69090.0,68207.4,1,HIGH,2024-10-28 13:50:00+00:00,69015.7,0.9158169046000426,69247.4,1.178336732381592,False,False,False,2024-10-28 14:30:00+00:00,2024-10-28 14:00:00+00:00,2024-10-28 14:00:00+00:00,2024-10-28 13:55:00+00:00,2024-10-28 13:55:00+00:00,2024-10-28 13:50:00+00:00,2024-10-28 13:50:00+00:00
development,2024-11-11,2024-11-11 14:35:00+00:00,TARGET_BREAK,82528.0,81051.6,6,HIGH,2024-11-11 15:05:00+00:00,81835.0,0.5306150094825232,81962.5,0.6169737198591153,False,False,True,,2024-11-11 14:45:00+00:00,2024-11-11 14:40:00+00:00,2024-11-11 14:40:00+00:00,2024-11-11 14:40:00+00:00,2024-11-11 14:35:00+00:00,2024-11-11 14:35:00+00:00
development,2024-11-27,2024-11-27 13:40:00+00:00,TARGET_BREAK,93939.0,92903.4,3,HIGH,2024-11-27 13:55:00+00:00,93806.2,0.8717651602935476,93909.5,0.9715140981073775,False,False,True,,,,,,,
development,2024-12-05,2024-12-05 14:45:00+00:00,TARGET_BREAK,103451.9,102290.3,2,HIGH,2024-12-05 14:55:00+00:00,103120.0,0.7142734159779643,103387.9,0.9449035812672172,False,False,True,2024-12-05 15:20:00+00:00,2024-12-05 15:20:00+00:00,2024-12-05 15:20:00+00:00,2024-12-05 15:15:00+00:00,2024-12-05 15:00:00+00:00,2024-12-05 14:50:00+00:00,2024-12-05 14:50:00+00:00
development,2024-12-10,2024-12-10 13:50:00+00:00,TARGET_BREAK,97948.0,96880.9,6,HIGH,2024-12-10 14:20:00+00:00,97633.1,0.7049011339143544,97720.0,0.7863368006747271,False,False,True,2024-12-10 14:35:00+00:00,2024-12-10 14:35:00+00:00,2024-12-10 14:35:00+00:00,2024-12-10 14:35:00+00:00,2024-12-10 14:35:00+00:00,2024-12-10 13:55:00+00:00,2024-12-10 13:50:00+00:00
development,2024-12-12,2024-12-12 14:35:00+00:00,TARGET_BREAK,101531.1,100150.0,5,HIGH,2024-12-12 15:00:00+00:00,100585.0,0.3149663311852858,100910.1,0.5503584099630748,False,False,False,2024-12-12 14:35:00+00:00,2024-12-12 14:35:00+00:00,2024-12-12 14:35:00+00:00,2024-12-12 14:35:00+00:00,2024-12-12 14:40:00+00:00,2024-12-12 14:40:00+00:00,2024-12-12 14:40:00+00:00
development,2024-12-17,2024-12-17 13:35:00+00:00,TARGET_BREAK,107493.9,106504.0,1,HIGH,2024-12-17 13:40:00+00:00,107308.7,0.8129103949893947,107538.9,1.045459137286595,False,False,False,2024-12-17 15:10:00+00:00,2024-12-17 14:35:00+00:00,2024-12-17 14:35:00+00:00,2024-12-17 14:35:00+00:00,2024-12-17 13:50:00+00:00,2024-12-17 13:50:00+00:00,2024-12-17 13:45:00+00:00
development,2024-12-31,2024-12-31 14:35:00+00:00,NO_BREAK,96032.1,92800.0,65,,,93145.1,0.10677268648866223,93342.0,0.1676928312861604,False,False,False,2024-12-31 17:30:00+00:00,2024-12-31 16:30:00+00:00,2024-12-31 16:30:00+00:00,2024-12-31 15:05:00+00:00,2024-12-31 15:05:00+00:00,2024-12-31 15:05:00+00:00,2024-12-31 14:35:00+00:00
external,2020-01-03,2020-01-03 14:00:00+00:00,TARGET_BREAK,7368.33,7198.0,33,HIGH,2020-01-03 16:45:00+00:00,7229.0,0.18199964774261734,7241.69,0.25650208418951226,False,False,True,2020-01-03 14:00:00+00:00,2020-01-03 14:00:00+00:00,2020-01-03 14:00:00+00:00,2020-01-03 14:00:00+00:00,2020-01-03 14:00:00+00:00,2020-01-03 14:00:00+00:00,2020-01-03 14:00:00+00:00
external,2020-01-06,2020-01-06 13:55:00+00:00,NO_BREAK,7576.0,7505.35,73,,,7481.74,-0.3341825902335556,7510.98,0.07968860580324456,False,False,False,2020-01-06 14:20:00+00:00,2020-01-06 14:35:00+00:00,2020-01-06 14:35:00+00:00,2020-01-06 14:35:00+00:00,2020-01-06 14:35:00+00:00,2020-01-06 17:15:00+00:00,
external,2020-01-10,2020-01-10 13:35:00+00:00,TARGET_BREAK,7929.0,7670.0,1,HIGH,2020-01-10 13:40:00+00:00,7914.95,0.945752895752895,7930.0,1.0038610038610039,False,False,False,,,,,2020-01-10 14:00:00+00:00,2020-01-10 14:00:00+00:00,2020-01-10 13:55:00+00:00
external,2020-01-20,2020-01-20 15:55:00+00:00,TARGET_BREAK,8686.0,8526.06,2,HIGH,2020-01-20 16:05:00+00:00,8673.5,0.9218456921345507,8680.17,0.963548830811555,False,False,False,,,,,,2020-01-20 18:00:00+00:00,2020-01-20 17:25:00+00:00
external,2020-01-27,2020-01-27 13:35:00+00:00,TARGET_BREAK,8764.0,8565.0,1,HIGH,2020-01-27 13:40:00+00:00,8753.76,0.9485427135678403,8777.45,1.0675879396984962,False,False,False,,,,,,,2020-01-27 14:35:00+00:00
external,2020-01-30,2020-01-30 14:05:00+00:00,TARGET_BREAK,9415.2,9322.12,28,HIGH,2020-01-30 16:25:00+00:00,9301.35,-0.22314138375591375,9349.89,0.2983455092393494,True,False,True,2020-01-30 14:05:00+00:00,2020-01-30 14:10:00+00:00,2020-01-30 14:10:00+00:00,2020-01-30 15:25:00+00:00,2020-01-30 15:30:00+00:00,2020-01-30 15:45:00+00:00,2020-01-30 16:00:00+00:00
external,2020-02-12,2020-02-12 13:35:00+00:00,TARGET_BREAK,10395.0,10235.52,6,HIGH,2020-02-12 14:05:00+00:00,10361.0,0.7868071231502377,10368.74,0.8353398545272116,False,False,True,2020-02-12 14:10:00+00:00,2020-02-12 14:10:00+00:00,2020-02-12 14:10:00+00:00,2020-02-12 14:10:00+00:00,2020-02-12 14:10:00+00:00,2020-02-12 14:10:00+00:00,2020-02-12 13:45:00+00:00
external,2020-03-16,2020-03-16 14:30:00+00:00,TARGET_BREAK,4949.0,4413.62,1,HIGH,2020-03-16 14:35:00+00:00,4941.0,0.9850573424483544,5050.2,1.189024618028316,False,False,False,,,,,,,2020-03-16 19:35:00+00:00
external,2020-03-18,2020-03-18 13:35:00+00:00,TARGET_BREAK,5249.18,4982.75,4,HIGH,2020-03-18 13:55:00+00:00,5159.29,0.6626130690988243,5166.5,0.6896745861952476,False,False,True,,,2020-03-18 17:05:00+00:00,2020-03-18 16:15:00+00:00,2020-03-18 13:35:00+00:00,2020-03-18 13:35:00+00:00,2020-03-18 13:35:00+00:00
external,2020-04-02,2020-04-02 14:40:00+00:00,TARGET_BREAK,6728.2,6600.0,1,HIGH,2020-04-02 14:45:00+00:00,6710.0,0.8580343213728562,6777.5,1.3845553822152905,False,False,False,,,,,,,
external,2020-04-09,2020-04-09 14:05:00+00:00,NO_BREAK,7345.0,7105.98,71,,,7225.09,0.498326499874489,7243.4,0.5749309681198219,False,False,False,2020-04-09 18:55:00+00:00,2020-04-09 18:40:00+00:00,2020-04-09 15:55:00+00:00,2020-04-09 15:55:00+00:00,2020-04-09 15:15:00+00:00,2020-04-09 14:05:00+00:00,2020-04-09 14:05:00+00:00
external,2020-04-22,2020-04-22 13:50:00+00:00,TARGET_BREAK,7075.0,6915.0,8,HIGH,2020-04-22 14:30:00+00:00,7042.0,0.79375,7045.95,0.8184374999999988,False,False,False,,,,,,,2020-04-22 13:50:00+00:00
external,2020-05-07,2020-05-07 16:55:00+00:00,TARGET_BREAK,9630.0,9251.99,1,HIGH,2020-05-07 17:00:00+00:00,9572.85,0.8488135234517615,9632.86,1.0075659374090649,False,False,False,,,,,,,
external,2020-05-13,2020-05-13 14:10:00+00:00,TARGET_BREAK,9115.0,8828.0,16,HIGH,2020-05-13 15:30:00+00:00,9019.0,0.6655052264808362,9051.51,0.7787804878048789,False,False,True,,,,,2020-05-13 14:45:00+00:00,2020-05-13 14:45:00+00:00,2020-05-13 14:45:00+00:00
external,2020-05-25,2020-05-25 17:40:00+00:00,TARGET_BREAK,8876.6,8657.0,2,HIGH,2020-05-25 17:50:00+00:00,8841.0,0.8378870673952628,8852.77,0.89148451730419,False,False,False,,,,,,,
external,2020-06-01,2020-06-01 16:15:00+00:00,TARGET_BREAK,9587.49,9486.89,1,HIGH,2020-06-01 16:20:00+00:00,9566.17,0.7880715705765444,9593.78,1.0625248508946405,False,False,False,,,2020-06-01 16:25:00+00:00,2020-06-01 16:25:00+00:00,2020-06-01 16:25:00+00:00,2020-06-01 16:25:00+00:00,2020-06-01 16:15:00+00:00
external,2020-06-02,2020-06-02 13:35:00+00:00,TARGET_BREAK,10179.0,10100.0,1,HIGH,2020-06-02 13:40:00+00:00,10175.93,0.9611392405063328,10188.28,1.117468354430388,False,False,False,2020-06-02 14:45:00+00:00,2020-06-02 14:40:00+00:00,2020-06-02 14:40:00+00:00,2020-06-02 14:30:00+00:00,2020-06-02 14:25:00+00:00,2020-06-02 13:55:00+00:00,2020-06-02 13:55:00+00:00
external,2020-06-04,2020-06-04 13:50:00+00:00,TARGET_BREAK,9777.0,9440.0,26,HIGH,2020-06-04 16:00:00+00:00,9716.31,0.8199109792284851,9733.57,0.8711275964391683,False,False,False,,,,,,,
external,2020-06-10,2020-06-10 13:40:00+00:00,TARGET_BREAK,9774.0,9706.0,39,HIGH,2020-06-10 16:55:00+00:00,9733.0,0.39705882352941174,9738.75,0.48161764705882354,False,False,True,2020-06-10 13:55:00+00:00,2020-06-10 13:55:00+00:00,2020-06-10 13:55:00+00:00,2020-06-10 13:50:00+00:00,2020-06-10 13:45:00+00:00,2020-06-10 13:40:00+00:00,2020-06-10 13:40:00+00:00
external,2020-06-23,2020-06-23 14:20:00+00:00,TARGET_BREAK,9669.34,9585.0,1,HIGH,2020-06-23 14:25:00+00:00,9658.7,0.8738439649039673,9670.64,1.0154138012805225,False,False,False,,,,,2020-06-23 14:45:00+00:00,2020-06-23 14:45:00+00:00,2020-06-23 14:30:00+00:00
external,2020-07-06,2020-07-06 15:45:00+00:00,TARGET_BREAK,9275.08,9171.0,1,HIGH,2020-07-06 15:50:00+00:00,9256.0,0.8166794773251351,9293.17,1.173808608762492,False,False,False,,,,,,,
external,2020-07-08,2020-07-08 13:45:00+00:00,TARGET_BREAK,9333.13,9264.53,1,HIGH,2020-07-08 13:50:00+00:00,9326.8,0.907725947521865,9356.81,1.3451895043731894,False,False,False,,,,,,,
external,2020-07-16,2020-07-16 16:20:00+00:00,TARGET_BREAK,9140.98,9044.02,27,HIGH,2020-07-16 18:35:00+00:00,9111.0,0.690800330033005,9115.48,0.7370049504950471,False,False,True,,,,,2020-07-16 16:40:00+00:00,2020-07-16 16:35:00+00:00,2020-07-16 16:25:00+00:00
external,2020-07-22,2020-07-22 15:05:00+00:00,TARGET_BREAK,9355.0,9292.56,30,HIGH,2020-07-22 17:35:00+00:00,9327.0,0.5515695067264611,9330.37,0.6055413196668963,False,False,True,,,2020-07-22 15:55:00+00:00,2020-07-22 15:55:00+00:00,2020-07-22 15:05:00+00:00,2020-07-22 15:05:00+00:00,2020-07-22 15:05:00+00:00
external,2020-07-24,2020-07-24 15:50:00+00:00,TARGET_BREAK,9565.0,9490.0,13,HIGH,2020-07-24 16:55:00+00:00,9525.55,0.4739999999999903,9527.02,0.4936000000000058,False,False,False,2020-07-24 16:20:00+00:00,2020-07-24 16:20:00+00:00,2020-07-24 16:20:00+00:00,2020-07-24 16:10:00+00:00,2020-07-24 16:05:00+00:00,2020-07-24 15:55:00+00:00,2020-07-24 15:50:00+00:00
external,2020-07-30,2020-07-30 13:40:00+00:00,TARGET_BREAK,11028.94,10826.55,1,HIGH,2020-07-30 13:45:00+00:00,11016.28,0.937447502346955,11046.85,1.088492514452294,False,False,False,,,,,2020-07-30 14:40:00+00:00,2020-07-30 14:20:00+00:00,2020-07-30 14:05:00+00:00
external,2020-08-05,2020-08-05 14:05:00+00:00,TARGET_BREAK,11635.96,11283.0,6,HIGH,2020-08-05 14:35:00+00:00,11500.23,0.6154521758839532,11562.74,0.7925543970988227,False,False,False,,,,2020-08-05 14:25:00+00:00,2020-08-05 14:25:00+00:00,2020-08-05 14:25:00+00:00,2020-08-05 14:20:00+00:00
external,2020-08-12,2020-08-12 13:50:00+00:00,TARGET_BREAK,11546.02,11425.0,1,HIGH,2020-08-12 13:55:00+00:00,11544.3,0.9857874731449252,11566.79,1.171624524871925,False,False,False,2020-08-12 17:25:00+00:00,2020-08-12 17:20:00+00:00,2020-08-12 17:20:00+00:00,2020-08-12 17:20:00+00:00,2020-08-12 17:20:00+00:00,2020-08-12 17:15:00+00:00,2020-08-12 17:15:00+00:00
external,2020-08-20,2020-08-20 14:55:00+00:00,TARGET_BREAK,11850.0,11690.47,2,HIGH,2020-08-20 15:05:00+00:00,11839.65,0.9351219206418835,11849.56,0.9972418980755939,False,False,True,,,,,,,
external,2020-09-07,2020-09-07 16:10:00+00:00,TARGET_BREAK,10188.54,9879.68,2,HIGH,2020-09-07 16:20:00+00:00,10171.59,0.9451207666904077,10185.18,0.9891212847244688,False,False,True,,,,,,,
external,2020-09-11,2020-09-11 16:05:00+00:00,NO_BREAK,10334.99,10251.32,47,,,10270.0,0.2232580375283886,10275.21,0.2855264730488753,False,False,False,2020-09-11 17:00:00+00:00,2020-09-11 17:00:00+00:00,2020-09-11 16:05:00+00:00,2020-09-11 16:05:00+00:00,2020-09-11 16:05:00+00:00,2020-09-11 16:05:00+00:00,2020-09-11 16:05:00+00:00
external,2020-09-14,2020-09-14 13:35:00+00:00,TARGET_BREAK,10617.6,10320.79,2,HIGH,2020-09-14 13:45:00+00:00,10580.02,0.873387015262289,10593.37,0.9183652841885395,False,False,True,,,,,,,
external,2020-09-23,2020-09-23 13:35:00+00:00,TARGET_BREAK,10515.0,10398.45,1,HIGH,2020-09-23 13:40:00+00:00,10514.24,0.9934791934791916,10520.0,1.0429000429000432,False,False,False,2020-09-23 14:15:00+00:00,2020-09-23 14:10:00+00:00,2020-09-23 14:05:00+00:00,2020-09-23 14:05:00+00:00,2020-09-23 14:05:00+00:00,2020-09-23 14:05:00+00:00,2020-09-23 13:55:00+00:00
external,2020-09-30,2020-09-30 13:35:00+00:00,TARGET_BREAK,10744.49,10660.05,6,HIGH,2020-09-30 14:05:00+00:00,10720.08,0.7109189957366212,10726.75,0.7899099952629124,False,False,False,2020-09-30 18:25:00+00:00,2020-09-30 18:25:00+00:00,2020-09-30 18:25:00+00:00,2020-09-30 18:25:00+00:00,2020-09-30 18:25:00+00:00,2020-09-30 13:35:00+00:00,2020-09-30 13:35:00+00:00
external,2020-10-05,2020-10-05 14:05:00+00:00,TARGET_BREAK,10729.96,10650.0,6,HIGH,2020-10-05 14:35:00+00:00,10707.01,0.7129814907453832,10717.75,0.8472986493246716,False,False,True,2020-10-05 17:55:00+00:00,2020-10-05 16:35:00+00:00,2020-10-05 16:35:00+00:00,2020-10-05 16:30:00+00:00,2020-10-05 15:30:00+00:00,2020-10-05 14:05:00+00:00,2020-10-05 14:05:00+00:00
external,2020-10-07,2020-10-07 13:35:00+00:00,TARGET_BREAK,10628.6,10563.08,22,HIGH,2020-10-07 15:25:00+00:00,10590.0,0.41086691086690924,10594.3,0.4764957264957133,False,False,True,2020-10-07 14:05:00+00:00,2020-10-07 14:05:00+00:00,2020-10-07 14:00:00+00:00,2020-10-07 13:45:00+00:00,2020-10-07 13:45:00+00:00,2020-10-07 13:40:00+00:00,2020-10-07 13:40:00+00:00
external,2020-10-08,2020-10-08 13:35:00+00:00,TARGET_BREAK,10743.99,10523.0,12,HIGH,2020-10-08 14:35:00+00:00,10704.15,0.8197203493370733,10709.91,0.8457848771437624,False,False,True,,,,,,,
external,2020-10-12,2020-10-12 13:40:00+00:00,TARGET_BREAK,11394.64,11157.0,1,HIGH,2020-10-12 13:45:00+00:00,11383.06,0.9512708298266287,11398.38,1.0157380912304317,False,False,False,,,,,,,
external,2020-10-15,2020-10-15 13:55:00+00:00,TARGET_BREAK,11402.11,11250.0,17,HIGH,2020-10-15 15:20:00+00:00,11362.0,0.7363092498849488,11368.08,0.7762803234501313,False,False,True,,,,,,2020-10-15 14:40:00+00:00,2020-10-15 14:30:00+00:00
external,2020-10-19,2020-10-19 15:20:00+00:00,TARGET_BREAK,11700.0,11442.62,5,HIGH,2020-10-19 15:45:00+00:00,11661.2,0.8492501359857044,11672.25,0.8921827647835882,False,False,False,,,,,,,
external,2020-10-20,2020-10-20 14:00:00+00:00,TARGET_BREAK,11937.63,11696.0,15,HIGH,2020-10-20 15:15:00+00:00,11863.52,0.6932913959359392,11878.56,0.7555353226006708,False,False,True,,,,,2020-10-20 14:10:00+00:00,2020-10-20 14:05:00+00:00,2020-10-20 14:05:00+00:00
external,2020-10-21,2020-10-21 13:40:00+00:00,TARGET_BREAK,12436.99,12125.0,2,HIGH,2020-10-21 13:50:00+00:00,12401.59,0.8865348248341304,12433.05,0.9873713901086557,False,False,True,,,,,,,
external,2020-10-29,2020-10-29 13:35:00+00:00,TARGET_BREAK,13205.0,12965.0,5,HIGH,2020-10-29 14:00:00+00:00,13151.0,0.775,13162.54,0.8230833333333369,False,False,False,,,,,,,2020-10-29 13:40:00+00:00
external,2020-11-11,2020-11-11 16:10:00+00:00,TARGET_BREAK,15724.39,15365.49,1,HIGH,2020-11-11 16:15:00+00:00,15701.78,0.9370019504040157,15724.47,1.0002229033156866,False,False,False,,,,,,,
external,2020-11-12,2020-11-12 17:05:00+00:00,NO_BREAK,16176.22,15609.0,35,,,15875.51,0.4698529671027124,15934.33,0.5735517083318648,False,False,False,2020-11-12 18:20:00+00:00,2020-11-12 18:20:00+00:00,2020-11-12 17:55:00+00:00,2020-11-12 17:45:00+00:00,2020-11-12 17:45:00+00:00,2020-11-12 17:40:00+00:00,2020-11-12 17:30:00+00:00
external,2020-11-19,2020-11-19 13:35:00+00:00,TARGET_BREAK,17989.0,17347.27,4,HIGH,2020-11-19 13:55:00+00:00,17912.0,0.8800118429869259,17929.68,0.9075623704673309,False,False,True,,,,,,,
external,2020-11-20,2020-11-20 14:25:00+00:00,TARGET_BREAK,18388.03,18108.03,3,HIGH,2020-11-20 14:40:00+00:00,18318.81,0.7527857142857232,18356.52,0.8874642857142915,False,False,True,,,,,,,2020-11-20 14:25:00+00:00
external,2020-11-30,2020-11-30 13:35:00+00:00,TARGET_BREAK,18935.0,18336.48,2,HIGH,2020-11-30 13:45:00+00:00,18867.35,0.8869711956158501,18932.56,0.9959232774176323,False,False,True,,,,,,,
external,2020-12-11,2020-12-11 14:10:00+00:00,TARGET_BREAK,17991.1,17555.0,9,HIGH,2020-12-11 14:55:00+00:00,17885.33,0.7574638844301831,17934.0,0.8690667278147243,False,False,True,,,,,,2020-12-11 17:15:00+00:00,2020-12-11 14:35:00+00:00
external,2020-12-28,2020-12-28 13:35:00+00:00,NO_BREAK,27488.0,26600.0,77,,,26730.0,0.1463963963963964,26916.01,0.35586711711711533,False,False,False,2020-12-28 15:15:00+00:00,2020-12-28 15:15:00+00:00,2020-12-28 13:50:00+00:00,2020-12-28 13:50:00+00:00,2020-12-28 13:50:00+00:00,2020-12-28 13:50:00+00:00,2020-12-28 13:45:00+00:00
