partition,date_utc,signal_ts,regime_at_signal,regime_bar_start,regime_available_ts,source
development,2022-10-04,2022-10-04 14:05:00+00:00,BULL,2022-10-04 08:00:00+00:00,2022-10-04 12:00:00+00:00,F75_PATH
development,2022-10-06,2022-10-06 13:45:00+00:00,BULL,2022-10-06 08:00:00+00:00,2022-10-06 12:00:00+00:00,F75_PATH
development,2022-11-30,2022-11-30 16:45:00+00:00,BULL,2022-11-30 12:00:00+00:00,2022-11-30 16:00:00+00:00,F75_PATH
development,2022-12-08,2022-12-08 14:05:00+00:00,BEAR,2022-12-08 08:00:00+00:00,2022-12-08 12:00:00+00:00,F75_PATH
development,2022-12-21,2022-12-21 14:50:00+00:00,BULL,2022-12-21 08:00:00+00:00,2022-12-21 12:00:00+00:00,F75_PATH
development,2022-12-29,2022-12-29 13:35:00+00:00,BEAR,2022-12-29 08:00:00+00:00,2022-12-29 12:00:00+00:00,F75_PATH
development,2023-01-09,2023-01-09 15:00:00+00:00,BULL,2023-01-09 08:00:00+00:00,2023-01-09 12:00:00+00:00,F75_PATH
development,2023-01-10,2023-01-10 14:10:00+00:00,BULL,2023-01-10 08:00:00+00:00,2023-01-10 12:00:00+00:00,F75_PATH
development,2023-02-28,2023-02-28 14:45:00+00:00,BULL,2023-02-28 08:00:00+00:00,2023-02-28 12:00:00+00:00,F75_PATH
development,2023-03-22,2023-03-22 13:35:00+00:00,BULL,2023-03-22 08:00:00+00:00,2023-03-22 12:00:00+00:00,F75_PATH
development,2023-04-25,2023-04-25 13:35:00+00:00,BEAR,2023-04-25 08:00:00+00:00,2023-04-25 12:00:00+00:00,F75_PATH
development,2023-04-27,2023-04-27 14:05:00+00:00,BULL,2023-04-27 08:00:00+00:00,2023-04-27 12:00:00+00:00,F75_PATH
development,2023-05-09,2023-05-09 17:05:00+00:00,BEAR,2023-05-09 12:00:00+00:00,2023-05-09 16:00:00+00:00,F75_PATH
development,2023-05-12,2023-05-12 13:35:00+00:00,BEAR,2023-05-12 08:00:00+00:00,2023-05-12 12:00:00+00:00,F75_PATH
development,2023-05-16,2023-05-16 17:00:00+00:00,BULL,2023-05-16 12:00:00+00:00,2023-05-16 16:00:00+00:00,F75_PATH
development,2023-05-26,2023-05-26 13:40:00+00:00,SIDEWAYS,2023-05-26 08:00:00+00:00,2023-05-26 12:00:00+00:00,F75_PATH
development,2023-06-01,2023-06-01 16:25:00+00:00,BEAR,2023-06-01 12:00:00+00:00,2023-06-01 16:00:00+00:00,F75_PATH
development,2023-06-21,2023-06-21 14:00:00+00:00,BULL,2023-06-21 08:00:00+00:00,2023-06-21 12:00:00+00:00,F75_PATH
development,2023-07-14,2023-07-14 15:35:00+00:00,BULL,2023-07-14 08:00:00+00:00,2023-07-14 12:00:00+00:00,F75_PATH
development,2023-07-26,2023-07-26 14:05:00+00:00,BEAR,2023-07-26 08:00:00+00:00,2023-07-26 12:00:00+00:00,F75_PATH
development,2023-08-03,2023-08-03 13:40:00+00:00,BEAR,2023-08-03 08:00:00+00:00,2023-08-03 12:00:00+00:00,F75_PATH
development,2023-08-25,2023-08-25 13:35:00+00:00,BEAR,2023-08-25 08:00:00+00:00,2023-08-25 12:00:00+00:00,F75_PATH
development,2023-08-29,2023-08-29 13:50:00+00:00,BEAR,2023-08-29 08:00:00+00:00,2023-08-29 12:00:00+00:00,F75_PATH
development,2023-09-14,2023-09-14 15:00:00+00:00,BULL,2023-09-14 08:00:00+00:00,2023-09-14 12:00:00+00:00,F75_PATH
development,2023-09-20,2023-09-20 18:35:00+00:00,BEAR,2023-09-20 12:00:00+00:00,2023-09-20 16:00:00+00:00,F75_PATH
development,2023-10-05,2023-10-05 13:40:00+00:00,BEAR,2023-10-05 08:00:00+00:00,2023-10-05 12:00:00+00:00,F75_PATH
development,2023-10-19,2023-10-19 13:35:00+00:00,BEAR,2023-10-19 08:00:00+00:00,2023-10-19 12:00:00+00:00,F75_PATH
development,2023-10-23,2023-10-23 14:50:00+00:00,BULL,2023-10-23 08:00:00+00:00,2023-10-23 12:00:00+00:00,F75_PATH
development,2023-11-15,2023-11-15 16:05:00+00:00,BEAR,2023-11-15 12:00:00+00:00,2023-11-15 16:00:00+00:00,F75_PATH
development,2023-11-24,2023-11-24 15:45:00+00:00,BULL,2023-11-24 08:00:00+00:00,2023-11-24 12:00:00+00:00,F75_PATH
development,2023-12-26,2023-12-26 13:45:00+00:00,BEAR,2023-12-26 08:00:00+00:00,2023-12-26 12:00:00+00:00,F75_PATH
development,2024-01-15,2024-01-15 13:55:00+00:00,SIDEWAYS,2024-01-15 08:00:00+00:00,2024-01-15 12:00:00+00:00,F75_PATH
development,2024-02-06,2024-02-06 13:35:00+00:00,BULL,2024-02-06 08:00:00+00:00,2024-02-06 12:00:00+00:00,F75_PATH
development,2024-02-07,2024-02-07 14:05:00+00:00,BULL,2024-02-07 08:00:00+00:00,2024-02-07 12:00:00+00:00,F75_PATH
development,2024-02-15,2024-02-15 14:00:00+00:00,BULL,2024-02-15 08:00:00+00:00,2024-02-15 12:00:00+00:00,F75_PATH
development,2024-03-28,2024-03-28 13:35:00+00:00,BULL,2024-03-28 08:00:00+00:00,2024-03-28 12:00:00+00:00,F75_PATH
development,2024-04-04,2024-04-04 14:10:00+00:00,BEAR,2024-04-04 08:00:00+00:00,2024-04-04 12:00:00+00:00,F75_PATH
development,2024-04-10,2024-04-10 17:25:00+00:00,SIDEWAYS,2024-04-10 12:00:00+00:00,2024-04-10 16:00:00+00:00,F75_PATH
development,2024-05-21,2024-05-21 13:50:00+00:00,BULL,2024-05-21 08:00:00+00:00,2024-05-21 12:00:00+00:00,F75_PATH
development,2024-05-22,2024-05-22 16:15:00+00:00,BULL,2024-05-22 12:00:00+00:00,2024-05-22 16:00:00+00:00,F75_PATH
development,2024-07-26,2024-07-26 14:15:00+00:00,BEAR,2024-07-26 08:00:00+00:00,2024-07-26 12:00:00+00:00,F75_PATH
development,2024-08-12,2024-08-12 13:40:00+00:00,BULL,2024-08-12 08:00:00+00:00,2024-08-12 12:00:00+00:00,F75_PATH
development,2024-08-15,2024-08-15 13:40:00+00:00,BEAR,2024-08-15 08:00:00+00:00,2024-08-15 12:00:00+00:00,F75_PATH
development,2024-11-21,2024-11-21 14:10:00+00:00,BULL,2024-11-21 08:00:00+00:00,2024-11-21 12:00:00+00:00,F75_PATH
development,2024-11-29,2024-11-29 14:05:00+00:00,BULL,2024-11-29 08:00:00+00:00,2024-11-29 12:00:00+00:00,F75_PATH
external,2020-02-04,2020-02-04 15:20:00+00:00,BULL,2020-02-04 08:00:00+00:00,2020-02-04 12:00:00+00:00,F75_PATH
external,2020-02-19,2020-02-19 16:20:00+00:00,BULL,2020-02-19 12:00:00+00:00,2020-02-19 16:00:00+00:00,F75_PATH
external,2020-03-31,2020-03-31 15:20:00+00:00,BULL,2020-03-31 08:00:00+00:00,2020-03-31 12:00:00+00:00,F75_PATH
external,2020-04-06,2020-04-06 13:35:00+00:00,BULL,2020-04-06 08:00:00+00:00,2020-04-06 12:00:00+00:00,F75_PATH
external,2020-04-21,2020-04-21 14:35:00+00:00,SIDEWAYS,2020-04-21 08:00:00+00:00,2020-04-21 12:00:00+00:00,F75_PATH
external,2020-06-01,2020-06-01 14:50:00+00:00,BULL,2020-06-01 08:00:00+00:00,2020-06-01 12:00:00+00:00,F75_PATH
external,2020-06-10,2020-06-10 13:40:00+00:00,SIDEWAYS,2020-06-10 08:00:00+00:00,2020-06-10 12:00:00+00:00,F75_PATH
external,2020-07-01,2020-07-01 13:45:00+00:00,BULL,2020-07-01 08:00:00+00:00,2020-07-01 12:00:00+00:00,F75_PATH
external,2020-08-05,2020-08-05 16:25:00+00:00,BULL,2020-08-05 12:00:00+00:00,2020-08-05 16:00:00+00:00,F75_PATH
external,2020-08-17,2020-08-17 14:05:00+00:00,BULL,2020-08-17 08:00:00+00:00,2020-08-17 12:00:00+00:00,F75_PATH
external,2020-09-25,2020-09-25 16:15:00+00:00,BULL,2020-09-25 12:00:00+00:00,2020-09-25 16:00:00+00:00,F75_PATH
external,2020-09-28,2020-09-28 17:35:00+00:00,BULL,2020-09-28 12:00:00+00:00,2020-09-28 16:00:00+00:00,F75_PATH
external,2020-09-30,2020-09-30 13:35:00+00:00,SIDEWAYS,2020-09-30 08:00:00+00:00,2020-09-30 12:00:00+00:00,F75_PATH
external,2020-10-05,2020-10-05 14:05:00+00:00,BULL,2020-10-05 08:00:00+00:00,2020-10-05 12:00:00+00:00,F75_PATH
external,2020-11-04,2020-11-04 13:45:00+00:00,BEAR,2020-11-04 08:00:00+00:00,2020-11-04 12:00:00+00:00,F75_PATH
external,2020-11-05,2020-11-05 13:45:00+00:00,BULL,2020-11-05 08:00:00+00:00,2020-11-05 12:00:00+00:00,F75_PATH
external,2020-11-20,2020-11-20 14:15:00+00:00,BULL,2020-11-20 08:00:00+00:00,2020-11-20 12:00:00+00:00,F75_PATH
external,2020-12-30,2020-12-30 16:05:00+00:00,BULL,2020-12-30 12:00:00+00:00,2020-12-30 16:00:00+00:00,F75_PATH
external,2021-01-18,2021-01-18 14:15:00+00:00,BULL,2021-01-18 08:00:00+00:00,2021-01-18 12:00:00+00:00,F75_PATH
external,2021-01-29,2021-01-29 14:05:00+00:00,BULL,2021-01-29 08:00:00+00:00,2021-01-29 12:00:00+00:00,F75_PATH
external,2021-02-03,2021-02-03 13:35:00+00:00,BULL,2021-02-03 08:00:00+00:00,2021-02-03 12:00:00+00:00,F75_PATH
external,2021-03-05,2021-03-05 13:35:00+00:00,BEAR,2021-03-05 08:00:00+00:00,2021-03-05 12:00:00+00:00,F75_PATH
external,2021-03-09,2021-03-09 13:50:00+00:00,BULL,2021-03-09 08:00:00+00:00,2021-03-09 12:00:00+00:00,F75_PATH
external,2021-03-19,2021-03-19 16:05:00+00:00,BULL,2021-03-19 12:00:00+00:00,2021-03-19 16:00:00+00:00,F75_PATH
external,2021-04-08,2021-04-08 13:40:00+00:00,SIDEWAYS,2021-04-08 08:00:00+00:00,2021-04-08 12:00:00+00:00,F75_PATH
external,2021-04-26,2021-04-26 16:05:00+00:00,BULL,2021-04-26 12:00:00+00:00,2021-04-26 16:00:00+00:00,F75_PATH
external,2021-05-04,2021-05-04 13:35:00+00:00,BULL,2021-05-04 08:00:00+00:00,2021-05-04 12:00:00+00:00,F75_PATH
external,2021-05-24,2021-05-24 14:30:00+00:00,SIDEWAYS,2021-05-24 08:00:00+00:00,2021-05-24 12:00:00+00:00,F75_PATH
external,2021-05-27,2021-05-27 14:30:00+00:00,BULL,2021-05-27 08:00:00+00:00,2021-05-27 12:00:00+00:00,F75_PATH
external,2021-06-02,2021-06-02 13:35:00+00:00,BULL,2021-06-02 08:00:00+00:00,2021-06-02 12:00:00+00:00,F75_PATH
external,2021-07-16,2021-07-16 13:35:00+00:00,BEAR,2021-07-16 08:00:00+00:00,2021-07-16 12:00:00+00:00,F75_PATH
external,2021-07-20,2021-07-20 14:10:00+00:00,BEAR,2021-07-20 08:00:00+00:00,2021-07-20 12:00:00+00:00,F75_PATH
external,2021-07-27,2021-07-27 13:40:00+00:00,BULL,2021-07-27 08:00:00+00:00,2021-07-27 12:00:00+00:00,F75_PATH
external,2021-07-29,2021-07-29 15:15:00+00:00,BULL,2021-07-29 08:00:00+00:00,2021-07-29 12:00:00+00:00,F75_PATH
external,2021-09-01,2021-09-01 14:35:00+00:00,BULL,2021-09-01 08:00:00+00:00,2021-09-01 12:00:00+00:00,F75_PATH
external,2021-09-02,2021-09-02 13:50:00+00:00,BULL,2021-09-02 08:00:00+00:00,2021-09-02 12:00:00+00:00,F75_PATH
external,2021-09-15,2021-09-15 14:15:00+00:00,BULL,2021-09-15 08:00:00+00:00,2021-09-15 12:00:00+00:00,F75_PATH
external,2021-10-25,2021-10-25 14:05:00+00:00,BULL,2021-10-25 08:00:00+00:00,2021-10-25 12:00:00+00:00,F75_PATH
external,2021-10-28,2021-10-28 13:35:00+00:00,SIDEWAYS,2021-10-28 08:00:00+00:00,2021-10-28 12:00:00+00:00,F75_PATH
external,2021-11-16,2021-11-16 14:50:00+00:00,BEAR,2021-11-16 08:00:00+00:00,2021-11-16 12:00:00+00:00,F75_PATH
external,2021-12-16,2021-12-16 13:55:00+00:00,BULL,2021-12-16 08:00:00+00:00,2021-12-16 12:00:00+00:00,F75_PATH
external,2021-12-23,2021-12-23 16:10:00+00:00,BEAR,2021-12-23 12:00:00+00:00,2021-12-23 16:00:00+00:00,F75_PATH
reference_validation,2025-01-01,2025-01-01 14:05:00+00:00,BEAR,2025-01-01 08:00:00+00:00,2025-01-01 12:00:00+00:00,F75_PATH
reference_validation,2025-02-04,2025-02-04 13:35:00+00:00,BEAR,2025-02-04 08:00:00+00:00,2025-02-04 12:00:00+00:00,F75_PATH
reference_validation,2025-02-20,2025-02-20 13:35:00+00:00,BULL,2025-02-20 08:00:00+00:00,2025-02-20 12:00:00+00:00,F75_PATH
reference_validation,2025-02-21,2025-02-21 13:45:00+00:00,BULL,2025-02-21 08:00:00+00:00,2025-02-21 12:00:00+00:00,F75_PATH
reference_validation,2025-03-03,2025-03-03 13:45:00+00:00,BULL,2025-03-03 08:00:00+00:00,2025-03-03 12:00:00+00:00,F75_PATH
reference_validation,2025-04-24,2025-04-24 13:35:00+00:00,BULL,2025-04-24 08:00:00+00:00,2025-04-24 12:00:00+00:00,F75_PATH
reference_validation,2025-05-08,2025-05-08 13:40:00+00:00,BULL,2025-05-08 08:00:00+00:00,2025-05-08 12:00:00+00:00,F75_PATH
reference_validation,2025-05-21,2025-05-21 14:25:00+00:00,BULL,2025-05-21 08:00:00+00:00,2025-05-21 12:00:00+00:00,F75_PATH
reference_validation,2025-07-18,2025-07-18 13:50:00+00:00,BULL,2025-07-18 08:00:00+00:00,2025-07-18 12:00:00+00:00,F75_PATH
reference_validation,2025-07-30,2025-07-30 14:55:00+00:00,SIDEWAYS,2025-07-30 08:00:00+00:00,2025-07-30 12:00:00+00:00,F75_PATH
reference_validation,2025-08-12,2025-08-12 13:35:00+00:00,BULL,2025-08-12 08:00:00+00:00,2025-08-12 12:00:00+00:00,F75_PATH
reference_validation,2025-08-18,2025-08-18 13:40:00+00:00,SIDEWAYS,2025-08-18 08:00:00+00:00,2025-08-18 12:00:00+00:00,F75_PATH
reference_validation,2025-08-19,2025-08-19 13:35:00+00:00,BEAR,2025-08-19 08:00:00+00:00,2025-08-19 12:00:00+00:00,F75_PATH
reference_validation,2025-09-22,2025-09-22 14:25:00+00:00,BEAR,2025-09-22 08:00:00+00:00,2025-09-22 12:00:00+00:00,F75_PATH
reference_validation,2025-10-02,2025-10-02 14:05:00+00:00,BULL,2025-10-02 08:00:00+00:00,2025-10-02 12:00:00+00:00,F75_PATH
reference_validation,2025-10-03,2025-10-03 13:35:00+00:00,BULL,2025-10-03 08:00:00+00:00,2025-10-03 12:00:00+00:00,F75_PATH
reference_validation,2025-10-14,2025-10-14 14:20:00+00:00,SIDEWAYS,2025-10-14 08:00:00+00:00,2025-10-14 12:00:00+00:00,F75_PATH
reference_validation,2025-11-03,2025-11-03 14:10:00+00:00,SIDEWAYS,2025-11-03 08:00:00+00:00,2025-11-03 12:00:00+00:00,F75_PATH
reference_validation,2025-11-14,2025-11-14 14:50:00+00:00,SIDEWAYS,2025-11-14 08:00:00+00:00,2025-11-14 12:00:00+00:00,F75_PATH
reference_validation,2025-11-21,2025-11-21 13:50:00+00:00,BEAR,2025-11-21 08:00:00+00:00,2025-11-21 12:00:00+00:00,F75_PATH
reference_validation,2025-11-24,2025-11-24 14:40:00+00:00,BEAR,2025-11-24 08:00:00+00:00,2025-11-24 12:00:00+00:00,F75_PATH
reference_validation,2025-12-30,2025-12-30 14:55:00+00:00,BULL,2025-12-30 08:00:00+00:00,2025-12-30 12:00:00+00:00,F75_PATH
reference_validation,2026-02-02,2026-02-02 13:55:00+00:00,BEAR,2026-02-02 08:00:00+00:00,2026-02-02 12:00:00+00:00,F75_PATH
reference_validation,2026-02-11,2026-02-11 13:35:00+00:00,BEAR,2026-02-11 08:00:00+00:00,2026-02-11 12:00:00+00:00,F75_PATH
reference_validation,2026-03-12,2026-03-12 13:40:00+00:00,BULL,2026-03-12 08:00:00+00:00,2026-03-12 12:00:00+00:00,F75_PATH
reference_validation,2026-03-13,2026-03-13 14:30:00+00:00,BULL,2026-03-13 08:00:00+00:00,2026-03-13 12:00:00+00:00,F75_PATH
reference_validation,2026-03-16,2026-03-16 13:45:00+00:00,BULL,2026-03-16 08:00:00+00:00,2026-03-16 12:00:00+00:00,F75_PATH
reference_validation,2026-04-22,2026-04-22 13:35:00+00:00,BULL,2026-04-22 08:00:00+00:00,2026-04-22 12:00:00+00:00,F75_PATH
reference_validation,2026-05-01,2026-05-01 13:35:00+00:00,SIDEWAYS,2026-05-01 08:00:00+00:00,2026-05-01 12:00:00+00:00,F75_PATH
reference_validation,2026-07-03,2026-07-03 13:45:00+00:00,BULL,2026-07-03 08:00:00+00:00,2026-07-03 12:00:00+00:00,F75_PATH
reference_validation,2026-07-10,2026-07-10 13:55:00+00:00,BULL,2026-07-10 08:00:00+00:00,2026-07-10 12:00:00+00:00,F75_PATH
august,2026-08-13,2026-08-13 14:40:00+00:00,BEAR,2026-08-13 08:00:00+00:00,2026-08-13 12:00:00+00:00,EARLY_RECLAIM
august,2026-08-20,2026-08-20 15:35:00+00:00,BULL,2026-08-20 08:00:00+00:00,2026-08-20 12:00:00+00:00,EARLY_RECLAIM
development,2022-01-25,2022-01-25 14:40:00+00:00,BEAR,2022-01-25 08:00:00+00:00,2022-01-25 12:00:00+00:00,EARLY_RECLAIM
development,2022-02-09,2022-02-09 14:45:00+00:00,BULL,2022-02-09 08:00:00+00:00,2022-02-09 12:00:00+00:00,EARLY_RECLAIM
development,2022-02-22,2022-02-22 14:00:00+00:00,BEAR,2022-02-22 08:00:00+00:00,2022-02-22 12:00:00+00:00,EARLY_RECLAIM
development,2022-03-03,2022-03-03 14:05:00+00:00,BULL,2022-03-03 08:00:00+00:00,2022-03-03 12:00:00+00:00,EARLY_RECLAIM
development,2022-03-21,2022-03-21 13:45:00+00:00,BULL,2022-03-21 08:00:00+00:00,2022-03-21 12:00:00+00:00,EARLY_RECLAIM
development,2022-03-22,2022-03-22 14:40:00+00:00,BULL,2022-03-22 08:00:00+00:00,2022-03-22 12:00:00+00:00,EARLY_RECLAIM
development,2022-04-18,2022-04-18 13:35:00+00:00,BEAR,2022-04-18 08:00:00+00:00,2022-04-18 12:00:00+00:00,EARLY_RECLAIM
development,2022-05-19,2022-05-19 13:40:00+00:00,BEAR,2022-05-19 08:00:00+00:00,2022-05-19 12:00:00+00:00,EARLY_RECLAIM
development,2022-06-01,2022-06-01 13:35:00+00:00,BULL,2022-06-01 08:00:00+00:00,2022-06-01 12:00:00+00:00,EARLY_RECLAIM
development,2022-06-28,2022-06-28 13:35:00+00:00,BULL,2022-06-28 08:00:00+00:00,2022-06-28 12:00:00+00:00,EARLY_RECLAIM
development,2022-07-15,2022-07-15 14:30:00+00:00,BULL,2022-07-15 08:00:00+00:00,2022-07-15 12:00:00+00:00,EARLY_RECLAIM
development,2022-07-19,2022-07-19 13:35:00+00:00,BULL,2022-07-19 08:00:00+00:00,2022-07-19 12:00:00+00:00,EARLY_RECLAIM
development,2022-07-20,2022-07-20 13:40:00+00:00,BULL,2022-07-20 08:00:00+00:00,2022-07-20 12:00:00+00:00,EARLY_RECLAIM
development,2022-07-28,2022-07-28 13:35:00+00:00,BULL,2022-07-28 08:00:00+00:00,2022-07-28 12:00:00+00:00,EARLY_RECLAIM
development,2022-08-22,2022-08-22 14:10:00+00:00,BEAR,2022-08-22 08:00:00+00:00,2022-08-22 12:00:00+00:00,EARLY_RECLAIM
development,2022-08-24,2022-08-24 14:30:00+00:00,BULL,2022-08-24 08:00:00+00:00,2022-08-24 12:00:00+00:00,EARLY_RECLAIM
development,2022-09-02,2022-09-02 14:40:00+00:00,BULL,2022-09-02 08:00:00+00:00,2022-09-02 12:00:00+00:00,EARLY_RECLAIM
development,2022-09-08,2022-09-08 13:45:00+00:00,BULL,2022-09-08 08:00:00+00:00,2022-09-08 12:00:00+00:00,EARLY_RECLAIM
development,2022-10-06,2022-10-06 13:45:00+00:00,BULL,2022-10-06 08:00:00+00:00,2022-10-06 12:00:00+00:00,EARLY_RECLAIM
development,2022-11-30,2022-11-30 16:45:00+00:00,BULL,2022-11-30 12:00:00+00:00,2022-11-30 16:00:00+00:00,EARLY_RECLAIM
development,2022-12-08,2022-12-08 14:05:00+00:00,BEAR,2022-12-08 08:00:00+00:00,2022-12-08 12:00:00+00:00,EARLY_RECLAIM
development,2022-12-29,2022-12-29 13:35:00+00:00,BEAR,2022-12-29 08:00:00+00:00,2022-12-29 12:00:00+00:00,EARLY_RECLAIM
development,2023-01-09,2023-01-09 15:00:00+00:00,BULL,2023-01-09 08:00:00+00:00,2023-01-09 12:00:00+00:00,EARLY_RECLAIM
development,2023-03-22,2023-03-22 13:35:00+00:00,BULL,2023-03-22 08:00:00+00:00,2023-03-22 12:00:00+00:00,EARLY_RECLAIM
development,2023-04-25,2023-04-25 13:35:00+00:00,BEAR,2023-04-25 08:00:00+00:00,2023-04-25 12:00:00+00:00,EARLY_RECLAIM
development,2023-04-27,2023-04-27 14:05:00+00:00,BULL,2023-04-27 08:00:00+00:00,2023-04-27 12:00:00+00:00,EARLY_RECLAIM
development,2023-05-09,2023-05-09 17:05:00+00:00,BEAR,2023-05-09 12:00:00+00:00,2023-05-09 16:00:00+00:00,EARLY_RECLAIM
development,2023-05-12,2023-05-12 13:35:00+00:00,BEAR,2023-05-12 08:00:00+00:00,2023-05-12 12:00:00+00:00,EARLY_RECLAIM
development,2023-05-16,2023-05-16 17:00:00+00:00,BULL,2023-05-16 12:00:00+00:00,2023-05-16 16:00:00+00:00,EARLY_RECLAIM
development,2023-05-26,2023-05-26 13:40:00+00:00,SIDEWAYS,2023-05-26 08:00:00+00:00,2023-05-26 12:00:00+00:00,EARLY_RECLAIM
development,2023-06-21,2023-06-21 14:00:00+00:00,BULL,2023-06-21 08:00:00+00:00,2023-06-21 12:00:00+00:00,EARLY_RECLAIM
development,2023-07-14,2023-07-14 15:35:00+00:00,BULL,2023-07-14 08:00:00+00:00,2023-07-14 12:00:00+00:00,EARLY_RECLAIM
development,2023-07-26,2023-07-26 14:05:00+00:00,BEAR,2023-07-26 08:00:00+00:00,2023-07-26 12:00:00+00:00,EARLY_RECLAIM
development,2023-08-03,2023-08-03 13:40:00+00:00,BEAR,2023-08-03 08:00:00+00:00,2023-08-03 12:00:00+00:00,EARLY_RECLAIM
development,2023-09-14,2023-09-14 15:00:00+00:00,BULL,2023-09-14 08:00:00+00:00,2023-09-14 12:00:00+00:00,EARLY_RECLAIM
development,2023-10-05,2023-10-05 13:40:00+00:00,BEAR,2023-10-05 08:00:00+00:00,2023-10-05 12:00:00+00:00,EARLY_RECLAIM
development,2023-10-19,2023-10-19 13:35:00+00:00,BEAR,2023-10-19 08:00:00+00:00,2023-10-19 12:00:00+00:00,EARLY_RECLAIM
development,2023-10-23,2023-10-23 14:50:00+00:00,BULL,2023-10-23 08:00:00+00:00,2023-10-23 12:00:00+00:00,EARLY_RECLAIM
development,2023-11-15,2023-11-15 16:05:00+00:00,BEAR,2023-11-15 12:00:00+00:00,2023-11-15 16:00:00+00:00,EARLY_RECLAIM
development,2023-11-24,2023-11-24 15:45:00+00:00,BULL,2023-11-24 08:00:00+00:00,2023-11-24 12:00:00+00:00,EARLY_RECLAIM
development,2023-12-26,2023-12-26 13:45:00+00:00,BEAR,2023-12-26 08:00:00+00:00,2023-12-26 12:00:00+00:00,EARLY_RECLAIM
development,2024-01-15,2024-01-15 13:55:00+00:00,SIDEWAYS,2024-01-15 08:00:00+00:00,2024-01-15 12:00:00+00:00,EARLY_RECLAIM
development,2024-02-06,2024-02-06 13:35:00+00:00,BULL,2024-02-06 08:00:00+00:00,2024-02-06 12:00:00+00:00,EARLY_RECLAIM
development,2024-02-07,2024-02-07 14:05:00+00:00,BULL,2024-02-07 08:00:00+00:00,2024-02-07 12:00:00+00:00,EARLY_RECLAIM
development,2024-02-15,2024-02-15 14:00:00+00:00,BULL,2024-02-15 08:00:00+00:00,2024-02-15 12:00:00+00:00,EARLY_RECLAIM
development,2024-03-28,2024-03-28 13:35:00+00:00,BULL,2024-03-28 08:00:00+00:00,2024-03-28 12:00:00+00:00,EARLY_RECLAIM
development,2024-04-04,2024-04-04 14:10:00+00:00,BEAR,2024-04-04 08:00:00+00:00,2024-04-04 12:00:00+00:00,EARLY_RECLAIM
development,2024-04-10,2024-04-10 17:25:00+00:00,SIDEWAYS,2024-04-10 12:00:00+00:00,2024-04-10 16:00:00+00:00,EARLY_RECLAIM
development,2024-05-21,2024-05-21 13:50:00+00:00,BULL,2024-05-21 08:00:00+00:00,2024-05-21 12:00:00+00:00,EARLY_RECLAIM
development,2024-05-22,2024-05-22 16:15:00+00:00,BULL,2024-05-22 12:00:00+00:00,2024-05-22 16:00:00+00:00,EARLY_RECLAIM
development,2024-08-12,2024-08-12 13:40:00+00:00,BULL,2024-08-12 08:00:00+00:00,2024-08-12 12:00:00+00:00,EARLY_RECLAIM
development,2024-08-15,2024-08-15 13:40:00+00:00,BEAR,2024-08-15 08:00:00+00:00,2024-08-15 12:00:00+00:00,EARLY_RECLAIM
development,2024-11-21,2024-11-21 14:10:00+00:00,BULL,2024-11-21 08:00:00+00:00,2024-11-21 12:00:00+00:00,EARLY_RECLAIM
development,2024-11-29,2024-11-29 14:05:00+00:00,BULL,2024-11-29 08:00:00+00:00,2024-11-29 12:00:00+00:00,EARLY_RECLAIM
external,2020-02-04,2020-02-04 15:20:00+00:00,BULL,2020-02-04 08:00:00+00:00,2020-02-04 12:00:00+00:00,EARLY_RECLAIM
external,2020-02-19,2020-02-19 16:20:00+00:00,BULL,2020-02-19 12:00:00+00:00,2020-02-19 16:00:00+00:00,EARLY_RECLAIM
external,2020-03-31,2020-03-31 15:20:00+00:00,BULL,2020-03-31 08:00:00+00:00,2020-03-31 12:00:00+00:00,EARLY_RECLAIM
external,2020-04-06,2020-04-06 13:35:00+00:00,BULL,2020-04-06 08:00:00+00:00,2020-04-06 12:00:00+00:00,EARLY_RECLAIM
external,2020-04-21,2020-04-21 14:35:00+00:00,SIDEWAYS,2020-04-21 08:00:00+00:00,2020-04-21 12:00:00+00:00,EARLY_RECLAIM
external,2020-06-01,2020-06-01 14:50:00+00:00,BULL,2020-06-01 08:00:00+00:00,2020-06-01 12:00:00+00:00,EARLY_RECLAIM
external,2020-06-10,2020-06-10 13:40:00+00:00,SIDEWAYS,2020-06-10 08:00:00+00:00,2020-06-10 12:00:00+00:00,EARLY_RECLAIM
external,2020-07-01,2020-07-01 13:45:00+00:00,BULL,2020-07-01 08:00:00+00:00,2020-07-01 12:00:00+00:00,EARLY_RECLAIM
external,2020-08-05,2020-08-05 16:25:00+00:00,BULL,2020-08-05 12:00:00+00:00,2020-08-05 16:00:00+00:00,EARLY_RECLAIM
external,2020-08-17,2020-08-17 14:05:00+00:00,BULL,2020-08-17 08:00:00+00:00,2020-08-17 12:00:00+00:00,EARLY_RECLAIM
external,2020-09-25,2020-09-25 16:15:00+00:00,BULL,2020-09-25 12:00:00+00:00,2020-09-25 16:00:00+00:00,EARLY_RECLAIM
external,2020-09-28,2020-09-28 17:35:00+00:00,BULL,2020-09-28 12:00:00+00:00,2020-09-28 16:00:00+00:00,EARLY_RECLAIM
external,2020-09-30,2020-09-30 13:35:00+00:00,SIDEWAYS,2020-09-30 08:00:00+00:00,2020-09-30 12:00:00+00:00,EARLY_RECLAIM
