partition,date_utc,signal_ts,variant,H,L,range,F75,F15,E10,touch_bar_start,frozen_h2_bar_start,confirmation_status,confirmation_kind,confirmation_bar_start,confirmation_ts,entry_executed,entry_ts,entry_px,entry_fraction,exit_ts,exit_px,exit_reason,net_pnl_usd,hold_minutes,h2_before_exit
external,2020-02-04,2020-02-04 15:20:00+00:00,EARLY_RECLAIM,188.6,184.71,3.8899999999999864,187.6275,185.2935,188.989,2020-02-04 15:30:00+00:00,2020-02-04 15:40:00+00:00,CONFIRMED,SAME_BAR,2020-02-04 15:30:00+00:00,2020-02-04 15:35:00+00:00,True,2020-02-04 15:35:00+00:00,187.65,0.7557840616966601,2020-02-04 16:00:00+00:00,188.989,TP_E10,3.167812416733318,25.0,True
external,2020-02-04,2020-02-04 15:20:00+00:00,SAME_BAR_REJECTION,188.6,184.71,3.8899999999999864,187.6275,185.2935,188.989,2020-02-04 15:30:00+00:00,2020-02-04 15:40:00+00:00,CONFIRMED,SAME_BAR,2020-02-04 15:30:00+00:00,2020-02-04 15:35:00+00:00,True,2020-02-04 15:35:00+00:00,187.65,0.7557840616966601,2020-02-04 16:00:00+00:00,188.989,TP_E10,3.167812416733318,25.0,True
external,2020-02-19,2020-02-19 16:20:00+00:00,EARLY_RECLAIM,283.46,274.54,8.919999999999959,281.23,275.87800000000004,284.352,2020-02-19 16:25:00+00:00,2020-02-19 17:05:00+00:00,CONFIRMED,LATER_RECLAIM,2020-02-19 16:30:00+00:00,2020-02-19 16:35:00+00:00,True,2020-02-19 16:35:00+00:00,281.95,0.8307174887892379,2020-02-19 17:25:00+00:00,284.352,TP_E10,3.8596205000886568,50.0,True
external,2020-02-19,2020-02-19 16:20:00+00:00,SAME_BAR_REJECTION,283.46,274.54,8.919999999999959,281.23,275.87800000000004,284.352,2020-02-19 16:25:00+00:00,2020-02-19 17:05:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
external,2020-03-31,2020-03-31 15:20:00+00:00,EARLY_RECLAIM,133.26,131.0,2.259999999999991,132.695,131.339,133.486,2020-03-31 15:30:00+00:00,2020-03-31 19:50:00+00:00,CONFIRMED,SAME_BAR,2020-03-31 15:30:00+00:00,2020-03-31 15:35:00+00:00,True,2020-03-31 15:35:00+00:00,132.83,0.8097345132743451,2020-03-31 19:50:00+00:00,133.486,TP_E10,2.069321689377302,255.0,True
external,2020-03-31,2020-03-31 15:20:00+00:00,SAME_BAR_REJECTION,133.26,131.0,2.259999999999991,132.695,131.339,133.486,2020-03-31 15:30:00+00:00,2020-03-31 19:50:00+00:00,CONFIRMED,SAME_BAR,2020-03-31 15:30:00+00:00,2020-03-31 15:35:00+00:00,True,2020-03-31 15:35:00+00:00,132.83,0.8097345132743451,2020-03-31 19:50:00+00:00,133.486,TP_E10,2.069321689377302,255.0,True
external,2020-04-06,2020-04-06 13:35:00+00:00,EARLY_RECLAIM,158.4,149.06,9.340000000000003,156.065,150.461,159.334,2020-04-06 13:50:00+00:00,2020-04-06 15:40:00+00:00,CONFIRMED,LATER_RECLAIM,2020-04-06 14:00:00+00:00,2020-04-06 14:05:00+00:00,True,2020-04-06 14:05:00+00:00,156.26,0.7708779443254803,2020-04-06 15:40:00+00:00,159.334,TP_E10,9.436170485089002,95.0,True
external,2020-04-06,2020-04-06 13:35:00+00:00,SAME_BAR_REJECTION,158.4,149.06,9.340000000000003,156.065,150.461,159.334,2020-04-06 13:50:00+00:00,2020-04-06 15:40:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
external,2020-04-21,2020-04-21 14:35:00+00:00,EARLY_RECLAIM,173.36,167.92,5.440000000000026,172.0,168.736,173.90400000000002,2020-04-21 14:40:00+00:00,,CONFIRMED,SAME_BAR,2020-04-21 14:40:00+00:00,2020-04-21 14:45:00+00:00,True,2020-04-21 14:45:00+00:00,172.26,0.7977941176470557,2020-04-21 20:00:00+00:00,171.77,TIME_EXIT_SESSION_END,-1.8222686636479186,315.0,False
external,2020-04-21,2020-04-21 14:35:00+00:00,SAME_BAR_REJECTION,173.36,167.92,5.440000000000026,172.0,168.736,173.90400000000002,2020-04-21 14:40:00+00:00,,CONFIRMED,SAME_BAR,2020-04-21 14:40:00+00:00,2020-04-21 14:45:00+00:00,True,2020-04-21 14:45:00+00:00,172.26,0.7977941176470557,2020-04-21 20:00:00+00:00,171.77,TIME_EXIT_SESSION_END,-1.8222686636479186,315.0,False
external,2020-06-01,2020-06-01 14:50:00+00:00,EARLY_RECLAIM,240.7,234.72,5.97999999999999,239.20499999999998,235.617,241.298,2020-06-01 14:55:00+00:00,,CONFIRMED,SAME_BAR,2020-06-01 14:55:00+00:00,2020-06-01 15:00:00+00:00,True,2020-06-01 15:00:00+00:00,239.47,0.7943143812709044,2020-06-01 20:00:00+00:00,237.77,TIME_EXIT_SESSION_END,-3.949505157222188,300.0,False
external,2020-06-01,2020-06-01 14:50:00+00:00,SAME_BAR_REJECTION,240.7,234.72,5.97999999999999,239.20499999999998,235.617,241.298,2020-06-01 14:55:00+00:00,,CONFIRMED,SAME_BAR,2020-06-01 14:55:00+00:00,2020-06-01 15:00:00+00:00,True,2020-06-01 15:00:00+00:00,239.47,0.7943143812709044,2020-06-01 20:00:00+00:00,237.77,TIME_EXIT_SESSION_END,-3.949505157222188,300.0,False
external,2020-06-10,2020-06-10 13:40:00+00:00,EARLY_RECLAIM,243.96,242.5,1.460000000000008,243.595,242.719,244.106,2020-06-10 13:45:00+00:00,2020-06-10 18:10:00+00:00,CONFIRMED,LATER_RECLAIM,2020-06-10 14:00:00+00:00,2020-06-10 14:05:00+00:00,True,2020-06-10 14:05:00+00:00,243.59,0.7465753424657517,2020-06-10 18:10:00+00:00,244.106,TP_E10,0.6591567798349244,245.0,True
external,2020-06-10,2020-06-10 13:40:00+00:00,SAME_BAR_REJECTION,243.96,242.5,1.460000000000008,243.595,242.719,244.106,2020-06-10 13:45:00+00:00,2020-06-10 18:10:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
external,2020-07-01,2020-07-01 13:45:00+00:00,EARLY_RECLAIM,229.13,225.49,3.6399999999999864,228.22,226.036,229.494,2020-07-01 13:55:00+00:00,2020-07-01 14:30:00+00:00,CONFIRMED,SAME_BAR,2020-07-01 13:55:00+00:00,2020-07-01 14:00:00+00:00,True,2020-07-01 14:00:00+00:00,228.4,0.7994505494505515,2020-07-01 16:00:00+00:00,229.494,TP_E10,1.994921190893129,120.0,True
external,2020-07-01,2020-07-01 13:45:00+00:00,SAME_BAR_REJECTION,229.13,225.49,3.6399999999999864,228.22,226.036,229.494,2020-07-01 13:55:00+00:00,2020-07-01 14:30:00+00:00,CONFIRMED,SAME_BAR,2020-07-01 13:55:00+00:00,2020-07-01 14:00:00+00:00,True,2020-07-01 14:00:00+00:00,228.4,0.7994505494505515,2020-07-01 16:00:00+00:00,229.494,TP_E10,1.994921190893129,120.0,True
external,2020-08-05,2020-08-05 16:25:00+00:00,EARLY_RECLAIM,402.11,389.5,12.610000000000014,398.9575,391.3915,403.37100000000004,2020-08-05 16:30:00+00:00,,CONFIRMED,LATER_RECLAIM,2020-08-05 18:25:00+00:00,2020-08-05 18:30:00+00:00,True,2020-08-05 18:30:00+00:00,399.09,0.7605075337034072,2020-08-05 20:00:00+00:00,399.14,TIME_EXIT_SESSION_END,-0.33735748828582734,90.0,False
external,2020-08-05,2020-08-05 16:25:00+00:00,SAME_BAR_REJECTION,402.11,389.5,12.610000000000014,398.9575,391.3915,403.37100000000004,2020-08-05 16:30:00+00:00,,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
external,2020-08-17,2020-08-17 14:05:00+00:00,EARLY_RECLAIM,433.22,422.6,10.620000000000005,430.56500000000005,424.19300000000004,434.28200000000004,2020-08-17 14:10:00+00:00,2020-08-17 15:45:00+00:00,CONFIRMED,LATER_RECLAIM,2020-08-17 14:15:00+00:00,2020-08-17 14:20:00+00:00,True,2020-08-17 14:20:00+00:00,430.8,0.7721280602636521,2020-08-17 15:45:00+00:00,434.28200000000004,TP_E10,3.641318477251643,85.0,True
external,2020-08-17,2020-08-17 14:05:00+00:00,SAME_BAR_REJECTION,433.22,422.6,10.620000000000005,430.56500000000005,424.19300000000004,434.28200000000004,2020-08-17 14:10:00+00:00,2020-08-17 15:45:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
external,2020-09-25,2020-09-25 16:15:00+00:00,EARLY_RECLAIM,348.67,337.5,11.170000000000016,345.8775,339.1755,349.78700000000003,2020-09-25 16:25:00+00:00,2020-09-25 17:40:00+00:00,CONFIRMED,SAME_BAR,2020-09-25 16:25:00+00:00,2020-09-25 16:30:00+00:00,True,2020-09-25 16:30:00+00:00,346.21,0.7797672336615906,2020-09-25 17:40:00+00:00,349.78700000000003,TP_E10,4.765939747552195,70.0,True
external,2020-09-25,2020-09-25 16:15:00+00:00,SAME_BAR_REJECTION,348.67,337.5,11.170000000000016,345.8775,339.1755,349.78700000000003,2020-09-25 16:25:00+00:00,2020-09-25 17:40:00+00:00,CONFIRMED,SAME_BAR,2020-09-25 16:25:00+00:00,2020-09-25 16:30:00+00:00,True,2020-09-25 16:30:00+00:00,346.21,0.7797672336615906,2020-09-25 17:40:00+00:00,349.78700000000003,TP_E10,4.765939747552195,70.0,True
external,2020-09-28,2020-09-28 17:35:00+00:00,EARLY_RECLAIM,367.65,355.88,11.769999999999982,364.7075,357.64549999999997,368.827,2020-09-28 17:50:00+00:00,,CONFIRMED,SAME_BAR,2020-09-28 17:50:00+00:00,2020-09-28 17:55:00+00:00,True,2020-09-28 17:55:00+00:00,364.86,0.7629566694987283,2020-09-28 20:00:00+00:00,363.2,TIME_EXIT_SESSION_END,-2.6748451460834484,125.0,False
external,2020-09-28,2020-09-28 17:35:00+00:00,SAME_BAR_REJECTION,367.65,355.88,11.769999999999982,364.7075,357.64549999999997,368.827,2020-09-28 17:50:00+00:00,,CONFIRMED,SAME_BAR,2020-09-28 17:50:00+00:00,2020-09-28 17:55:00+00:00,True,2020-09-28 17:55:00+00:00,364.86,0.7629566694987283,2020-09-28 20:00:00+00:00,363.2,TIME_EXIT_SESSION_END,-2.6748451460834484,125.0,False
external,2020-09-30,2020-09-30 13:35:00+00:00,EARLY_RECLAIM,356.1,351.02,5.080000000000041,354.83000000000004,351.782,356.608,2020-09-30 13:40:00+00:00,2020-09-30 14:00:00+00:00,CONFIRMED,SAME_BAR,2020-09-30 13:40:00+00:00,2020-09-30 13:45:00+00:00,True,2020-09-30 13:45:00+00:00,354.89,0.761811023622042,2020-09-30 14:05:00+00:00,356.608,TP_E10,2.020468314125568,20.0,True
external,2020-09-30,2020-09-30 13:35:00+00:00,SAME_BAR_REJECTION,356.1,351.02,5.080000000000041,354.83000000000004,351.782,356.608,2020-09-30 13:40:00+00:00,2020-09-30 14:00:00+00:00,CONFIRMED,SAME_BAR,2020-09-30 13:40:00+00:00,2020-09-30 13:45:00+00:00,True,2020-09-30 13:45:00+00:00,354.89,0.761811023622042,2020-09-30 14:05:00+00:00,356.608,TP_E10,2.020468314125568,20.0,True
external,2020-10-05,2020-10-05 14:05:00+00:00,EARLY_RECLAIM,354.2,349.5,4.699999999999989,353.025,350.205,354.66999999999996,2020-10-05 14:40:00+00:00,,CONFIRMED,LATER_RECLAIM,2020-10-05 15:15:00+00:00,2020-10-05 15:20:00+00:00,True,2020-10-05 15:20:00+00:00,353.19,0.7851063829787248,2020-10-05 18:25:00+00:00,350.15,CLOSE_INVALIDATION_F15,-4.703632605679675,185.0,False
external,2020-10-05,2020-10-05 14:05:00+00:00,SAME_BAR_REJECTION,354.2,349.5,4.699999999999989,353.025,350.205,354.66999999999996,2020-10-05 14:40:00+00:00,,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
external,2020-11-04,2020-11-04 13:45:00+00:00,EARLY_RECLAIM,384.29,376.65,7.640000000000043,382.38,377.796,385.05400000000003,2020-11-04 14:00:00+00:00,2020-11-04 16:00:00+00:00,CONFIRMED,SAME_BAR,2020-11-04 14:00:00+00:00,2020-11-04 14:05:00+00:00,True,2020-11-04 14:05:00+00:00,382.65,0.7853403141361213,2020-11-04 16:00:00+00:00,385.05400000000003,TP_E10,2.7412517966811216,115.0,True
external,2020-11-04,2020-11-04 13:45:00+00:00,SAME_BAR_REJECTION,384.29,376.65,7.640000000000043,382.38,377.796,385.05400000000003,2020-11-04 14:00:00+00:00,2020-11-04 16:00:00+00:00,CONFIRMED,SAME_BAR,2020-11-04 14:00:00+00:00,2020-11-04 14:05:00+00:00,True,2020-11-04 14:05:00+00:00,382.65,0.7853403141361213,2020-11-04 16:00:00+00:00,385.05400000000003,TP_E10,2.7412517966811216,115.0,True
external,2020-11-05,2020-11-05 13:45:00+00:00,EARLY_RECLAIM,411.49,395.89,15.600000000000023,407.59000000000003,398.23,413.05,2020-11-05 14:00:00+00:00,2020-11-05 14:10:00+00:00,CONFIRMED,SAME_BAR,2020-11-05 14:00:00+00:00,2020-11-05 14:05:00+00:00,True,2020-11-05 14:05:00+00:00,409.25,0.856410256410256,2020-11-05 14:15:00+00:00,413.05,TP_E10,4.242638973732404,10.0,True
external,2020-11-05,2020-11-05 13:45:00+00:00,SAME_BAR_REJECTION,411.49,395.89,15.600000000000023,407.59000000000003,398.23,413.05,2020-11-05 14:00:00+00:00,2020-11-05 14:10:00+00:00,CONFIRMED,SAME_BAR,2020-11-05 14:00:00+00:00,2020-11-05 14:05:00+00:00,True,2020-11-05 14:05:00+00:00,409.25,0.856410256410256,2020-11-05 14:15:00+00:00,413.05,TP_E10,4.242638973732404,10.0,True
external,2020-11-20,2020-11-20 14:15:00+00:00,EARLY_RECLAIM,511.21,490.62,20.589999999999975,506.0625,493.7085,513.269,2020-11-20 14:45:00+00:00,2020-11-20 17:35:00+00:00,CONFIRMED,SAME_BAR,2020-11-20 14:45:00+00:00,2020-11-20 14:50:00+00:00,True,2020-11-20 14:50:00+00:00,507.55,0.8222438076736293,2020-11-20 17:55:00+00:00,513.269,TP_E10,5.233927691853002,185.0,True
external,2020-11-20,2020-11-20 14:15:00+00:00,SAME_BAR_REJECTION,511.21,490.62,20.589999999999975,506.0625,493.7085,513.269,2020-11-20 14:45:00+00:00,2020-11-20 17:35:00+00:00,CONFIRMED,SAME_BAR,2020-11-20 14:45:00+00:00,2020-11-20 14:50:00+00:00,True,2020-11-20 14:50:00+00:00,507.55,0.8222438076736293,2020-11-20 17:55:00+00:00,513.269,TP_E10,5.233927691853002,185.0,True
external,2020-12-30,2020-12-30 16:05:00+00:00,EARLY_RECLAIM,738.46,717.52,20.940000000000055,733.225,720.661,740.5540000000001,2020-12-30 16:25:00+00:00,2020-12-30 17:35:00+00:00,CONFIRMED,LATER_RECLAIM,2020-12-30 16:30:00+00:00,2020-12-30 16:35:00+00:00,True,2020-12-30 16:35:00+00:00,734.29,0.8008595988538653,2020-12-30 18:55:00+00:00,740.5540000000001,TP_E10,3.865344754797229,140.0,True
external,2020-12-30,2020-12-30 16:05:00+00:00,SAME_BAR_REJECTION,738.46,717.52,20.940000000000055,733.225,720.661,740.5540000000001,2020-12-30 16:25:00+00:00,2020-12-30 17:35:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
external,2021-01-18,2021-01-18 14:15:00+00:00,EARLY_RECLAIM,1257.76,1210.97,46.789999999999964,1246.0625,1217.9885,1262.439,2021-01-18 14:30:00+00:00,,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
external,2021-01-18,2021-01-18 14:15:00+00:00,SAME_BAR_REJECTION,1257.76,1210.97,46.789999999999964,1246.0625,1217.9885,1262.439,2021-01-18 14:30:00+00:00,,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
external,2021-01-29,2021-01-29 14:05:00+00:00,EARLY_RECLAIM,1436.97,1295.92,141.04999999999995,1401.7075,1317.0775,1451.075,2021-01-29 14:30:00+00:00,,CONFIRMED,LATER_RECLAIM,2021-01-29 15:05:00+00:00,2021-01-29 15:10:00+00:00,True,2021-01-29 15:10:00+00:00,1405.58,0.777454803261254,2021-01-29 20:00:00+00:00,1349.94,TIME_EXIT_SESSION_END,-20.192541157386934,290.0,False
external,2021-01-29,2021-01-29 14:05:00+00:00,SAME_BAR_REJECTION,1436.97,1295.92,141.04999999999995,1401.7075,1317.0775,1451.075,2021-01-29 14:30:00+00:00,,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
external,2021-02-03,2021-02-03 13:35:00+00:00,EARLY_RECLAIM,1569.58,1515.5,54.07999999999993,1556.06,1523.612,1574.9879999999998,2021-02-03 13:45:00+00:00,2021-02-03 15:15:00+00:00,CONFIRMED,LATER_RECLAIM,2021-02-03 13:50:00+00:00,2021-02-03 13:55:00+00:00,True,2021-02-03 13:55:00+00:00,1556.75,0.762758875739646,2021-02-03 15:20:00+00:00,1574.9879999999998,TP_E10,5.4577163963384745,85.0,True
external,2021-02-03,2021-02-03 13:35:00+00:00,SAME_BAR_REJECTION,1569.58,1515.5,54.07999999999993,1556.06,1523.612,1574.9879999999998,2021-02-03 13:45:00+00:00,2021-02-03 15:15:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
external,2021-03-05,2021-03-05 13:35:00+00:00,EARLY_RECLAIM,1497.8,1441.57,56.23000000000002,1483.7424999999998,1450.0045,1503.423,2021-03-05 13:40:00+00:00,2021-03-05 14:00:00+00:00,CONFIRMED,SAME_BAR,2021-03-05 13:40:00+00:00,2021-03-05 13:45:00+00:00,True,2021-03-05 13:45:00+00:00,1486.81,0.8045527298595055,2021-03-05 14:15:00+00:00,1503.423,TP_E10,5.186793201552309,30.0,True
external,2021-03-05,2021-03-05 13:35:00+00:00,SAME_BAR_REJECTION,1497.8,1441.57,56.23000000000002,1483.7424999999998,1450.0045,1503.423,2021-03-05 13:40:00+00:00,2021-03-05 14:00:00+00:00,CONFIRMED,SAME_BAR,2021-03-05 13:40:00+00:00,2021-03-05 13:45:00+00:00,True,2021-03-05 13:45:00+00:00,1486.81,0.8045527298595055,2021-03-05 14:15:00+00:00,1503.423,TP_E10,5.186793201552309,30.0,True
external,2021-03-09,2021-03-09 13:50:00+00:00,EARLY_RECLAIM,1843.6,1801.0,42.59999999999991,1832.9499999999998,1807.3899999999999,1847.86,2021-03-09 14:10:00+00:00,2021-03-09 16:00:00+00:00,CONFIRMED,SAME_BAR,2021-03-09 14:10:00+00:00,2021-03-09 14:15:00+00:00,True,2021-03-09 14:15:00+00:00,1835.4,0.8075117370892058,2021-03-09 16:00:00+00:00,1847.86,TP_E10,2.994355453851916,105.0,True
external,2021-03-09,2021-03-09 13:50:00+00:00,SAME_BAR_REJECTION,1843.6,1801.0,42.59999999999991,1832.9499999999998,1807.3899999999999,1847.86,2021-03-09 14:10:00+00:00,2021-03-09 16:00:00+00:00,CONFIRMED,SAME_BAR,2021-03-09 14:10:00+00:00,2021-03-09 14:15:00+00:00,True,2021-03-09 14:15:00+00:00,1835.4,0.8075117370892058,2021-03-09 16:00:00+00:00,1847.86,TP_E10,2.994355453851916,105.0,True
external,2021-03-19,2021-03-19 16:05:00+00:00,EARLY_RECLAIM,1830.0,1786.26,43.74000000000001,1819.065,1792.821,1834.374,2021-03-19 16:10:00+00:00,2021-03-19 16:15:00+00:00,CONFIRMED,SAME_BAR,2021-03-19 16:10:00+00:00,2021-03-19 16:15:00+00:00,True,2021-03-19 16:15:00+00:00,1821.54,0.8065843621399169,2021-03-19 20:00:00+00:00,1828.99,TIME_EXIT_SESSION_END,1.6449729349890645,225.0,True
external,2021-03-19,2021-03-19 16:05:00+00:00,SAME_BAR_REJECTION,1830.0,1786.26,43.74000000000001,1819.065,1792.821,1834.374,2021-03-19 16:10:00+00:00,2021-03-19 16:15:00+00:00,CONFIRMED,SAME_BAR,2021-03-19 16:10:00+00:00,2021-03-19 16:15:00+00:00,True,2021-03-19 16:15:00+00:00,1821.54,0.8065843621399169,2021-03-19 20:00:00+00:00,1828.99,TIME_EXIT_SESSION_END,1.6449729349890645,225.0,True
external,2021-04-08,2021-04-08 13:40:00+00:00,EARLY_RECLAIM,2039.1,1985.64,53.45999999999981,2025.735,1993.659,2044.446,2021-04-08 13:45:00+00:00,2021-04-08 14:10:00+00:00,CONFIRMED,SAME_BAR,2021-04-08 13:45:00+00:00,2021-04-08 13:50:00+00:00,True,2021-04-08 13:50:00+00:00,2028.77,0.8067714178825297,2021-04-08 14:15:00+00:00,2044.446,TP_E10,3.463424636602497,25.0,True
external,2021-04-08,2021-04-08 13:40:00+00:00,SAME_BAR_REJECTION,2039.1,1985.64,53.45999999999981,2025.735,1993.659,2044.446,2021-04-08 13:45:00+00:00,2021-04-08 14:10:00+00:00,CONFIRMED,SAME_BAR,2021-04-08 13:45:00+00:00,2021-04-08 13:50:00+00:00,True,2021-04-08 13:50:00+00:00,2028.77,0.8067714178825297,2021-04-08 14:15:00+00:00,2044.446,TP_E10,3.463424636602497,25.0,True
external,2021-04-26,2021-04-26 16:05:00+00:00,EARLY_RECLAIM,2527.36,2423.41,103.95000000000027,2501.3725,2439.0025,2537.755,2021-04-26 17:00:00+00:00,2021-04-26 17:20:00+00:00,CONFIRMED,SAME_BAR,2021-04-26 17:00:00+00:00,2021-04-26 17:05:00+00:00,True,2021-04-26 17:05:00+00:00,2508.31,0.8167388167388154,2021-04-26 20:00:00+00:00,2491.92,TIME_EXIT_SESSION_END,-3.667140026551707,175.0,True
external,2021-04-26,2021-04-26 16:05:00+00:00,SAME_BAR_REJECTION,2527.36,2423.41,103.95000000000027,2501.3725,2439.0025,2537.755,2021-04-26 17:00:00+00:00,2021-04-26 17:20:00+00:00,CONFIRMED,SAME_BAR,2021-04-26 17:00:00+00:00,2021-04-26 17:05:00+00:00,True,2021-04-26 17:05:00+00:00,2508.31,0.8167388167388154,2021-04-26 20:00:00+00:00,2491.92,TIME_EXIT_SESSION_END,-3.667140026551707,175.0,True
external,2021-05-04,2021-05-04 13:35:00+00:00,EARLY_RECLAIM,3521.39,3279.0,242.38999999999987,3460.7925,3315.3585,3545.629,2021-05-04 13:50:00+00:00,,CONFIRMED,SAME_BAR,2021-05-04 13:50:00+00:00,2021-05-04 13:55:00+00:00,True,2021-05-04 13:55:00+00:00,3485.73,0.8528817195428859,2021-05-04 15:20:00+00:00,3286.16,CLOSE_INVALIDATION_F15,-29.026715207431483,85.0,False
external,2021-05-04,2021-05-04 13:35:00+00:00,SAME_BAR_REJECTION,3521.39,3279.0,242.38999999999987,3460.7925,3315.3585,3545.629,2021-05-04 13:50:00+00:00,,CONFIRMED,SAME_BAR,2021-05-04 13:50:00+00:00,2021-05-04 13:55:00+00:00,True,2021-05-04 13:55:00+00:00,3485.73,0.8528817195428859,2021-05-04 15:20:00+00:00,3286.16,CLOSE_INVALIDATION_F15,-29.026715207431483,85.0,False
external,2021-05-24,2021-05-24 14:30:00+00:00,EARLY_RECLAIM,2468.09,2222.29,245.80000000000018,2406.6400000000003,2259.16,2492.67,2021-05-24 14:35:00+00:00,2021-05-24 15:20:00+00:00,CONFIRMED,LATER_RECLAIM,2021-05-24 14:40:00+00:00,2021-05-24 14:45:00+00:00,True,2021-05-24 14:45:00+00:00,2415.17,0.7847030105777053,2021-05-24 15:20:00+00:00,2492.67,TP_E10,15.644419233428698,35.0,True
external,2021-05-24,2021-05-24 14:30:00+00:00,SAME_BAR_REJECTION,2468.09,2222.29,245.80000000000018,2406.6400000000003,2259.16,2492.67,2021-05-24 14:35:00+00:00,2021-05-24 15:20:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
external,2021-05-27,2021-05-27 14:30:00+00:00,EARLY_RECLAIM,2867.37,2684.0,183.3699999999999,2821.5275,2711.5055,2885.707,2021-05-27 15:15:00+00:00,,CONFIRMED,LATER_RECLAIM,2021-05-27 15:45:00+00:00,2021-05-27 15:50:00+00:00,True,2021-05-27 15:50:00+00:00,2824.73,0.7674646888804063,2021-05-27 20:00:00+00:00,2758.68,TIME_EXIT_SESSION_END,-12.091382893232295,250.0,False
external,2021-05-27,2021-05-27 14:30:00+00:00,SAME_BAR_REJECTION,2867.37,2684.0,183.3699999999999,2821.5275,2711.5055,2885.707,2021-05-27 15:15:00+00:00,,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
external,2021-06-02,2021-06-02 13:35:00+00:00,EARLY_RECLAIM,2749.44,2661.0,88.44000000000005,2727.33,2674.266,2758.284,2021-06-02 14:00:00+00:00,2021-06-02 14:30:00+00:00,CONFIRMED,SAME_BAR,2021-06-02 14:00:00+00:00,2021-06-02 14:05:00+00:00,True,2021-06-02 14:05:00+00:00,2729.28,0.7720488466757142,2021-06-02 14:30:00+00:00,2758.284,TP_E10,4.913489271895899,25.0,True
external,2021-06-02,2021-06-02 13:35:00+00:00,SAME_BAR_REJECTION,2749.44,2661.0,88.44000000000005,2727.33,2674.266,2758.284,2021-06-02 14:00:00+00:00,2021-06-02 14:30:00+00:00,CONFIRMED,SAME_BAR,2021-06-02 14:00:00+00:00,2021-06-02 14:05:00+00:00,True,2021-06-02 14:05:00+00:00,2729.28,0.7720488466757142,2021-06-02 14:30:00+00:00,2758.284,TP_E10,4.913489271895899,25.0,True
external,2021-07-16,2021-07-16 13:35:00+00:00,EARLY_RECLAIM,1913.62,1846.0,67.61999999999989,1896.715,1856.143,1920.3819999999998,2021-07-16 13:45:00+00:00,2021-07-16 14:40:00+00:00,CONFIRMED,LATER_RECLAIM,2021-07-16 13:55:00+00:00,2021-07-16 14:00:00+00:00,True,2021-07-16 14:00:00+00:00,1897.21,0.7573203194321224,2021-07-16 15:30:00+00:00,1920.3819999999998,TP_E10,5.706862181835426,90.0,True
external,2021-07-16,2021-07-16 13:35:00+00:00,SAME_BAR_REJECTION,1913.62,1846.0,67.61999999999989,1896.715,1856.143,1920.3819999999998,2021-07-16 13:45:00+00:00,2021-07-16 14:40:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
external,2021-07-20,2021-07-20 14:10:00+00:00,EARLY_RECLAIM,1763.03,1716.0,47.02999999999997,1751.2725,1723.0545,1767.733,2021-07-20 14:15:00+00:00,2021-07-20 14:25:00+00:00,CONFIRMED,LATER_RECLAIM,2021-07-20 14:20:00+00:00,2021-07-20 14:25:00+00:00,True,2021-07-20 14:25:00+00:00,1760.36,0.9432277269827753,2021-07-20 14:55:00+00:00,1767.733,TP_E10,1.694173918971154,30.0,True
external,2021-07-20,2021-07-20 14:10:00+00:00,SAME_BAR_REJECTION,1763.03,1716.0,47.02999999999997,1751.2725,1723.0545,1767.733,2021-07-20 14:15:00+00:00,2021-07-20 14:25:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
external,2021-07-27,2021-07-27 13:40:00+00:00,EARLY_RECLAIM,2317.36,2192.0,125.36000000000013,2286.02,2210.804,2329.896,2021-07-27 14:00:00+00:00,,CONFIRMED,LATER_RECLAIM,2021-07-27 15:05:00+00:00,2021-07-27 15:10:00+00:00,True,2021-07-27 15:10:00+00:00,2288.21,0.7674696873005739,2021-07-27 20:00:00+00:00,2228.06,TIME_EXIT_SESSION_END,-13.54346148299328,290.0,False
external,2021-07-27,2021-07-27 13:40:00+00:00,SAME_BAR_REJECTION,2317.36,2192.0,125.36000000000013,2286.02,2210.804,2329.896,2021-07-27 14:00:00+00:00,,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
