partition,date_utc,source_start,source_end,obs_start,obs_end,H,L,range,off_return_bp,close_break_high,close_break_low,first_close_break,first_close_break_ts
development,2023-11-20,2023-11-20 13:30:00+00:00,2023-11-20 20:00:00+00:00,2023-11-20 20:00:00+00:00,2023-11-21 00:00:00+00:00,37784.7,36600.0,1184.699999999997,-32.46018970586295,False,False,NO_BREAK,
development,2023-11-21,2023-11-21 13:30:00+00:00,2023-11-21 20:00:00+00:00,2023-11-21 20:00:00+00:00,2023-11-22 00:00:00+00:00,37531.0,36212.2,1318.800000000003,-338.71408141141313,False,True,LOW,2023-11-21 23:30:00+00:00
development,2023-11-22,2023-11-22 13:30:00+00:00,2023-11-22 20:00:00+00:00,2023-11-22 20:00:00+00:00,2023-11-23 00:00:00+00:00,37448.0,36240.0,1208.0,31.23583997597601,True,False,HIGH,2023-11-22 20:40:00+00:00
development,2023-11-23,2023-11-23 13:30:00+00:00,2023-11-23 20:00:00+00:00,2023-11-23 20:00:00+00:00,2023-11-24 00:00:00+00:00,37378.0,36856.3,521.6999999999971,3.1918546016362903,False,False,NO_BREAK,
development,2023-11-24,2023-11-24 13:30:00+00:00,2023-11-24 20:00:00+00:00,2023-11-24 20:00:00+00:00,2023-11-25 00:00:00+00:00,38425.0,37551.0,874.0,-13.824701722789934,False,False,NO_BREAK,
development,2023-11-27,2023-11-27 13:30:00+00:00,2023-11-27 20:00:00+00:00,2023-11-27 20:00:00+00:00,2023-11-28 00:00:00+00:00,37145.4,36700.0,445.40000000000146,99.21748918453544,True,False,HIGH,2023-11-27 23:25:00+00:00
development,2023-11-28,2023-11-28 13:30:00+00:00,2023-11-28 20:00:00+00:00,2023-11-28 20:00:00+00:00,2023-11-29 00:00:00+00:00,38395.0,37246.4,1148.5999999999985,-76.78842767427585,False,False,NO_BREAK,
development,2023-11-29,2023-11-29 13:30:00+00:00,2023-11-29 20:00:00+00:00,2023-11-29 20:00:00+00:00,2023-11-30 00:00:00+00:00,38243.9,37551.8,692.0999999999985,-6.312564380233088,False,False,NO_BREAK,
development,2023-11-30,2023-11-30 13:30:00+00:00,2023-11-30 20:00:00+00:00,2023-11-30 20:00:00+00:00,2023-12-01 00:00:00+00:00,37964.6,37442.9,521.6999999999971,-7.577082240484145,False,False,NO_BREAK,
development,2023-12-01,2023-12-01 13:30:00+00:00,2023-12-01 20:00:00+00:00,2023-12-01 20:00:00+00:00,2023-12-02 00:00:00+00:00,38989.0,38209.6,779.4000000000015,-23.225806451613316,False,False,NO_BREAK,
development,2023-12-04,2023-12-04 13:30:00+00:00,2023-12-04 20:00:00+00:00,2023-12-04 20:00:00+00:00,2023-12-05 00:00:00+00:00,42091.1,41120.1,971.0,-1.8571030620784246,True,False,HIGH,2023-12-04 22:10:00+00:00
development,2023-12-05,2023-12-05 13:30:00+00:00,2023-12-05 20:00:00+00:00,2023-12-05 20:00:00+00:00,2023-12-06 00:00:00+00:00,44191.6,41810.0,2381.5999999999985,56.50864625633023,True,False,HIGH,2023-12-05 22:20:00+00:00
development,2023-12-06,2023-12-06 13:30:00+00:00,2023-12-06 20:00:00+00:00,2023-12-06 20:00:00+00:00,2023-12-07 00:00:00+00:00,44305.1,43730.0,575.0999999999985,-53.171183945028844,False,True,LOW,2023-12-06 21:35:00+00:00
development,2023-12-07,2023-12-07 13:30:00+00:00,2023-12-07 20:00:00+00:00,2023-12-07 20:00:00+00:00,2023-12-08 00:00:00+00:00,43959.1,43091.5,867.5999999999985,13.136228237340397,False,False,NO_BREAK,
development,2023-12-08,2023-12-08 13:30:00+00:00,2023-12-08 20:00:00+00:00,2023-12-08 20:00:00+00:00,2023-12-09 00:00:00+00:00,44081.6,43501.7,579.9000000000015,54.99491672295909,True,False,HIGH,2023-12-08 20:35:00+00:00
development,2023-12-11,2023-12-11 13:30:00+00:00,2023-12-11 20:00:00+00:00,2023-12-11 20:00:00+00:00,2023-12-12 00:00:00+00:00,42185.3,40228.3,1957.0,115.6147286840703,False,False,NO_BREAK,
development,2023-12-12,2023-12-12 13:30:00+00:00,2023-12-12 20:00:00+00:00,2023-12-12 20:00:00+00:00,2023-12-13 00:00:00+00:00,42085.9,40711.0,1374.9000000000015,83.87236244131068,False,False,NO_BREAK,
development,2023-12-13,2023-12-13 13:30:00+00:00,2023-12-13 20:00:00+00:00,2023-12-13 20:00:00+00:00,2023-12-14 00:00:00+00:00,42921.9,41331.0,1590.9000000000015,30.014012777594967,True,False,HIGH,2023-12-13 21:55:00+00:00
development,2023-12-14,2023-12-14 13:30:00+00:00,2023-12-14 20:00:00+00:00,2023-12-14 20:00:00+00:00,2023-12-15 00:00:00+00:00,43450.1,41140.0,2310.0999999999985,-16.842593666627216,False,False,NO_BREAK,
development,2023-12-15,2023-12-15 13:30:00+00:00,2023-12-15 20:00:00+00:00,2023-12-15 20:00:00+00:00,2023-12-16 00:00:00+00:00,42539.7,41668.0,871.6999999999971,-37.24637921989182,False,False,NO_BREAK,
development,2023-12-18,2023-12-18 13:30:00+00:00,2023-12-18 20:00:00+00:00,2023-12-18 20:00:00+00:00,2023-12-19 00:00:00+00:00,41780.0,41170.0,610.0,229.41552977727264,True,False,HIGH,2023-12-18 20:35:00+00:00
development,2023-12-19,2023-12-19 13:30:00+00:00,2023-12-19 20:00:00+00:00,2023-12-19 20:00:00+00:00,2023-12-20 00:00:00+00:00,43041.5,41835.4,1206.0999999999985,-19.207309159808837,False,False,NO_BREAK,
development,2023-12-20,2023-12-20 13:30:00+00:00,2023-12-20 20:00:00+00:00,2023-12-20 20:00:00+00:00,2023-12-21 00:00:00+00:00,44384.6,43280.6,1104.0,-11.700156078253698,False,False,NO_BREAK,
development,2023-12-21,2023-12-21 13:30:00+00:00,2023-12-21 20:00:00+00:00,2023-12-21 20:00:00+00:00,2023-12-22 00:00:00+00:00,44287.2,43386.2,901.0,62.65043669623882,False,False,NO_BREAK,
development,2023-12-22,2023-12-22 13:30:00+00:00,2023-12-22 20:00:00+00:00,2023-12-22 20:00:00+00:00,2023-12-23 00:00:00+00:00,44047.6,43430.4,617.1999999999971,76.19113050049808,True,False,HIGH,2023-12-22 23:20:00+00:00
development,2023-12-25,2023-12-25 13:30:00+00:00,2023-12-25 20:00:00+00:00,2023-12-25 20:00:00+00:00,2023-12-26 00:00:00+00:00,43827.4,43383.2,444.20000000000437,22.106963693564463,False,True,LOW,2023-12-25 20:45:00+00:00
development,2023-12-26,2023-12-26 13:30:00+00:00,2023-12-26 20:00:00+00:00,2023-12-26 20:00:00+00:00,2023-12-27 00:00:00+00:00,42870.0,41597.0,1273.0,92.36236986704505,False,False,NO_BREAK,
development,2023-12-27,2023-12-27 13:30:00+00:00,2023-12-27 20:00:00+00:00,2023-12-27 20:00:00+00:00,2023-12-28 00:00:00+00:00,43264.0,42804.9,459.09999999999854,62.52344629235962,True,False,HIGH,2023-12-27 20:25:00+00:00
development,2023-12-28,2023-12-28 13:30:00+00:00,2023-12-28 20:00:00+00:00,2023-12-28 20:00:00+00:00,2023-12-29 00:00:00+00:00,42954.0,42320.5,633.5,-13.104838709677713,False,False,NO_BREAK,
development,2023-12-29,2023-12-29 13:30:00+00:00,2023-12-29 20:00:00+00:00,2023-12-29 20:00:00+00:00,2023-12-30 00:00:00+00:00,43171.9,41680.0,1491.9000000000015,-13.711986601160353,False,False,NO_BREAK,
development,2024-01-01,2024-01-01 13:30:00+00:00,2024-01-01 20:00:00+00:00,2024-01-01 20:00:00+00:00,2024-01-02 00:00:00+00:00,43593.2,42614.5,978.6999999999971,154.7426084001824,True,False,HIGH,2024-01-01 20:05:00+00:00
development,2024-01-02,2024-01-02 13:30:00+00:00,2024-01-02 20:00:00+00:00,2024-01-02 20:00:00+00:00,2024-01-03 00:00:00+00:00,45850.0,44783.3,1066.699999999997,-20.743988126008528,False,True,LOW,2024-01-02 21:10:00+00:00
development,2024-01-03,2024-01-03 13:30:00+00:00,2024-01-03 20:00:00+00:00,2024-01-03 20:00:00+00:00,2024-01-04 00:00:00+00:00,43595.9,41920.0,1675.9000000000015,58.47362935559319,False,False,NO_BREAK,
development,2024-01-04,2024-01-04 13:30:00+00:00,2024-01-04 20:00:00+00:00,2024-01-04 20:00:00+00:00,2024-01-05 00:00:00+00:00,44437.5,43166.6,1270.9000000000015,44.09556313993201,True,False,HIGH,2024-01-04 20:40:00+00:00
development,2024-01-05,2024-01-05 13:30:00+00:00,2024-01-05 20:00:00+00:00,2024-01-05 20:00:00+00:00,2024-01-06 00:00:00+00:00,44060.9,43000.0,1060.9000000000015,125.32397532053486,True,False,HIGH,2024-01-05 20:55:00+00:00
development,2024-01-08,2024-01-08 13:30:00+00:00,2024-01-08 20:00:00+00:00,2024-01-08 20:00:00+00:00,2024-01-09 00:00:00+00:00,47312.0,44657.0,2655.0,-7.318043444500821,False,False,NO_BREAK,
development,2024-01-09,2024-01-09 13:30:00+00:00,2024-01-09 20:00:00+00:00,2024-01-09 20:00:00+00:00,2024-01-10 00:00:00+00:00,47100.0,46432.0,668.0,-162.03185168592094,True,True,HIGH,2024-01-09 21:15:00+00:00
development,2024-01-10,2024-01-10 13:30:00+00:00,2024-01-10 20:00:00+00:00,2024-01-10 20:00:00+00:00,2024-01-11 00:00:00+00:00,46768.0,44803.5,1964.5,35.291233322150006,True,False,HIGH,2024-01-10 22:55:00+00:00
development,2024-01-11,2024-01-11 13:30:00+00:00,2024-01-11 20:00:00+00:00,2024-01-11 20:00:00+00:00,2024-01-12 00:00:00+00:00,49027.5,45600.0,3427.5,-77.218919706028,False,False,NO_BREAK,
development,2024-01-12,2024-01-12 13:30:00+00:00,2024-01-12 20:00:00+00:00,2024-01-12 20:00:00+00:00,2024-01-13 00:00:00+00:00,45929.6,43221.1,2708.5,-162.8832987718809,False,True,LOW,2024-01-12 22:05:00+00:00
development,2024-01-15,2024-01-15 13:30:00+00:00,2024-01-15 20:00:00+00:00,2024-01-15 20:00:00+00:00,2024-01-16 00:00:00+00:00,43376.0,42156.0,1220.0,-110.3987941269513,False,False,NO_BREAK,
development,2024-01-16,2024-01-16 13:30:00+00:00,2024-01-16 20:00:00+00:00,2024-01-16 20:00:00+00:00,2024-01-17 00:00:00+00:00,43450.0,42050.0,1400.0,-7.367113944696246,True,False,HIGH,2024-01-16 21:30:00+00:00
development,2024-01-17,2024-01-17 13:30:00+00:00,2024-01-17 20:00:00+00:00,2024-01-17 20:00:00+00:00,2024-01-18 00:00:00+00:00,42934.9,42200.0,734.9000000000015,38.904114731941334,False,False,NO_BREAK,
development,2024-01-18,2024-01-18 13:30:00+00:00,2024-01-18 20:00:00+00:00,2024-01-18 20:00:00+00:00,2024-01-19 00:00:00+00:00,42821.4,40805.2,2016.2000000000044,75.31537857620174,False,True,LOW,2024-01-18 20:35:00+00:00
development,2024-01-19,2024-01-19 13:30:00+00:00,2024-01-19 20:00:00+00:00,2024-01-19 20:00:00+00:00,2024-01-20 00:00:00+00:00,42000.0,40300.0,1700.0,-37.39962600374014,True,False,HIGH,2024-01-19 20:10:00+00:00
development,2024-01-22,2024-01-22 13:30:00+00:00,2024-01-22 20:00:00+00:00,2024-01-22 20:00:00+00:00,2024-01-23 00:00:00+00:00,41096.1,39402.0,1694.0999999999985,-61.68901302602614,False,False,NO_BREAK,
development,2024-01-23,2024-01-23 13:30:00+00:00,2024-01-23 20:00:00+00:00,2024-01-23 20:00:00+00:00,2024-01-24 00:00:00+00:00,39654.2,38545.0,1109.199999999997,191.59378744561195,True,False,HIGH,2024-01-23 23:25:00+00:00
development,2024-01-24,2024-01-24 13:30:00+00:00,2024-01-24 20:00:00+00:00,2024-01-24 20:00:00+00:00,2024-01-25 00:00:00+00:00,40224.4,39602.0,622.4000000000015,70.6830094428268,False,True,LOW,2024-01-24 20:50:00+00:00
development,2024-01-25,2024-01-25 13:30:00+00:00,2024-01-25 20:00:00+00:00,2024-01-25 20:00:00+00:00,2024-01-26 00:00:00+00:00,40078.6,39535.3,543.2999999999956,-7.403164852973765,False,False,NO_BREAK,
development,2024-01-26,2024-01-26 13:30:00+00:00,2024-01-26 20:00:00+00:00,2024-01-26 20:00:00+00:00,2024-01-27 00:00:00+00:00,42187.1,40890.0,1297.0999999999985,-57.008854566772406,True,False,HIGH,2024-01-26 20:15:00+00:00
development,2024-01-29,2024-01-29 13:30:00+00:00,2024-01-29 20:00:00+00:00,2024-01-29 20:00:00+00:00,2024-01-30 00:00:00+00:00,43298.0,41768.3,1529.699999999997,69.99823201540912,False,False,NO_BREAK,
development,2024-01-30,2024-01-30 13:30:00+00:00,2024-01-30 20:00:00+00:00,2024-01-30 20:00:00+00:00,2024-01-31 00:00:00+00:00,43625.2,43092.0,533.1999999999971,-139.41380950302172,True,True,HIGH,2024-01-30 20:30:00+00:00
development,2024-01-31,2024-01-31 13:30:00+00:00,2024-01-31 20:00:00+00:00,2024-01-31 20:00:00+00:00,2024-02-01 00:00:00+00:00,43748.6,42548.0,1200.5999999999985,-174.48397023753225,False,True,LOW,2024-01-31 21:00:00+00:00
development,2024-02-01,2024-02-01 13:30:00+00:00,2024-02-01 20:00:00+00:00,2024-02-01 20:00:00+00:00,2024-02-02 00:00:00+00:00,43288.0,42127.6,1160.4000000000015,-30.94456132554879,False,False,NO_BREAK,
development,2024-02-02,2024-02-02 13:30:00+00:00,2024-02-02 20:00:00+00:00,2024-02-02 20:00:00+00:00,2024-02-03 00:00:00+00:00,43480.0,42512.7,967.3000000000029,32.013604620366735,False,False,NO_BREAK,
development,2024-02-05,2024-02-05 13:30:00+00:00,2024-02-05 20:00:00+00:00,2024-02-05 20:00:00+00:00,2024-02-06 00:00:00+00:00,43580.0,42470.2,1109.800000000003,-15.0851080748593,False,True,LOW,2024-02-05 20:25:00+00:00
development,2024-02-06,2024-02-06 13:30:00+00:00,2024-02-06 20:00:00+00:00,2024-02-06 20:00:00+00:00,2024-02-07 00:00:00+00:00,43378.8,42795.0,583.8000000000029,-42.20823499769932,False,False,NO_BREAK,
development,2024-02-07,2024-02-07 13:30:00+00:00,2024-02-07 20:00:00+00:00,2024-02-07 20:00:00+00:00,2024-02-08 00:00:00+00:00,43708.2,42900.0,808.1999999999971,167.44578655937926,True,False,HIGH,2024-02-07 20:05:00+00:00
development,2024-02-08,2024-02-08 13:30:00+00:00,2024-02-08 20:00:00+00:00,2024-02-08 20:00:00+00:00,2024-02-09 00:00:00+00:00,45488.0,44667.3,820.6999999999971,1.9664075722158891,True,False,HIGH,2024-02-08 20:35:00+00:00
development,2024-02-09,2024-02-09 13:30:00+00:00,2024-02-09 20:00:00+00:00,2024-02-09 20:00:00+00:00,2024-02-10 00:00:00+00:00,48230.3,46638.6,1591.7000000000044,-77.95932721648246,False,False,NO_BREAK,
development,2024-02-12,2024-02-12 13:30:00+00:00,2024-02-12 20:00:00+00:00,2024-02-12 20:00:00+00:00,2024-02-13 00:00:00+00:00,50413.2,47892.9,2520.2999999999956,80.26900308602647,False,False,NO_BREAK,
development,2024-02-13,2024-02-13 13:30:00+00:00,2024-02-13 20:00:00+00:00,2024-02-13 20:00:00+00:00,2024-02-14 00:00:00+00:00,49944.0,48301.0,1643.0,132.81680089713532,False,False,NO_BREAK,
development,2024-02-14,2024-02-14 13:30:00+00:00,2024-02-14 20:00:00+00:00,2024-02-14 20:00:00+00:00,2024-02-15 00:00:00+00:00,52100.0,51217.7,882.3000000000029,22.37586423632809,False,False,NO_BREAK,
development,2024-02-15,2024-02-15 13:30:00+00:00,2024-02-15 20:00:00+00:00,2024-02-15 20:00:00+00:00,2024-02-16 00:00:00+00:00,52859.0,51658.0,1201.0,-23.75913313764744,False,True,LOW,2024-02-15 21:40:00+00:00
development,2024-02-16,2024-02-16 13:30:00+00:00,2024-02-16 20:00:00+00:00,2024-02-16 20:00:00+00:00,2024-02-17 00:00:00+00:00,52623.0,51623.2,999.8000000000029,71.14688626154387,False,False,NO_BREAK,
development,2024-02-19,2024-02-19 13:30:00+00:00,2024-02-19 20:00:00+00:00,2024-02-19 20:00:00+00:00,2024-02-20 00:00:00+00:00,52390.0,51688.8,701.1999999999971,-7.290035408742401,False,False,NO_BREAK,
development,2024-02-20,2024-02-20 13:30:00+00:00,2024-02-20 20:00:00+00:00,2024-02-20 20:00:00+00:00,2024-02-21 00:00:00+00:00,53090.9,50788.0,2302.9000000000015,31.88109999386235,False,False,NO_BREAK,
development,2024-02-21,2024-02-21 13:30:00+00:00,2024-02-21 20:00:00+00:00,2024-02-21 20:00:00+00:00,2024-02-22 00:00:00+00:00,51459.5,50663.0,796.5,155.80861322699536,True,False,HIGH,2024-02-21 22:40:00+00:00
development,2024-02-22,2024-02-22 13:30:00+00:00,2024-02-22 20:00:00+00:00,2024-02-22 20:00:00+00:00,2024-02-23 00:00:00+00:00,51785.8,50967.5,818.3000000000029,-44.619560051137874,True,False,HIGH,2024-02-22 20:30:00+00:00
development,2024-02-23,2024-02-23 13:30:00+00:00,2024-02-23 20:00:00+00:00,2024-02-23 20:00:00+00:00,2024-02-24 00:00:00+00:00,51372.3,50652.9,719.4000000000015,-70.21194620082993,False,False,NO_BREAK,
development,2024-02-26,2024-02-26 13:30:00+00:00,2024-02-26 20:00:00+00:00,2024-02-26 20:00:00+00:00,2024-02-27 00:00:00+00:00,54599.9,51237.9,3362.0,-3.5942726365822963,True,False,HIGH,2024-02-26 20:05:00+00:00
development,2024-02-27,2024-02-27 13:30:00+00:00,2024-02-27 20:00:00+00:00,2024-02-27 20:00:00+00:00,2024-02-28 00:00:00+00:00,57679.5,56231.0,1448.5,-55.096034723395306,False,False,NO_BREAK,
development,2024-02-28,2024-02-28 13:30:00+00:00,2024-02-28 20:00:00+00:00,2024-02-28 20:00:00+00:00,2024-02-29 00:00:00+00:00,64300.0,59000.0,5300.0,238.4127878779929,False,False,NO_BREAK,
development,2024-02-29,2024-02-29 13:30:00+00:00,2024-02-29 20:00:00+00:00,2024-02-29 20:00:00+00:00,2024-03-01 00:00:00+00:00,63599.9,60452.0,3147.9000000000015,-77.5594706371574,False,False,NO_BREAK,
development,2024-03-01,2024-03-01 13:30:00+00:00,2024-03-01 20:00:00+00:00,2024-03-01 20:00:00+00:00,2024-03-02 00:00:00+00:00,62678.7,61200.0,1478.699999999997,25.71040862045404,True,False,HIGH,2024-03-01 20:55:00+00:00
development,2024-03-04,2024-03-04 13:30:00+00:00,2024-03-04 20:00:00+00:00,2024-03-04 20:00:00+00:00,2024-03-05 00:00:00+00:00,67648.6,64566.3,3082.300000000003,120.50406619721565,True,False,HIGH,2024-03-04 20:40:00+00:00
development,2024-03-05,2024-03-05 13:30:00+00:00,2024-03-05 20:00:00+00:00,2024-03-05 20:00:00+00:00,2024-03-06 00:00:00+00:00,69350.0,59112.0,10238.0,365.88598198620036,False,False,NO_BREAK,
development,2024-03-06,2024-03-06 13:30:00+00:00,2024-03-06 20:00:00+00:00,2024-03-06 20:00:00+00:00,2024-03-07 00:00:00+00:00,67570.0,65330.2,2239.800000000003,-101.10248714513381,False,False,NO_BREAK,
development,2024-03-07,2024-03-07 13:30:00+00:00,2024-03-07 20:00:00+00:00,2024-03-07 20:00:00+00:00,2024-03-08 00:00:00+00:00,68101.3,66588.0,1513.300000000003,-102.0435350225124,False,False,NO_BREAK,
development,2024-03-08,2024-03-08 13:30:00+00:00,2024-03-08 20:00:00+00:00,2024-03-08 20:00:00+00:00,2024-03-09 00:00:00+00:00,70330.8,66120.0,4210.800000000003,-107.61456082899579,False,False,NO_BREAK,
development,2024-03-11,2024-03-11 13:30:00+00:00,2024-03-11 20:00:00+00:00,2024-03-11 20:00:00+00:00,2024-03-12 00:00:00+00:00,72890.0,71405.2,1484.800000000003,15.616042464530189,False,False,NO_BREAK,
development,2024-03-12,2024-03-12 13:30:00+00:00,2024-03-12 20:00:00+00:00,2024-03-12 20:00:00+00:00,2024-03-13 00:00:00+00:00,73370.0,68600.0,4770.0,14.033023822528357,False,False,NO_BREAK,
development,2024-03-13,2024-03-13 13:30:00+00:00,2024-03-13 20:00:00+00:00,2024-03-13 20:00:00+00:00,2024-03-14 00:00:00+00:00,73421.6,71671.1,1750.5,-37.09814318547999,True,False,HIGH,2024-03-13 20:15:00+00:00
development,2024-03-14,2024-03-14 13:30:00+00:00,2024-03-14 20:00:00+00:00,2024-03-14 20:00:00+00:00,2024-03-15 00:00:00+00:00,72699.9,68600.0,4099.899999999994,281.3077334806713,False,False,NO_BREAK,
development,2024-03-15,2024-03-15 13:30:00+00:00,2024-03-15 20:00:00+00:00,2024-03-15 20:00:00+00:00,2024-03-16 00:00:00+00:00,70715.9,67444.9,3271.0,79.60534992007551,False,False,NO_BREAK,
development,2024-03-18,2024-03-18 13:30:00+00:00,2024-03-18 20:00:00+00:00,2024-03-18 20:00:00+00:00,2024-03-19 00:00:00+00:00,68650.0,66601.6,2048.399999999994,100.64819708057504,False,False,NO_BREAK,
development,2024-03-19,2024-03-19 13:30:00+00:00,2024-03-19 20:00:00+00:00,2024-03-19 20:00:00+00:00,2024-03-20 00:00:00+00:00,65802.8,62412.1,3390.7000000000044,-381.91976410336,False,True,LOW,2024-03-19 23:05:00+00:00
development,2024-03-20,2024-03-20 13:30:00+00:00,2024-03-20 20:00:00+00:00,2024-03-20 20:00:00+00:00,2024-03-21 00:00:00+00:00,66062.4,62057.7,4004.699999999997,312.17715765037514,True,False,HIGH,2024-03-20 20:10:00+00:00
development,2024-03-21,2024-03-21 13:30:00+00:00,2024-03-21 20:00:00+00:00,2024-03-21 20:00:00+00:00,2024-03-22 00:00:00+00:00,67663.9,64924.6,2739.2999999999956,40.68982738995253,False,True,LOW,2024-03-21 20:05:00+00:00
development,2024-03-22,2024-03-22 13:30:00+00:00,2024-03-22 20:00:00+00:00,2024-03-22 20:00:00+00:00,2024-03-23 00:00:00+00:00,64413.3,62614.5,1798.800000000003,-12.737179106019347,False,True,LOW,2024-03-22 21:40:00+00:00
development,2024-03-25,2024-03-25 13:30:00+00:00,2024-03-25 20:00:00+00:00,2024-03-25 20:00:00+00:00,2024-03-26 00:00:00+00:00,71063.6,66976.6,4087.0,-154.76009439647777,False,False,NO_BREAK,
development,2024-03-26,2024-03-26 13:30:00+00:00,2024-03-26 20:00:00+00:00,2024-03-26 20:00:00+00:00,2024-03-27 00:00:00+00:00,71021.9,69320.0,1701.8999999999942,74.92462947620515,False,False,NO_BREAK,
development,2024-03-27,2024-03-27 13:30:00+00:00,2024-03-27 20:00:00+00:00,2024-03-27 20:00:00+00:00,2024-03-28 00:00:00+00:00,71888.0,68364.8,3523.199999999997,120.05932377302742,False,False,NO_BREAK,
development,2024-03-28,2024-03-28 13:30:00+00:00,2024-03-28 20:00:00+00:00,2024-03-28 20:00:00+00:00,2024-03-29 00:00:00+00:00,71636.2,70455.6,1180.5999999999913,0.22587034195220568,False,False,NO_BREAK,
development,2024-03-29,2024-03-29 13:30:00+00:00,2024-03-29 20:00:00+00:00,2024-03-29 20:00:00+00:00,2024-03-30 00:00:00+00:00,70704.8,69000.0,1704.800000000003,26.262003284545088,False,False,NO_BREAK,
development,2024-04-01,2024-04-01 13:30:00+00:00,2024-04-01 20:00:00+00:00,2024-04-01 20:00:00+00:00,2024-04-02 00:00:00+00:00,70145.0,68103.3,2041.699999999997,2.554454365677472,False,False,NO_BREAK,
development,2024-04-02,2024-04-02 13:30:00+00:00,2024-04-02 20:00:00+00:00,2024-04-02 20:00:00+00:00,2024-04-03 00:00:00+00:00,66289.0,64603.2,1685.800000000003,-66.9479034615783,False,False,NO_BREAK,
development,2024-04-03,2024-04-03 13:30:00+00:00,2024-04-03 20:00:00+00:00,2024-04-03 20:00:00+00:00,2024-04-04 00:00:00+00:00,66940.0,65451.1,1488.9000000000015,26.307470652959797,False,False,NO_BREAK,
development,2024-04-04,2024-04-04 13:30:00+00:00,2024-04-04 20:00:00+00:00,2024-04-04 20:00:00+00:00,2024-04-05 00:00:00+00:00,69329.7,67058.0,2271.699999999997,0.8761183285410645,False,False,NO_BREAK,
development,2024-04-05,2024-04-05 13:30:00+00:00,2024-04-05 20:00:00+00:00,2024-04-05 20:00:00+00:00,2024-04-06 00:00:00+00:00,68585.9,66844.0,1741.8999999999942,63.16023738872411,False,False,NO_BREAK,
development,2024-04-08,2024-04-08 13:30:00+00:00,2024-04-08 20:00:00+00:00,2024-04-08 20:00:00+00:00,2024-04-09 00:00:00+00:00,72270.6,71276.0,994.6000000000058,-17.950821156067498,False,False,NO_BREAK,
development,2024-04-09,2024-04-09 13:30:00+00:00,2024-04-09 20:00:00+00:00,2024-04-09 20:00:00+00:00,2024-04-10 00:00:00+00:00,70986.8,68216.0,2770.800000000003,20.231833348780537,False,False,NO_BREAK,
development,2024-04-10,2024-04-10 13:30:00+00:00,2024-04-10 20:00:00+00:00,2024-04-10 20:00:00+00:00,2024-04-11 00:00:00+00:00,70130.0,67547.1,2582.899999999994,80.06240703476664,True,False,HIGH,2024-04-10 22:05:00+00:00
development,2024-04-11,2024-04-11 13:30:00+00:00,2024-04-11 20:00:00+00:00,2024-04-11 20:00:00+00:00,2024-04-12 00:00:00+00:00,70950.0,69592.6,1357.3999999999942,-61.7948597912088,False,False,NO_BREAK,
development,2024-04-12,2024-04-12 13:30:00+00:00,2024-04-12 20:00:00+00:00,2024-04-12 20:00:00+00:00,2024-04-13 00:00:00+00:00,70332.5,65102.0,5230.5,40.19884069414559,False,False,NO_BREAK,
development,2024-04-15,2024-04-15 13:30:00+00:00,2024-04-15 20:00:00+00:00,2024-04-15 20:00:00+00:00,2024-04-16 00:00:00+00:00,66369.7,62242.5,4127.199999999997,19.40891324310634,False,False,NO_BREAK,
development,2024-04-16,2024-04-16 13:30:00+00:00,2024-04-16 20:00:00+00:00,2024-04-16 20:00:00+00:00,2024-04-17 00:00:00+00:00,63297.6,61680.0,1617.5999999999985,171.33268145775426,True,False,HIGH,2024-04-16 21:20:00+00:00
development,2024-04-17,2024-04-17 13:30:00+00:00,2024-04-17 20:00:00+00:00,2024-04-17 20:00:00+00:00,2024-04-18 00:00:00+00:00,62957.2,59625.0,3332.199999999997,42.19872748048692,False,False,NO_BREAK,
development,2024-04-18,2024-04-18 13:30:00+00:00,2024-04-18 20:00:00+00:00,2024-04-18 20:00:00+00:00,2024-04-19 00:00:00+00:00,64100.0,61853.3,2246.699999999997,1.2137969301972973,False,False,NO_BREAK,
development,2024-04-19,2024-04-19 13:30:00+00:00,2024-04-19 20:00:00+00:00,2024-04-19 20:00:00+00:00,2024-04-20 00:00:00+00:00,65025.9,63477.5,1548.4000000000015,-80.83076234076336,False,True,LOW,2024-04-19 23:05:00+00:00
development,2024-04-22,2024-04-22 13:30:00+00:00,2024-04-22 20:00:00+00:00,2024-04-22 20:00:00+00:00,2024-04-23 00:00:00+00:00,66819.6,65600.7,1218.9000000000087,42.46897539085248,True,False,HIGH,2024-04-22 22:55:00+00:00
development,2024-04-23,2024-04-23 13:30:00+00:00,2024-04-23 20:00:00+00:00,2024-04-23 20:00:00+00:00,2024-04-24 00:00:00+00:00,67099.7,66034.5,1065.199999999997,-10.473110739601665,False,False,NO_BREAK,
development,2024-04-24,2024-04-24 13:30:00+00:00,2024-04-24 20:00:00+00:00,2024-04-24 20:00:00+00:00,2024-04-25 00:00:00+00:00,66269.2,63695.0,2574.199999999997,45.21519430651155,False,False,NO_BREAK,
development,2024-04-25,2024-04-25 13:30:00+00:00,2024-04-25 20:00:00+00:00,2024-04-25 20:00:00+00:00,2024-04-26 00:00:00+00:00,64995.7,62901.7,2094.0,-37.51452374477715,True,False,HIGH,2024-04-25 21:35:00+00:00
development,2024-04-26,2024-04-26 13:30:00+00:00,2024-04-26 20:00:00+00:00,2024-04-26 20:00:00+00:00,2024-04-27 00:00:00+00:00,64783.1,63291.5,1491.5999999999985,3.9545788373551716,False,False,NO_BREAK,
