partition,side,signal_ts,net_pnl_usd,swing_high,swing_low,swing_high_ts,swing_low_ts,range_known_ts,upper_test_candles,lower_test_candles,total_test_candles,ambiguous_both_candles,side_visits,side_switches,visit_sequence,true_swing_breakout
development,LONG,2024-01-29 00:00:00+00:00,-5.613146915958533,42836.0,41360.1,2024-01-28 04:00:00+00:00,2024-01-27 08:00:00+00:00,2024-01-28 12:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-01-29 12:00:00+00:00,19.654852884937917,42493.0,41600.0,2024-01-29 00:00:00+00:00,2024-01-28 20:00:00+00:00,2024-01-29 08:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-02-07 20:00:00+00:00,16.073290123470763,43378.8,42763.4,2024-02-06 16:00:00+00:00,2024-02-07 00:00:00+00:00,2024-02-07 08:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-02-09 00:00:00+00:00,17.590509593563077,44795.1,42763.4,2024-02-08 00:00:00+00:00,2024-02-07 00:00:00+00:00,2024-02-08 08:00:00+00:00,1,0,1,0,1,0,H,True
development,LONG,2024-02-10 12:00:00+00:00,4.841708023552838,48230.3,47020.1,2024-02-09 16:00:00+00:00,2024-02-09 20:00:00+00:00,2024-02-10 04:00:00+00:00,0,1,1,0,1,0,L,False
development,LONG,2024-02-10 20:00:00+00:00,5.794927575702946,48230.3,46836.4,2024-02-09 16:00:00+00:00,2024-02-10 08:00:00+00:00,2024-02-10 16:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-02-11 00:00:00+00:00,19.761755734001586,48230.3,46836.4,2024-02-09 16:00:00+00:00,2024-02-10 08:00:00+00:00,2024-02-10 16:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-02-14 08:00:00+00:00,35.62054994951654,49783.5,48301.0,2024-02-13 20:00:00+00:00,2024-02-13 16:00:00+00:00,2024-02-14 04:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-02-27 00:00:00+00:00,22.51606527160939,52050.0,50922.5,2024-02-25 20:00:00+00:00,2024-02-26 08:00:00+00:00,2024-02-26 16:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-02-28 04:00:00+00:00,23.05973149182079,57679.5,56231.0,2024-02-27 16:00:00+00:00,2024-02-27 16:00:00+00:00,2024-02-28 00:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-02-28 12:00:00+00:00,33.35737704918025,57679.5,56231.0,2024-02-27 16:00:00+00:00,2024-02-27 16:00:00+00:00,2024-02-28 00:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-03-04 08:00:00+00:00,18.51940306734108,64429.3,62299.0,2024-03-04 00:00:00+00:00,2024-03-04 00:00:00+00:00,2024-03-04 08:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-03-04 20:00:00+00:00,-11.260000146420357,64429.3,62299.0,2024-03-04 00:00:00+00:00,2024-03-04 00:00:00+00:00,2024-03-04 08:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-03-05 04:00:00+00:00,-17.468636955294034,64429.3,62299.0,2024-03-04 00:00:00+00:00,2024-03-04 00:00:00+00:00,2024-03-04 08:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2024-03-05 16:00:00+00:00,-45.92394983194385,68824.7,65021.1,2024-03-05 00:00:00+00:00,2024-03-05 04:00:00+00:00,2024-03-05 12:00:00+00:00,1,0,1,0,1,0,H,True
development,LONG,2024-03-06 08:00:00+00:00,-9.797645431623858,69350.0,59112.0,2024-03-05 12:00:00+00:00,2024-03-05 16:00:00+00:00,2024-03-06 00:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2024-03-06 20:00:00+00:00,-10.208250665376273,67729.5,64615.5,2024-03-06 08:00:00+00:00,2024-03-06 12:00:00+00:00,2024-03-06 20:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2024-03-07 20:00:00+00:00,-8.660804546134315,67729.5,65609.3,2024-03-06 08:00:00+00:00,2024-03-07 00:00:00+00:00,2024-03-07 08:00:00+00:00,2,0,2,0,1,0,H,False
development,LONG,2024-03-10 00:00:00+00:00,-7.230857704311633,68580.0,68050.0,2024-03-09 12:00:00+00:00,2024-03-09 16:00:00+00:00,2024-03-10 00:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-03-10 20:00:00+00:00,7.149078429837985,69999.8,68672.9,2024-03-10 08:00:00+00:00,2024-03-10 12:00:00+00:00,2024-03-10 20:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-03-11 04:00:00+00:00,-19.50524416663506,69999.8,68672.9,2024-03-10 08:00:00+00:00,2024-03-10 12:00:00+00:00,2024-03-10 20:00:00+00:00,0,1,1,0,1,0,L,True
development,SHORT,2024-03-15 00:00:00+00:00,-31.411045029736616,73881.4,68600.0,2024-03-14 04:00:00+00:00,2024-03-14 16:00:00+00:00,2024-03-15 00:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-04-08 08:00:00+00:00,-12.78399063922091,70395.0,68881.3,2024-04-07 16:00:00+00:00,2024-04-07 16:00:00+00:00,2024-04-08 00:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-04-09 04:00:00+00:00,13.16820514422058,72890.4,68881.3,2024-04-08 12:00:00+00:00,2024-04-07 16:00:00+00:00,2024-04-08 20:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-04-10 16:00:00+00:00,-11.347614314257116,69650.0,68514.0,2024-04-10 00:00:00+00:00,2024-04-10 00:00:00+00:00,2024-04-10 08:00:00+00:00,0,1,1,0,1,0,L,True
development,SHORT,2024-04-12 16:00:00+00:00,40.86213592232997,71297.0,69592.6,2024-04-12 04:00:00+00:00,2024-04-11 12:00:00+00:00,2024-04-12 12:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-04-14 04:00:00+00:00,-8.674644336143277,67954.0,59652.5,2024-04-13 12:00:00+00:00,2024-04-13 20:00:00+00:00,2024-04-14 04:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-04-14 20:00:00+00:00,-18.047399487014545,64891.6,59652.5,2024-04-14 08:00:00+00:00,2024-04-13 20:00:00+00:00,2024-04-14 16:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-04-15 16:00:00+00:00,24.55499439701976,66874.9,64649.2,2024-04-15 08:00:00+00:00,2024-04-15 04:00:00+00:00,2024-04-15 16:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-04-17 12:00:00+00:00,-22.65835351893024,64483.3,61680.0,2024-04-17 04:00:00+00:00,2024-04-16 16:00:00+00:00,2024-04-17 12:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-04-18 08:00:00+00:00,-14.2963924364241,62194.8,59625.0,2024-04-18 00:00:00+00:00,2024-04-17 16:00:00+00:00,2024-04-18 08:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-04-19 00:00:00+00:00,-14.105306758251324,64100.0,60763.8,2024-04-18 12:00:00+00:00,2024-04-18 04:00:00+00:00,2024-04-18 20:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-04-19 04:00:00+00:00,-22.23990886476178,64100.0,60763.8,2024-04-18 12:00:00+00:00,2024-04-18 04:00:00+00:00,2024-04-18 20:00:00+00:00,0,1,1,0,1,0,L,True
development,SHORT,2024-04-30 08:00:00+00:00,32.91192191205623,64700.0,61726.2,2024-04-30 00:00:00+00:00,2024-04-29 12:00:00+00:00,2024-04-30 08:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-05-01 04:00:00+00:00,-25.18862948401239,61063.2,59150.0,2024-04-30 20:00:00+00:00,2024-04-30 16:00:00+00:00,2024-05-01 04:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-05-03 12:00:00+00:00,43.25235103515597,59976.9,58594.4,2024-05-03 00:00:00+00:00,2024-05-02 20:00:00+00:00,2024-05-03 08:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-05-17 12:00:00+00:00,20.3846073911081,66800.0,64567.0,2024-05-16 12:00:00+00:00,2024-05-16 16:00:00+00:00,2024-05-17 00:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-05-20 16:00:00+00:00,-19.340947047352383,67750.0,65835.8,2024-05-19 08:00:00+00:00,2024-05-19 16:00:00+00:00,2024-05-20 00:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-05-23 16:00:00+00:00,-7.5379599072562975,70715.4,68736.8,2024-05-22 16:00:00+00:00,2024-05-22 20:00:00+00:00,2024-05-23 04:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-05-24 04:00:00+00:00,-6.003412351617432,68388.0,66156.6,2024-05-23 20:00:00+00:00,2024-05-23 20:00:00+00:00,2024-05-24 04:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-05-24 12:00:00+00:00,-10.552867341817306,68388.0,66156.6,2024-05-23 20:00:00+00:00,2024-05-23 20:00:00+00:00,2024-05-24 04:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-06-02 08:00:00+00:00,-6.799742252943597,67951.7,67661.9,2024-06-02 00:00:00+00:00,2024-06-02 00:00:00+00:00,2024-06-02 08:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-06-02 16:00:00+00:00,-3.9903278074062016,67951.7,67410.0,2024-06-02 00:00:00+00:00,2024-06-02 08:00:00+00:00,2024-06-02 16:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-06-03 00:00:00+00:00,11.191869179772397,68545.9,67296.3,2024-06-02 12:00:00+00:00,2024-06-02 16:00:00+00:00,2024-06-03 00:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-06-03 12:00:00+00:00,15.325771715721537,68545.9,67296.3,2024-06-02 12:00:00+00:00,2024-06-02 16:00:00+00:00,2024-06-03 00:00:00+00:00,1,0,1,0,1,0,H,True
development,SHORT,2024-06-07 16:00:00+00:00,27.99629830618068,71714.8,70101.9,2024-06-06 12:00:00+00:00,2024-06-06 20:00:00+00:00,2024-06-07 04:00:00+00:00,1,0,1,0,1,0,H,True
development,SHORT,2024-06-14 16:00:00+00:00,-8.086037832615123,68607.7,66471.3,2024-06-13 12:00:00+00:00,2024-06-14 00:00:00+00:00,2024-06-14 08:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-06-15 16:00:00+00:00,-2.0380901697958804,66421.5,66054.2,2024-06-15 04:00:00+00:00,2024-06-15 08:00:00+00:00,2024-06-15 16:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-06-16 08:00:00+00:00,-2.6716536736099856,66482.6,65801.0,2024-06-15 12:00:00+00:00,2024-06-15 20:00:00+00:00,2024-06-16 04:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2024-06-17 00:00:00+00:00,-5.80408671312187,66780.0,66012.1,2024-06-16 08:00:00+00:00,2024-06-16 04:00:00+00:00,2024-06-16 16:00:00+00:00,1,0,1,0,1,0,H,False
development,LONG,2024-06-17 16:00:00+00:00,-11.88640742618662,66960.3,66012.1,2024-06-16 20:00:00+00:00,2024-06-16 04:00:00+00:00,2024-06-17 04:00:00+00:00,0,1,1,0,1,0,L,False
development,SHORT,2024-06-18 00:00:00+00:00,16.155962666609526,67280.6,65094.9,2024-06-17 16:00:00+00:00,2024-06-17 12:00:00+00:00,2024-06-18 00:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2024-06-23 20:00:00+00:00,14.43980511085542,64414.0,64200.2,2024-06-23 08:00:00+00:00,2024-06-22 16:00:00+00:00,2024-06-23 16:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-06-24 08:00:00+00:00,-14.25957265501414,64414.0,64200.2,2024-06-23 08:00:00+00:00,2024-06-22 16:00:00+00:00,2024-06-23 16:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-06-30 20:00:00+00:00,-7.893694844828647,61798.2,61325.0,2024-06-30 04:00:00+00:00,2024-06-30 12:00:00+00:00,2024-06-30 20:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-07-03 00:00:00+00:00,20.832007398734653,63167.4,61800.0,2024-07-02 12:00:00+00:00,2024-07-02 16:00:00+00:00,2024-07-03 00:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-07-04 00:00:00+00:00,23.420322071873848,62278.2,59515.1,2024-07-03 00:00:00+00:00,2024-07-03 08:00:00+00:00,2024-07-03 16:00:00+00:00,0,1,1,0,1,0,L,True
development,SHORT,2024-07-05 00:00:00+00:00,-21.39712576542123,60500.0,56750.0,2024-07-04 00:00:00+00:00,2024-07-04 12:00:00+00:00,2024-07-04 20:00:00+00:00,0,1,1,0,1,0,L,True
development,LONG,2024-07-06 16:00:00+00:00,-6.321165247973148,56975.0,56000.0,2024-07-06 00:00:00+00:00,2024-07-06 04:00:00+00:00,2024-07-06 12:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-07-07 04:00:00+00:00,10.86176006417362,58472.0,56000.0,2024-07-06 20:00:00+00:00,2024-07-06 04:00:00+00:00,2024-07-07 04:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2024-07-07 20:00:00+00:00,-13.571893750783648,58472.0,56555.1,2024-07-06 20:00:00+00:00,2024-07-07 12:00:00+00:00,2024-07-07 20:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-07-08 08:00:00+00:00,-12.84458523591424,58472.0,54243.1,2024-07-06 20:00:00+00:00,2024-07-08 00:00:00+00:00,2024-07-08 08:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-07-08 20:00:00+00:00,8.614507889017476,58200.0,54890.0,2024-07-08 08:00:00+00:00,2024-07-08 12:00:00+00:00,2024-07-08 20:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-07-10 04:00:00+00:00,-7.140686706928124,58290.6,56862.9,2024-07-09 16:00:00+00:00,2024-07-09 12:00:00+00:00,2024-07-10 00:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-07-10 12:00:00+00:00,-8.086691028667259,59449.6,57315.9,2024-07-10 04:00:00+00:00,2024-07-10 00:00:00+00:00,2024-07-10 12:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-07-11 08:00:00+00:00,-6.612342989413477,58380.0,57030.0,2024-07-11 00:00:00+00:00,2024-07-11 00:00:00+00:00,2024-07-11 08:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-07-11 12:00:00+00:00,-21.28779216071712,58380.0,57030.0,2024-07-11 00:00:00+00:00,2024-07-11 00:00:00+00:00,2024-07-11 08:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-07-13 20:00:00+00:00,15.13725544539064,58900.0,57728.6,2024-07-13 08:00:00+00:00,2024-07-13 04:00:00+00:00,2024-07-13 16:00:00+00:00,1,0,1,0,1,0,H,True
development,LONG,2024-07-14 20:00:00+00:00,14.67421913570084,60397.2,59438.0,2024-07-14 08:00:00+00:00,2024-07-14 12:00:00+00:00,2024-07-14 20:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-07-15 00:00:00+00:00,31.45541375945633,60397.2,59438.0,2024-07-14 08:00:00+00:00,2024-07-14 12:00:00+00:00,2024-07-14 20:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-07-19 16:00:00+00:00,-10.263234974175903,64469.3,63371.4,2024-07-19 04:00:00+00:00,2024-07-19 08:00:00+00:00,2024-07-19 16:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-07-21 20:00:00+00:00,-6.990302034107321,67648.7,66560.0,2024-07-20 16:00:00+00:00,2024-07-21 04:00:00+00:00,2024-07-21 12:00:00+00:00,0,0,0,1,0,0,,True
development,SHORT,2024-07-22 04:00:00+00:00,-6.02115386904416,67648.7,65750.0,2024-07-20 16:00:00+00:00,2024-07-21 16:00:00+00:00,2024-07-22 00:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-07-22 16:00:00+00:00,-10.734547523521254,68459.7,65750.0,2024-07-22 00:00:00+00:00,2024-07-21 16:00:00+00:00,2024-07-22 08:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2024-07-23 04:00:00+00:00,13.775828964431314,68228.6,66538.6,2024-07-22 16:00:00+00:00,2024-07-22 12:00:00+00:00,2024-07-23 00:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2024-07-25 00:00:00+00:00,-12.358067169315468,67087.3,65450.8,2024-07-24 12:00:00+00:00,2024-07-24 00:00:00+00:00,2024-07-24 20:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-07-25 20:00:00+00:00,20.614702081401106,67087.3,63456.7,2024-07-24 12:00:00+00:00,2024-07-25 12:00:00+00:00,2024-07-25 20:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-07-27 12:00:00+00:00,-5.187720187905298,68278.8,66865.7,2024-07-27 04:00:00+00:00,2024-07-26 12:00:00+00:00,2024-07-27 12:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-07-29 00:00:00+00:00,-9.004635395705051,68300.0,67037.0,2024-07-28 16:00:00+00:00,2024-07-28 04:00:00+00:00,2024-07-29 00:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-07-29 12:00:00+00:00,29.1839558789609,69872.6,67037.0,2024-07-29 04:00:00+00:00,2024-07-28 04:00:00+00:00,2024-07-29 12:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2024-08-01 00:00:00+00:00,-7.532385269281394,66826.3,65459.4,2024-07-31 12:00:00+00:00,2024-07-31 04:00:00+00:00,2024-07-31 20:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-08-01 12:00:00+00:00,-16.575193901985294,66826.3,63559.5,2024-07-31 12:00:00+00:00,2024-08-01 04:00:00+00:00,2024-08-01 12:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-08-01 20:00:00+00:00,-15.837248388923742,64927.2,63559.5,2024-08-01 12:00:00+00:00,2024-08-01 04:00:00+00:00,2024-08-01 20:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-08-02 12:00:00+00:00,33.370023740604395,65650.0,62271.2,2024-08-01 20:00:00+00:00,2024-08-01 16:00:00+00:00,2024-08-02 04:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2024-08-04 12:00:00+00:00,33.36846752745472,61089.5,59800.0,2024-08-04 00:00:00+00:00,2024-08-03 20:00:00+00:00,2024-08-04 08:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-08-05 00:00:00+00:00,-41.45617852368925,61064.6,57040.0,2024-08-04 12:00:00+00:00,2024-08-04 16:00:00+00:00,2024-08-05 00:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-08-08 12:00:00+00:00,-23.52520730941425,57688.8,54519.8,2024-08-08 00:00:00+00:00,2024-08-07 20:00:00+00:00,2024-08-08 08:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-08-15 16:00:00+00:00,-25.11382834086222,61839.7,57679.6,2024-08-14 12:00:00+00:00,2024-08-15 04:00:00+00:00,2024-08-15 12:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-08-18 08:00:00+00:00,-5.319046595089683,60249.8,59122.1,2024-08-18 00:00:00+00:00,2024-08-17 20:00:00+00:00,2024-08-18 08:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2024-08-18 20:00:00+00:00,-12.87985531793916,60250.0,59214.0,2024-08-18 12:00:00+00:00,2024-08-18 04:00:00+00:00,2024-08-18 20:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-08-20 00:00:00+00:00,-10.833498106076243,60250.0,57750.0,2024-08-18 12:00:00+00:00,2024-08-19 08:00:00+00:00,2024-08-19 16:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-08-20 12:00:00+00:00,-18.575106364519463,61386.0,57750.0,2024-08-20 04:00:00+00:00,2024-08-19 08:00:00+00:00,2024-08-20 12:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-08-21 16:00:00+00:00,-18.260479930319583,59689.5,58728.9,2024-08-20 20:00:00+00:00,2024-08-21 00:00:00+00:00,2024-08-21 08:00:00+00:00,2,0,2,0,1,0,H,True
development,SHORT,2024-08-27 20:00:00+00:00,44.90819541832531,65175.4,61426.1,2024-08-25 20:00:00+00:00,2024-08-27 12:00:00+00:00,2024-08-27 20:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-09-06 12:00:00+00:00,-27.961868198385464,56836.7,55250.0,2024-09-06 00:00:00+00:00,2024-09-06 04:00:00+00:00,2024-09-06 12:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-09-09 16:00:00+00:00,30.106430938606835,55351.4,54557.0,2024-09-09 00:00:00+00:00,2024-09-09 04:00:00+00:00,2024-09-09 12:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-09-13 20:00:00+00:00,-7.580404987412348,58606.6,57594.0,2024-09-12 12:00:00+00:00,2024-09-13 12:00:00+00:00,2024-09-13 20:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-09-14 08:00:00+00:00,-4.169263121207956,60597.0,57594.0,2024-09-13 20:00:00+00:00,2024-09-13 12:00:00+00:00,2024-09-14 04:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-09-14 20:00:00+00:00,-2.2669566188990737,60597.0,59577.7,2024-09-13 20:00:00+00:00,2024-09-14 08:00:00+00:00,2024-09-14 16:00:00+00:00,0,1,1,0,1,0,L,False
development,SHORT,2024-09-15 20:00:00+00:00,13.300391705653904,60369.4,59360.1,2024-09-15 12:00:00+00:00,2024-09-14 16:00:00+00:00,2024-09-15 20:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-09-17 04:00:00+00:00,11.107105224133674,58397.9,57446.3,2024-09-16 20:00:00+00:00,2024-09-16 16:00:00+00:00,2024-09-17 04:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-09-17 12:00:00+00:00,36.59824908772564,58397.9,57446.3,2024-09-16 20:00:00+00:00,2024-09-16 16:00:00+00:00,2024-09-17 04:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-09-27 00:00:00+00:00,8.017766077933208,65800.0,62634.4,2024-09-26 16:00:00+00:00,2024-09-26 00:00:00+00:00,2024-09-27 00:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-09-27 12:00:00+00:00,-5.602799280323689,65800.0,64601.6,2024-09-26 16:00:00+00:00,2024-09-26 20:00:00+00:00,2024-09-27 04:00:00+00:00,1,0,1,0,1,0,H,True
development,SHORT,2024-09-30 00:00:00+00:00,15.851961964614146,65980.0,65400.0,2024-09-28 20:00:00+00:00,2024-09-29 04:00:00+00:00,2024-09-29 12:00:00+00:00,1,0,1,0,1,0,H,True
development,SHORT,2024-10-01 12:00:00+00:00,18.28917075788401,64092.6,62825.0,2024-10-01 04:00:00+00:00,2024-09-30 20:00:00+00:00,2024-10-01 12:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-10-01 20:00:00+00:00,-8.408825750657757,64092.6,62825.0,2024-10-01 04:00:00+00:00,2024-09-30 20:00:00+00:00,2024-10-01 12:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-10-02 08:00:00+00:00,-6.51212152932239,64092.6,60128.2,2024-10-01 04:00:00+00:00,2024-10-01 20:00:00+00:00,2024-10-02 04:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2024-10-02 16:00:00+00:00,-18.68609425650407,61926.7,60128.2,2024-10-02 04:00:00+00:00,2024-10-01 20:00:00+00:00,2024-10-02 12:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-10-04 16:00:00+00:00,11.249544734123385,61452.6,60434.1,2024-10-03 04:00:00+00:00,2024-10-04 00:00:00+00:00,2024-10-04 08:00:00+00:00,1,0,1,0,1,0,H,True
development,LONG,2024-10-07 00:00:00+00:00,-7.285635763727583,62961.5,61778.9,2024-10-06 16:00:00+00:00,2024-10-06 04:00:00+00:00,2024-10-07 00:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-10-07 20:00:00+00:00,18.723468820046783,64448.2,62621.9,2024-10-07 12:00:00+00:00,2024-10-07 08:00:00+00:00,2024-10-07 20:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-10-10 16:00:00+00:00,-11.481814968616488,61297.0,60251.9,2024-10-10 08:00:00+00:00,2024-10-09 20:00:00+00:00,2024-10-10 16:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-10-11 08:00:00+00:00,8.132861411741144,61297.0,58900.0,2024-10-10 08:00:00+00:00,2024-10-10 16:00:00+00:00,2024-10-11 00:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-10-11 12:00:00+00:00,17.700871130540932,61297.0,58900.0,2024-10-10 08:00:00+00:00,2024-10-10 16:00:00+00:00,2024-10-11 00:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-10-14 04:00:00+00:00,12.706912592202649,63462.6,62020.0,2024-10-12 12:00:00+00:00,2024-10-13 12:00:00+00:00,2024-10-13 20:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-10-15 00:00:00+00:00,-7.5135569008078384,66288.0,62420.0,2024-10-14 12:00:00+00:00,2024-10-14 00:00:00+00:00,2024-10-14 20:00:00+00:00,1,0,1,0,1,0,H,False
development,LONG,2024-10-15 12:00:00+00:00,18.131791189292493,66533.0,65200.1,2024-10-14 20:00:00+00:00,2024-10-15 04:00:00+00:00,2024-10-15 12:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-10-18 12:00:00+00:00,-8.26639499345071,68371.0,66600.0,2024-10-18 04:00:00+00:00,2024-10-17 12:00:00+00:00,2024-10-18 12:00:00+00:00,0,0,0,0,0,0,,True
development,SHORT,2024-10-21 12:00:00+00:00,14.3964046785502,69566.0,68176.7,2024-10-21 00:00:00+00:00,2024-10-20 12:00:00+00:00,2024-10-21 08:00:00+00:00,0,1,1,0,1,0,L,True
development,LONG,2024-10-23 20:00:00+00:00,4.811013799508834,67825.0,66613.0,2024-10-22 20:00:00+00:00,2024-10-22 12:00:00+00:00,2024-10-23 04:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-10-24 00:00:00+00:00,10.177041851272506,67825.0,65222.3,2024-10-22 20:00:00+00:00,2024-10-23 16:00:00+00:00,2024-10-24 00:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2024-10-25 04:00:00+00:00,-4.219796277531818,68842.5,66700.0,2024-10-24 20:00:00+00:00,2024-10-24 08:00:00+00:00,2024-10-25 04:00:00+00:00,0,0,0,0,0,0,,False
development,LONG,2024-10-25 08:00:00+00:00,-6.217283965124265,68842.5,66700.0,2024-10-24 20:00:00+00:00,2024-10-24 08:00:00+00:00,2024-10-25 04:00:00+00:00,0,0,0,0,0,0,,False
development,SHORT,2024-10-25 16:00:00+00:00,-8.404405490701917,68842.5,67222.4,2024-10-24 20:00:00+00:00,2024-10-25 04:00:00+00:00,2024-10-25 12:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-10-28 04:00:00+00:00,11.459002007447936,68306.1,67011.1,2024-10-27 20:00:00+00:00,2024-10-27 08:00:00+00:00,2024-10-28 04:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-10-28 20:00:00+00:00,6.171356264449823,68306.1,67584.2,2024-10-27 20:00:00+00:00,2024-10-28 04:00:00+00:00,2024-10-28 12:00:00+00:00,0,0,0,0,0,0,,True
development,LONG,2024-10-29 00:00:00+00:00,16.439754453145007,68306.1,67584.2,2024-10-27 20:00:00+00:00,2024-10-28 04:00:00+00:00,2024-10-28 12:00:00+00:00,0,0,0,0,0,0,,True
