partition,date_utc,signal_bar_start,signal_ts,session_end,H,L,range,k1_episode_bars,window_status,leave_bar_start,leave_ts,eligible_start,h2_bar_start,h2_ts,opposite_break_bar_start,opposite_break_ts,terminal_bar_start,window_id
development,2024-03-19,2024-03-19 19:25:00+00:00,2024-03-19 19:30:00+00:00,2024-03-19 20:00:00+00:00,3361.66,3205.03,156.62999999999965,1,NO_H2_BY_SESSION_END,2024-03-19 19:30:00+00:00,2024-03-19 19:35:00+00:00,2024-03-19 19:35:00+00:00,,,,,,development|2024-03-19|2024-03-19T19:30:00+00:00
development,2024-03-20,2024-03-20 13:35:00+00:00,2024-03-20 13:40:00+00:00,2024-03-20 20:00:00+00:00,3359.38,3207.02,152.36000000000013,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2024-03-20|2024-03-20T13:40:00+00:00
development,2024-03-27,2024-03-27 13:30:00+00:00,2024-03-27 13:35:00+00:00,2024-03-27 20:00:00+00:00,3666.0,3535.0,131.0,1,OPPOSITE_BREAK_BEFORE_H2,2024-03-27 13:35:00+00:00,2024-03-27 13:40:00+00:00,2024-03-27 13:40:00+00:00,,,2024-03-27 14:10:00+00:00,2024-03-27 14:15:00+00:00,2024-03-27 14:10:00+00:00,development|2024-03-27|2024-03-27T13:35:00+00:00
development,2024-03-28,2024-03-28 13:30:00+00:00,2024-03-28 13:35:00+00:00,2024-03-28 20:00:00+00:00,3597.61,3554.95,42.66000000000031,5,H2_ARRIVAL,2024-03-28 13:55:00+00:00,2024-03-28 14:00:00+00:00,2024-03-28 14:00:00+00:00,2024-03-28 14:05:00+00:00,2024-03-28 14:10:00+00:00,,,2024-03-28 14:05:00+00:00,development|2024-03-28|2024-03-28T13:35:00+00:00
development,2024-04-03,2024-04-03 14:05:00+00:00,2024-04-03 14:10:00+00:00,2024-04-03 20:00:00+00:00,3359.36,3291.04,68.32000000000016,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2024-04-03|2024-04-03T14:10:00+00:00
development,2024-04-04,2024-04-04 14:05:00+00:00,2024-04-04 14:10:00+00:00,2024-04-04 20:00:00+00:00,3383.0,3320.91,62.090000000000146,2,H2_ARRIVAL,2024-04-04 14:15:00+00:00,2024-04-04 14:20:00+00:00,2024-04-04 14:20:00+00:00,2024-04-04 14:40:00+00:00,2024-04-04 14:45:00+00:00,,,2024-04-04 14:40:00+00:00,development|2024-04-04|2024-04-04T14:10:00+00:00
development,2024-04-08,2024-04-08 17:55:00+00:00,2024-04-08 18:00:00+00:00,2024-04-08 20:00:00+00:00,3675.42,3472.09,203.32999999999993,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2024-04-08|2024-04-08T18:00:00+00:00
development,2024-04-10,2024-04-10 17:20:00+00:00,2024-04-10 17:25:00+00:00,2024-04-10 20:00:00+00:00,3543.94,3413.2,130.74000000000024,2,NO_H2_BY_SESSION_END,2024-04-10 17:30:00+00:00,2024-04-10 17:35:00+00:00,2024-04-10 17:35:00+00:00,,,,,,development|2024-04-10|2024-04-10T17:25:00+00:00
development,2024-05-01,2024-05-01 17:55:00+00:00,2024-05-01 18:00:00+00:00,2024-05-01 20:00:00+00:00,2932.7,2814.44,118.25999999999976,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2024-05-01|2024-05-01T18:00:00+00:00
development,2024-05-03,2024-05-03 13:30:00+00:00,2024-05-03 13:35:00+00:00,2024-05-03 20:00:00+00:00,3057.8,2956.86,100.94000000000005,2,H2_ARRIVAL,2024-05-03 13:40:00+00:00,2024-05-03 13:45:00+00:00,2024-05-03 13:45:00+00:00,2024-05-03 13:45:00+00:00,2024-05-03 13:50:00+00:00,,,2024-05-03 13:45:00+00:00,development|2024-05-03|2024-05-03T13:35:00+00:00
development,2024-05-15,2024-05-15 13:30:00+00:00,2024-05-15 13:35:00+00:00,2024-05-15 20:00:00+00:00,2971.15,2885.25,85.90000000000009,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2024-05-15|2024-05-15T13:35:00+00:00
development,2024-05-17,2024-05-17 14:25:00+00:00,2024-05-17 14:30:00+00:00,2024-05-17 20:00:00+00:00,3087.62,3016.15,71.4699999999998,2,H2_ARRIVAL,2024-05-17 14:35:00+00:00,2024-05-17 14:40:00+00:00,2024-05-17 14:40:00+00:00,2024-05-17 14:40:00+00:00,2024-05-17 14:45:00+00:00,,,2024-05-17 14:40:00+00:00,development|2024-05-17|2024-05-17T14:30:00+00:00
development,2024-05-21,2024-05-21 13:45:00+00:00,2024-05-21 13:50:00+00:00,2024-05-21 20:00:00+00:00,3830.53,3651.59,178.94000000000005,1,H2_ARRIVAL,2024-05-21 13:50:00+00:00,2024-05-21 13:55:00+00:00,2024-05-21 13:55:00+00:00,2024-05-21 14:35:00+00:00,2024-05-21 14:40:00+00:00,,,2024-05-21 14:35:00+00:00,development|2024-05-21|2024-05-21T13:50:00+00:00
development,2024-05-22,2024-05-22 16:10:00+00:00,2024-05-22 16:15:00+00:00,2024-05-22 20:00:00+00:00,3782.34,3655.0,127.34000000000015,1,H2_ARRIVAL,2024-05-22 16:15:00+00:00,2024-05-22 16:20:00+00:00,2024-05-22 16:20:00+00:00,2024-05-22 17:15:00+00:00,2024-05-22 17:20:00+00:00,,,2024-05-22 17:15:00+00:00,development|2024-05-22|2024-05-22T16:15:00+00:00
development,2024-05-24,2024-05-24 14:30:00+00:00,2024-05-24 14:35:00+00:00,2024-05-24 20:00:00+00:00,3728.58,3627.0,101.57999999999993,3,H2_ARRIVAL,2024-05-24 14:45:00+00:00,2024-05-24 14:50:00+00:00,2024-05-24 14:50:00+00:00,2024-05-24 15:00:00+00:00,2024-05-24 15:05:00+00:00,,,2024-05-24 15:00:00+00:00,development|2024-05-24|2024-05-24T14:35:00+00:00
development,2024-06-04,2024-06-04 13:40:00+00:00,2024-06-04 13:45:00+00:00,2024-06-04 20:00:00+00:00,3785.5,3743.15,42.34999999999991,2,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2024-06-04|2024-06-04T13:45:00+00:00
development,2024-06-21,2024-06-21 19:50:00+00:00,2024-06-21 19:55:00+00:00,2024-06-21 20:00:00+00:00,3531.5,3443.8,87.69999999999982,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2024-06-21|2024-06-21T19:55:00+00:00
development,2024-07-02,2024-07-02 13:40:00+00:00,2024-07-02 13:45:00+00:00,2024-07-02 20:00:00+00:00,3459.6,3431.68,27.920000000000073,1,OPPOSITE_BREAK_BEFORE_H2,2024-07-02 13:45:00+00:00,2024-07-02 13:50:00+00:00,2024-07-02 13:50:00+00:00,,,2024-07-02 14:10:00+00:00,2024-07-02 14:15:00+00:00,2024-07-02 14:10:00+00:00,development|2024-07-02|2024-07-02T13:45:00+00:00
development,2024-07-05,2024-07-05 15:05:00+00:00,2024-07-05 15:10:00+00:00,2024-07-05 20:00:00+00:00,2998.76,2821.84,176.92000000000007,1,H2_ARRIVAL,2024-07-05 15:10:00+00:00,2024-07-05 15:15:00+00:00,2024-07-05 15:15:00+00:00,2024-07-05 15:30:00+00:00,2024-07-05 15:35:00+00:00,,,2024-07-05 15:30:00+00:00,development|2024-07-05|2024-07-05T15:10:00+00:00
development,2024-07-15,2024-07-15 14:55:00+00:00,2024-07-15 15:00:00+00:00,2024-07-15 20:00:00+00:00,3371.98,3325.69,46.289999999999964,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2024-07-15|2024-07-15T15:00:00+00:00
development,2024-07-26,2024-07-26 14:10:00+00:00,2024-07-26 14:15:00+00:00,2024-07-26 20:00:00+00:00,3262.72,3227.7,35.01999999999998,2,OPPOSITE_BREAK_BEFORE_H2,2024-07-26 14:20:00+00:00,2024-07-26 14:25:00+00:00,2024-07-26 14:25:00+00:00,,,2024-07-26 14:30:00+00:00,2024-07-26 14:35:00+00:00,2024-07-26 14:30:00+00:00,development|2024-07-26|2024-07-26T14:15:00+00:00
development,2024-08-08,2024-08-08 16:00:00+00:00,2024-08-08 16:05:00+00:00,2024-08-08 20:00:00+00:00,2526.0,2407.08,118.92000000000007,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2024-08-08|2024-08-08T16:05:00+00:00
development,2024-08-12,2024-08-12 13:35:00+00:00,2024-08-12 13:40:00+00:00,2024-08-12 20:00:00+00:00,2698.85,2556.62,142.23000000000002,1,H2_ARRIVAL,2024-08-12 13:40:00+00:00,2024-08-12 13:45:00+00:00,2024-08-12 13:45:00+00:00,2024-08-12 14:35:00+00:00,2024-08-12 14:40:00+00:00,,,2024-08-12 14:35:00+00:00,development|2024-08-12|2024-08-12T13:40:00+00:00
development,2024-08-15,2024-08-15 13:35:00+00:00,2024-08-15 13:40:00+00:00,2024-08-15 20:00:00+00:00,2666.65,2604.29,62.36000000000013,1,H2_ARRIVAL,2024-08-15 13:40:00+00:00,2024-08-15 13:45:00+00:00,2024-08-15 13:45:00+00:00,2024-08-15 14:00:00+00:00,2024-08-15 14:05:00+00:00,,,2024-08-15 14:00:00+00:00,development|2024-08-15|2024-08-15T13:40:00+00:00
development,2024-08-29,2024-08-29 15:15:00+00:00,2024-08-29 15:20:00+00:00,2024-08-29 20:00:00+00:00,2580.8,2536.16,44.64000000000033,1,H2_ARRIVAL,2024-08-29 15:20:00+00:00,2024-08-29 15:25:00+00:00,2024-08-29 15:25:00+00:00,2024-08-29 15:25:00+00:00,2024-08-29 15:30:00+00:00,,,2024-08-29 15:25:00+00:00,development|2024-08-29|2024-08-29T15:20:00+00:00
development,2024-09-17,2024-09-17 13:30:00+00:00,2024-09-17 13:35:00+00:00,2024-09-17 20:00:00+00:00,2327.6,2301.15,26.449999999999818,1,H2_ARRIVAL,2024-09-17 13:35:00+00:00,2024-09-17 13:40:00+00:00,2024-09-17 13:40:00+00:00,2024-09-17 14:10:00+00:00,2024-09-17 14:15:00+00:00,,,2024-09-17 14:10:00+00:00,development|2024-09-17|2024-09-17T13:35:00+00:00
development,2024-09-18,2024-09-18 18:00:00+00:00,2024-09-18 18:05:00+00:00,2024-09-18 20:00:00+00:00,2328.66,2275.25,53.409999999999854,2,H2_ARRIVAL,2024-09-18 18:10:00+00:00,2024-09-18 18:15:00+00:00,2024-09-18 18:15:00+00:00,2024-09-18 18:15:00+00:00,2024-09-18 18:20:00+00:00,,,2024-09-18 18:15:00+00:00,development|2024-09-18|2024-09-18T18:05:00+00:00
development,2024-10-07,2024-10-07 14:10:00+00:00,2024-10-07 14:15:00+00:00,2024-10-07 20:00:00+00:00,2489.18,2436.48,52.69999999999982,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2024-10-07|2024-10-07T14:15:00+00:00
development,2024-10-08,2024-10-08 13:35:00+00:00,2024-10-08 13:40:00+00:00,2024-10-08 20:00:00+00:00,2441.97,2416.36,25.609999999999673,2,H2_ARRIVAL,2024-10-08 13:45:00+00:00,2024-10-08 13:50:00+00:00,2024-10-08 13:50:00+00:00,2024-10-08 13:50:00+00:00,2024-10-08 13:55:00+00:00,,,2024-10-08 13:50:00+00:00,development|2024-10-08|2024-10-08T13:40:00+00:00
development,2024-10-15,2024-10-15 13:40:00+00:00,2024-10-15 13:45:00+00:00,2024-10-15 20:00:00+00:00,2622.23,2580.0,42.23000000000002,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2024-10-15|2024-10-15T13:45:00+00:00
development,2024-10-25,2024-10-25 13:55:00+00:00,2024-10-25 14:00:00+00:00,2024-10-25 20:00:00+00:00,2553.2,2476.79,76.40999999999985,2,H2_ARRIVAL,2024-10-25 14:05:00+00:00,2024-10-25 14:10:00+00:00,2024-10-25 14:10:00+00:00,2024-10-25 14:10:00+00:00,2024-10-25 14:15:00+00:00,,,2024-10-25 14:10:00+00:00,development|2024-10-25|2024-10-25T14:00:00+00:00
development,2024-11-08,2024-11-08 13:45:00+00:00,2024-11-08 13:50:00+00:00,2024-11-08 20:00:00+00:00,2943.38,2893.63,49.75,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2024-11-08|2024-11-08T13:50:00+00:00
development,2024-11-18,2024-11-18 15:40:00+00:00,2024-11-18 15:45:00+00:00,2024-11-18 20:00:00+00:00,3143.55,3051.5,92.05000000000018,2,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2024-11-18|2024-11-18T15:45:00+00:00
development,2024-11-21,2024-11-21 14:05:00+00:00,2024-11-21 14:10:00+00:00,2024-11-21 20:00:00+00:00,3370.0,3120.14,249.86000000000013,3,H2_ARRIVAL,2024-11-21 14:20:00+00:00,2024-11-21 14:25:00+00:00,2024-11-21 14:25:00+00:00,2024-11-21 18:55:00+00:00,2024-11-21 19:00:00+00:00,,,2024-11-21 18:55:00+00:00,development|2024-11-21|2024-11-21T14:10:00+00:00
development,2024-11-29,2024-11-29 14:00:00+00:00,2024-11-29 14:05:00+00:00,2024-11-29 20:00:00+00:00,3618.0,3547.58,70.42000000000007,1,H2_ARRIVAL,2024-11-29 14:05:00+00:00,2024-11-29 14:10:00+00:00,2024-11-29 14:10:00+00:00,2024-11-29 14:35:00+00:00,2024-11-29 14:40:00+00:00,,,2024-11-29 14:35:00+00:00,development|2024-11-29|2024-11-29T14:05:00+00:00
development,2024-12-13,2024-12-13 13:50:00+00:00,2024-12-13 13:55:00+00:00,2024-12-13 20:00:00+00:00,3931.47,3870.85,60.61999999999989,1,H2_ARRIVAL,2024-12-13 13:55:00+00:00,2024-12-13 14:00:00+00:00,2024-12-13 14:00:00+00:00,2024-12-13 14:05:00+00:00,2024-12-13 14:10:00+00:00,,,2024-12-13 14:05:00+00:00,development|2024-12-13|2024-12-13T13:55:00+00:00
development,2024-12-16,2024-12-16 17:05:00+00:00,2024-12-16 17:10:00+00:00,2024-12-16 20:00:00+00:00,3975.29,3882.22,93.07000000000016,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2024-12-16|2024-12-16T17:10:00+00:00
development,2024-12-20,2024-12-20 15:20:00+00:00,2024-12-20 15:25:00+00:00,2024-12-20 20:00:00+00:00,3390.45,3100.0,290.4499999999998,1,H2_ARRIVAL,2024-12-20 15:25:00+00:00,2024-12-20 15:30:00+00:00,2024-12-20 15:30:00+00:00,2024-12-20 15:30:00+00:00,2024-12-20 15:35:00+00:00,,,2024-12-20 15:30:00+00:00,development|2024-12-20|2024-12-20T15:25:00+00:00
development,2024-12-31,2024-12-31 13:45:00+00:00,2024-12-31 13:50:00+00:00,2024-12-31 20:00:00+00:00,3433.73,3351.53,82.19999999999982,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,development|2024-12-31|2024-12-31T13:50:00+00:00
external,2020-01-01,2020-01-01 14:20:00+00:00,2020-01-01 14:25:00+00:00,2020-01-01 20:00:00+00:00,131.97,129.75,2.219999999999999,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-01-01|2020-01-01T14:25:00+00:00
external,2020-01-10,2020-01-10 14:40:00+00:00,2020-01-10 14:45:00+00:00,2020-01-10 20:00:00+00:00,139.99,135.3,4.689999999999998,1,H2_ARRIVAL,2020-01-10 14:45:00+00:00,2020-01-10 14:50:00+00:00,2020-01-10 14:50:00+00:00,2020-01-10 14:50:00+00:00,2020-01-10 14:55:00+00:00,,,2020-01-10 14:50:00+00:00,external|2020-01-10|2020-01-10T14:45:00+00:00
external,2020-01-14,2020-01-14 13:50:00+00:00,2020-01-14 13:55:00+00:00,2020-01-14 20:00:00+00:00,153.4,149.0,4.400000000000006,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-01-14|2020-01-14T13:55:00+00:00
external,2020-01-21,2020-01-21 13:35:00+00:00,2020-01-21 13:40:00+00:00,2020-01-21 20:00:00+00:00,168.81,166.06,2.75,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-01-21|2020-01-21T13:40:00+00:00
external,2020-01-24,2020-01-24 14:10:00+00:00,2020-01-24 14:15:00+00:00,2020-01-24 20:00:00+00:00,162.15,155.72,6.430000000000007,1,H2_ARRIVAL,2020-01-24 14:15:00+00:00,2020-01-24 14:20:00+00:00,2020-01-24 14:20:00+00:00,2020-01-24 14:30:00+00:00,2020-01-24 14:35:00+00:00,,,2020-01-24 14:30:00+00:00,external|2020-01-24|2020-01-24T14:15:00+00:00
external,2020-01-27,2020-01-27 13:30:00+00:00,2020-01-27 13:35:00+00:00,2020-01-27 20:00:00+00:00,170.3,165.28,5.02000000000001,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-01-27|2020-01-27T13:35:00+00:00
external,2020-02-04,2020-02-04 15:15:00+00:00,2020-02-04 15:20:00+00:00,2020-02-04 20:00:00+00:00,188.6,184.71,3.8899999999999864,1,H2_ARRIVAL,2020-02-04 15:20:00+00:00,2020-02-04 15:25:00+00:00,2020-02-04 15:25:00+00:00,2020-02-04 15:40:00+00:00,2020-02-04 15:45:00+00:00,,,2020-02-04 15:40:00+00:00,external|2020-02-04|2020-02-04T15:20:00+00:00
external,2020-02-05,2020-02-05 15:45:00+00:00,2020-02-05 15:50:00+00:00,2020-02-05 20:00:00+00:00,199.0,190.53,8.469999999999999,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-02-05|2020-02-05T15:50:00+00:00
external,2020-02-14,2020-02-14 14:10:00+00:00,2020-02-14 14:15:00+00:00,2020-02-14 20:00:00+00:00,273.72,262.67,11.050000000000011,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-02-14|2020-02-14T14:15:00+00:00
external,2020-02-17,2020-02-17 14:50:00+00:00,2020-02-17 14:55:00+00:00,2020-02-17 20:00:00+00:00,254.0,243.0,11.0,1,H2_ARRIVAL,2020-02-17 14:55:00+00:00,2020-02-17 15:00:00+00:00,2020-02-17 15:00:00+00:00,2020-02-17 15:00:00+00:00,2020-02-17 15:05:00+00:00,,,2020-02-17 15:00:00+00:00,external|2020-02-17|2020-02-17T14:55:00+00:00
external,2020-02-18,2020-02-18 15:00:00+00:00,2020-02-18 15:05:00+00:00,2020-02-18 20:00:00+00:00,269.17,258.78,10.390000000000043,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-02-18|2020-02-18T15:05:00+00:00
external,2020-02-19,2020-02-19 16:15:00+00:00,2020-02-19 16:20:00+00:00,2020-02-19 20:00:00+00:00,283.46,274.54,8.919999999999959,1,H2_ARRIVAL,2020-02-19 16:20:00+00:00,2020-02-19 16:25:00+00:00,2020-02-19 16:25:00+00:00,2020-02-19 17:05:00+00:00,2020-02-19 17:10:00+00:00,,,2020-02-19 17:05:00+00:00,external|2020-02-19|2020-02-19T16:20:00+00:00
external,2020-03-02,2020-03-02 13:35:00+00:00,2020-03-02 13:40:00+00:00,2020-03-02 20:00:00+00:00,228.0,219.83,8.169999999999987,1,H2_ARRIVAL,2020-03-02 13:40:00+00:00,2020-03-02 13:45:00+00:00,2020-03-02 13:45:00+00:00,2020-03-02 14:00:00+00:00,2020-03-02 14:05:00+00:00,,,2020-03-02 14:00:00+00:00,external|2020-03-02|2020-03-02T13:40:00+00:00
external,2020-03-16,2020-03-16 14:25:00+00:00,2020-03-16 14:30:00+00:00,2020-03-16 20:00:00+00:00,111.98,100.11,11.870000000000005,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-03-16|2020-03-16T14:30:00+00:00
external,2020-03-31,2020-03-31 15:15:00+00:00,2020-03-31 15:20:00+00:00,2020-03-31 20:00:00+00:00,133.26,131.0,2.259999999999991,1,H2_ARRIVAL,2020-03-31 15:20:00+00:00,2020-03-31 15:25:00+00:00,2020-03-31 15:25:00+00:00,2020-03-31 19:50:00+00:00,2020-03-31 19:55:00+00:00,,,2020-03-31 19:50:00+00:00,external|2020-03-31|2020-03-31T15:20:00+00:00
external,2020-04-06,2020-04-06 13:30:00+00:00,2020-04-06 13:35:00+00:00,2020-04-06 20:00:00+00:00,158.4,149.06,9.340000000000003,1,H2_ARRIVAL,2020-04-06 13:35:00+00:00,2020-04-06 13:40:00+00:00,2020-04-06 13:40:00+00:00,2020-04-06 15:40:00+00:00,2020-04-06 15:45:00+00:00,,,2020-04-06 15:40:00+00:00,external|2020-04-06|2020-04-06T13:35:00+00:00
external,2020-04-08,2020-04-08 17:05:00+00:00,2020-04-08 17:10:00+00:00,2020-04-08 20:00:00+00:00,171.05,165.99,5.060000000000002,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-04-08|2020-04-08T17:10:00+00:00
external,2020-04-21,2020-04-21 14:30:00+00:00,2020-04-21 14:35:00+00:00,2020-04-21 20:00:00+00:00,173.36,167.92,5.440000000000026,1,NO_H2_BY_SESSION_END,2020-04-21 14:35:00+00:00,2020-04-21 14:40:00+00:00,2020-04-21 14:40:00+00:00,,,,,,external|2020-04-21|2020-04-21T14:35:00+00:00
external,2020-04-22,2020-04-22 13:30:00+00:00,2020-04-22 13:35:00+00:00,2020-04-22 20:00:00+00:00,179.58,174.12,5.460000000000008,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-04-22|2020-04-22T13:35:00+00:00
external,2020-05-20,2020-05-20 13:50:00+00:00,2020-05-20 13:55:00+00:00,2020-05-20 20:00:00+00:00,214.49,212.63,1.8600000000000136,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-05-20|2020-05-20T13:55:00+00:00
external,2020-05-22,2020-05-22 15:20:00+00:00,2020-05-22 15:25:00+00:00,2020-05-22 20:00:00+00:00,204.4,200.7,3.700000000000017,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-05-22|2020-05-22T15:25:00+00:00
external,2020-06-01,2020-06-01 14:45:00+00:00,2020-06-01 14:50:00+00:00,2020-06-01 20:00:00+00:00,240.7,234.72,5.97999999999999,1,NO_H2_BY_SESSION_END,2020-06-01 14:50:00+00:00,2020-06-01 14:55:00+00:00,2020-06-01 14:55:00+00:00,,,,,,external|2020-06-01|2020-06-01T14:50:00+00:00
external,2020-06-10,2020-06-10 13:35:00+00:00,2020-06-10 13:40:00+00:00,2020-06-10 20:00:00+00:00,243.96,242.5,1.460000000000008,1,H2_ARRIVAL,2020-06-10 13:40:00+00:00,2020-06-10 13:45:00+00:00,2020-06-10 13:45:00+00:00,2020-06-10 18:10:00+00:00,2020-06-10 18:15:00+00:00,,,2020-06-10 18:10:00+00:00,external|2020-06-10|2020-06-10T13:40:00+00:00
external,2020-06-12,2020-06-12 13:40:00+00:00,2020-06-12 13:45:00+00:00,2020-06-12 20:00:00+00:00,237.89,235.42,2.469999999999999,2,H2_ARRIVAL,2020-06-12 13:50:00+00:00,2020-06-12 13:55:00+00:00,2020-06-12 13:55:00+00:00,2020-06-12 13:55:00+00:00,2020-06-12 14:00:00+00:00,,,2020-06-12 13:55:00+00:00,external|2020-06-12|2020-06-12T13:45:00+00:00
external,2020-06-23,2020-06-23 15:35:00+00:00,2020-06-23 15:40:00+00:00,2020-06-23 20:00:00+00:00,244.2,241.41,2.789999999999992,2,H2_ARRIVAL,2020-06-23 15:45:00+00:00,2020-06-23 15:50:00+00:00,2020-06-23 15:50:00+00:00,2020-06-23 15:55:00+00:00,2020-06-23 16:00:00+00:00,,,2020-06-23 15:55:00+00:00,external|2020-06-23|2020-06-23T15:40:00+00:00
external,2020-06-29,2020-06-29 17:25:00+00:00,2020-06-29 17:30:00+00:00,2020-06-29 20:00:00+00:00,225.3,221.11,4.189999999999998,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-06-29|2020-06-29T17:30:00+00:00
external,2020-07-01,2020-07-01 13:40:00+00:00,2020-07-01 13:45:00+00:00,2020-07-01 20:00:00+00:00,229.13,225.49,3.6399999999999864,1,H2_ARRIVAL,2020-07-01 13:45:00+00:00,2020-07-01 13:50:00+00:00,2020-07-01 13:50:00+00:00,2020-07-01 14:30:00+00:00,2020-07-01 14:35:00+00:00,,,2020-07-01 14:30:00+00:00,external|2020-07-01|2020-07-01T13:45:00+00:00
external,2020-07-08,2020-07-08 13:45:00+00:00,2020-07-08 13:50:00+00:00,2020-07-08 20:00:00+00:00,244.78,240.13,4.650000000000006,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-07-08|2020-07-08T13:50:00+00:00
external,2020-07-10,2020-07-10 15:15:00+00:00,2020-07-10 15:20:00+00:00,2020-07-10 20:00:00+00:00,240.45,237.89,2.5600000000000023,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-07-10|2020-07-10T15:20:00+00:00
external,2020-07-14,2020-07-14 17:45:00+00:00,2020-07-14 17:50:00+00:00,2020-07-14 20:00:00+00:00,241.55,237.73,3.8200000000000216,1,H2_ARRIVAL,2020-07-14 17:50:00+00:00,2020-07-14 17:55:00+00:00,2020-07-14 17:55:00+00:00,2020-07-14 19:50:00+00:00,2020-07-14 19:55:00+00:00,,,2020-07-14 19:50:00+00:00,external|2020-07-14|2020-07-14T17:50:00+00:00
external,2020-07-16,2020-07-16 15:20:00+00:00,2020-07-16 15:25:00+00:00,2020-07-16 20:00:00+00:00,233.29,230.17,3.1200000000000045,3,H2_ARRIVAL,2020-07-16 15:35:00+00:00,2020-07-16 15:40:00+00:00,2020-07-16 15:40:00+00:00,2020-07-16 16:05:00+00:00,2020-07-16 16:10:00+00:00,,,2020-07-16 16:05:00+00:00,external|2020-07-16|2020-07-16T15:25:00+00:00
external,2020-07-31,2020-07-31 14:50:00+00:00,2020-07-31 14:55:00+00:00,2020-07-31 20:00:00+00:00,347.15,336.5,10.649999999999977,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-07-31|2020-07-31T14:55:00+00:00
external,2020-08-05,2020-08-05 16:20:00+00:00,2020-08-05 16:25:00+00:00,2020-08-05 20:00:00+00:00,402.11,389.5,12.610000000000014,1,NO_H2_BY_SESSION_END,2020-08-05 16:25:00+00:00,2020-08-05 16:30:00+00:00,2020-08-05 16:30:00+00:00,,,,,,external|2020-08-05|2020-08-05T16:25:00+00:00
external,2020-08-17,2020-08-17 14:00:00+00:00,2020-08-17 14:05:00+00:00,2020-08-17 20:00:00+00:00,433.22,422.6,10.620000000000005,1,H2_ARRIVAL,2020-08-17 14:05:00+00:00,2020-08-17 14:10:00+00:00,2020-08-17 14:10:00+00:00,2020-08-17 15:45:00+00:00,2020-08-17 15:50:00+00:00,,,2020-08-17 15:45:00+00:00,external|2020-08-17|2020-08-17T14:05:00+00:00
external,2020-08-20,2020-08-20 13:35:00+00:00,2020-08-20 13:40:00+00:00,2020-08-20 20:00:00+00:00,412.23,403.5,8.730000000000018,1,H2_ARRIVAL,2020-08-20 13:40:00+00:00,2020-08-20 13:45:00+00:00,2020-08-20 13:45:00+00:00,2020-08-20 13:55:00+00:00,2020-08-20 14:00:00+00:00,,,2020-08-20 13:55:00+00:00,external|2020-08-20|2020-08-20T13:40:00+00:00
external,2020-08-27,2020-08-27 13:30:00+00:00,2020-08-27 13:35:00+00:00,2020-08-27 20:00:00+00:00,395.49,381.02,14.470000000000027,1,OPPOSITE_BREAK_BEFORE_H2,2020-08-27 13:35:00+00:00,2020-08-27 13:40:00+00:00,2020-08-27 13:40:00+00:00,,,2020-08-27 16:55:00+00:00,2020-08-27 17:00:00+00:00,2020-08-27 16:55:00+00:00,external|2020-08-27|2020-08-27T13:35:00+00:00
