role,partition,dev_block,execution_start,parent_entry_ts,parent_exit_ts,parent_pnl,parent_pnl_5bps,loss_class,latent_target_recovered,latent_recovery_min,latent_target_visit,latent_target_visit_start,latent_target_visit_entry_eligible,visit_count_through_watch
CENTRAL,reference_validation,,2026-05-10 18:00:00+00:00,2026-05-10 18:00:00+00:00,2026-05-11 05:55:00+00:00,-4.301409618573782,-4.551409618573782,L1_NEVER_BREAK_TIME,True,610.0,9.0,2026-05-11 15:55:00+00:00,True,9
CENTRAL,reference_validation,,2026-05-11 18:00:00+00:00,2026-05-11 18:05:00+00:00,2026-05-12 05:55:00+00:00,-7.502296621414716,-7.752296621414717,L1_NEVER_BREAK_TIME,False,,,,False,3
CENTRAL,reference_validation,,2026-05-12 18:00:00+00:00,2026-05-13 01:20:00+00:00,2026-05-13 01:55:00+00:00,-0.4201680672268892,-0.6701680672268893,L4_BREAK_FAIL_30M,True,155.0,4.0,2026-05-13 03:25:00+00:00,True,9
CENTRAL,reference_validation,,2026-05-15 18:00:00+00:00,2026-05-15 18:00:00+00:00,2026-05-15 18:10:00+00:00,-0.2781486426345902,-0.5281486426345903,L2_BREAK_FAST_FAIL_5M,False,,,,False,2
CENTRAL,reference_validation,,2026-05-16 18:00:00+00:00,2026-05-16 18:50:00+00:00,2026-05-17 01:25:00+00:00,-5.4078932228742165,-5.6578932228742165,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,13
CENTRAL,reference_validation,,2026-05-17 18:00:00+00:00,2026-05-17 19:40:00+00:00,2026-05-17 20:20:00+00:00,-0.2308402585411428,-0.4808402585411429,L4_BREAK_FAIL_30M,False,,,,False,3
CENTRAL,reference_validation,,2026-05-20 18:00:00+00:00,2026-05-21 04:05:00+00:00,2026-05-21 05:55:00+00:00,-3.388856978747856,-3.6388569787478566,L1_NEVER_BREAK_TIME,False,,,,False,4
CENTRAL,reference_validation,,2026-05-24 18:00:00+00:00,2026-05-25 05:05:00+00:00,2026-05-25 05:25:00+00:00,-0.407071411956339,-0.657071411956339,L2_BREAK_FAST_FAIL_5M,False,,,,False,14
CENTRAL,reference_validation,,2026-05-28 18:00:00+00:00,2026-05-28 18:00:00+00:00,2026-05-28 18:30:00+00:00,-0.1815760803776656,-0.4315760803776656,L4_BREAK_FAIL_30M,False,,,,False,4
CENTRAL,reference_validation,,2026-05-31 18:00:00+00:00,2026-05-31 23:00:00+00:00,2026-06-01 05:55:00+00:00,-5.862444095249608,-6.112444095249608,L1_NEVER_BREAK_TIME,False,,,,False,5
CENTRAL,reference_validation,,2026-06-01 18:00:00+00:00,2026-06-01 19:35:00+00:00,2026-06-01 19:50:00+00:00,-0.3694581280788145,-0.6194581280788145,L3_BREAK_FAST_FAIL_10M,False,,,,False,4
CENTRAL,reference_validation,,2026-06-08 18:00:00+00:00,2026-06-08 19:25:00+00:00,2026-06-09 00:25:00+00:00,-13.35202124520507,-13.602021245205073,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,2
CENTRAL,reference_validation,,2026-06-11 18:00:00+00:00,2026-06-11 18:00:00+00:00,2026-06-12 05:55:00+00:00,-3.499106611077996,-3.749106611077996,L1_NEVER_BREAK_TIME,True,545.0,8.0,2026-06-12 14:25:00+00:00,True,8
CENTRAL,reference_validation,,2026-06-14 18:00:00+00:00,2026-06-14 20:30:00+00:00,2026-06-14 21:00:00+00:00,-0.2949852507374007,-0.5449852507374007,L4_BREAK_FAIL_30M,True,15.0,1.0,2026-06-14 20:30:00+00:00,False,1
CENTRAL,reference_validation,,2026-06-16 18:00:00+00:00,2026-06-16 18:00:00+00:00,2026-06-17 05:55:00+00:00,-4.51056954355733,-4.76056954355733,L1_NEVER_BREAK_TIME,False,,,,False,3
CENTRAL,reference_validation,,2026-06-21 18:00:00+00:00,2026-06-22 01:25:00+00:00,2026-06-22 03:10:00+00:00,-8.48930481283422,-8.73930481283422,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,3
CENTRAL,reference_validation,,2026-06-26 18:00:00+00:00,2026-06-26 19:30:00+00:00,2026-06-26 19:50:00+00:00,-1.224323221330481,-1.474323221330481,L4_BREAK_FAIL_30M,False,,,,False,2
CENTRAL,reference_validation,,2026-06-30 18:00:00+00:00,2026-07-01 01:35:00+00:00,2026-07-01 01:50:00+00:00,-1.1474082073434366,-1.3974082073434366,L2_BREAK_FAST_FAIL_5M,True,40.0,3.0,2026-07-01 02:10:00+00:00,True,3
CENTRAL,reference_validation,,2026-07-01 18:00:00+00:00,2026-07-01 21:30:00+00:00,2026-07-01 22:05:00+00:00,-0.0638977635782911,-0.3138977635782911,L4_BREAK_FAIL_30M,True,685.0,9.0,2026-07-02 08:30:00+00:00,True,9
CENTRAL,reference_validation,,2026-07-02 18:00:00+00:00,2026-07-03 01:35:00+00:00,2026-07-03 01:45:00+00:00,-0.4907975460122782,-0.7407975460122782,L2_BREAK_FAST_FAIL_5M,False,,,,False,6
CENTRAL,reference_validation,,2026-07-03 18:00:00+00:00,2026-07-03 18:55:00+00:00,2026-07-03 19:15:00+00:00,-0.2436053593178333,-0.4936053593178333,L3_BREAK_FAST_FAIL_10M,True,20.0,1.0,2026-07-03 18:55:00+00:00,False,3
CENTRAL,reference_validation,,2026-07-08 18:00:00+00:00,2026-07-08 23:50:00+00:00,2026-07-09 00:10:00+00:00,-0.2575660012878455,-0.5075660012878456,L4_BREAK_FAIL_30M,True,55.0,2.0,2026-07-09 00:45:00+00:00,True,6
CENTRAL,reference_validation,,2026-07-12 18:00:00+00:00,2026-07-12 19:50:00+00:00,2026-07-12 22:05:00+00:00,-6.821984811430037,-7.071984811430037,L0_NEVER_BREAK_REFERENCE_INVALIDATION,True,125.0,2.0,2026-07-13 00:10:00+00:00,True,2
CENTRAL,reference_validation,,2026-07-14 18:00:00+00:00,2026-07-15 04:45:00+00:00,2026-07-15 05:00:00+00:00,-0.1923076923077138,-0.4423076923077138,L2_BREAK_FAST_FAIL_5M,True,90.0,2.0,2026-07-15 05:50:00+00:00,True,4
CENTRAL,reference_validation,,2026-07-18 18:00:00+00:00,2026-07-18 18:00:00+00:00,2026-07-18 18:10:00+00:00,-0.5307151386493292,-0.7807151386493292,L2_BREAK_FAST_FAIL_5M,True,460.0,6.0,2026-07-18 21:50:00+00:00,True,6
CENTRAL,reference_validation,,2026-07-19 18:00:00+00:00,2026-07-20 00:10:00+00:00,2026-07-20 00:35:00+00:00,-0.3912873353332791,-0.6412873353332791,L4_BREAK_FAIL_30M,True,30.0,1.0,2026-07-20 00:10:00+00:00,False,7
CENTRAL,reference_validation,,2026-07-20 18:00:00+00:00,2026-07-20 18:00:00+00:00,2026-07-20 18:40:00+00:00,-0.0641766140417887,-0.3141766140417887,L5_BREAK_FAIL_LATE,True,715.0,6.0,2026-07-21 02:30:00+00:00,True,6
CENTRAL,reference_validation,,2026-07-24 18:00:00+00:00,2026-07-25 03:25:00+00:00,2026-07-25 05:55:00+00:00,-2.0875420875420825,-2.337542087542083,L1_NEVER_BREAK_TIME,True,685.0,5.0,2026-07-25 16:35:00+00:00,True,5
CLOCK_SUPPORT,external,,2020-09-16 17:00:00+00:00,2020-09-17 01:05:00+00:00,2020-09-17 01:40:00+00:00,-3.657987544083418,-3.907987544083418,L4_BREAK_FAIL_30M,False,,,,False,2
CLOCK_SUPPORT,external,,2020-09-18 17:00:00+00:00,2020-09-18 20:25:00+00:00,2020-09-19 04:55:00+00:00,-4.4365005904695165,-4.6865005904695165,L1_NEVER_BREAK_TIME,False,,,,False,11
CLOCK_SUPPORT,external,,2020-09-20 17:00:00+00:00,2020-09-20 23:35:00+00:00,2020-09-20 23:55:00+00:00,-2.4171390811393856,-2.6671390811393856,L4_BREAK_FAIL_30M,True,75.0,2.0,2020-09-21 00:20:00+00:00,True,3
CLOCK_SUPPORT,external,,2020-09-21 17:00:00+00:00,2020-09-21 18:10:00+00:00,2020-09-21 18:40:00+00:00,-0.2744839701361301,-0.5244839701361301,L4_BREAK_FAIL_30M,True,30.0,1.0,2020-09-21 18:10:00+00:00,False,1
CLOCK_SUPPORT,external,,2020-09-23 17:00:00+00:00,2020-09-23 17:05:00+00:00,2020-09-23 19:10:00+00:00,-26.323741731860476,-26.573741731860476,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,5
CLOCK_SUPPORT,external,,2020-09-24 17:00:00+00:00,2020-09-24 17:00:00+00:00,2020-09-24 17:55:00+00:00,-0.5085984932770016,-0.7585984932770016,L5_BREAK_FAIL_LATE,True,155.0,2.0,2020-09-24 19:35:00+00:00,True,5
CLOCK_SUPPORT,external,,2020-09-26 17:00:00+00:00,2020-09-27 00:20:00+00:00,2020-09-27 00:35:00+00:00,-0.7287244154362549,-0.9787244154362548,L2_BREAK_FAST_FAIL_5M,False,,,,False,2
CLOCK_SUPPORT,external,,2020-09-30 17:00:00+00:00,2020-09-30 17:00:00+00:00,2020-09-30 18:25:00+00:00,-8.347933628774618,-8.597933628774618,L0_NEVER_BREAK_REFERENCE_INVALIDATION,True,435.0,3.0,2020-10-01 00:30:00+00:00,True,3
CLOCK_SUPPORT,external,,2020-10-02 17:00:00+00:00,2020-10-02 17:00:00+00:00,2020-10-02 17:10:00+00:00,-0.7879924953095863,-1.0379924953095865,L2_BREAK_FAST_FAIL_5M,False,,,,False,4
CLOCK_SUPPORT,external,,2020-10-03 17:00:00+00:00,2020-10-03 18:50:00+00:00,2020-10-03 21:00:00+00:00,-8.37087087087085,-8.620870870870851,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,3
CLOCK_SUPPORT,external,,2020-10-04 17:00:00+00:00,2020-10-05 00:05:00+00:00,2020-10-05 00:20:00+00:00,-0.3338308066922479,-0.583830806692248,L2_BREAK_FAST_FAIL_5M,False,,,,False,1
CLOCK_SUPPORT,external,,2020-10-05 17:00:00+00:00,2020-10-05 22:00:00+00:00,2020-10-05 22:15:00+00:00,-0.2817113022574591,-0.5317113022574591,L2_BREAK_FAST_FAIL_5M,False,,,,False,4
CLOCK_SUPPORT,external,,2020-10-15 17:00:00+00:00,2020-10-15 20:05:00+00:00,2020-10-16 00:15:00+00:00,-13.88285391500832,-14.13285391500832,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,1
CLOCK_SUPPORT,external,,2020-10-17 17:00:00+00:00,2020-10-18 02:00:00+00:00,2020-10-18 02:30:00+00:00,-0.4266211604095349,-0.6766211604095349,L2_BREAK_FAST_FAIL_5M,False,,,,False,6
CLOCK_SUPPORT,external,,2020-10-20 17:00:00+00:00,2020-10-21 03:35:00+00:00,2020-10-21 04:05:00+00:00,-1.760922825643163,-2.0109228256431635,L4_BREAK_FAIL_30M,True,655.0,8.0,2020-10-21 14:40:00+00:00,True,8
CLOCK_SUPPORT,external,,2020-10-24 17:00:00+00:00,2020-10-24 17:35:00+00:00,2020-10-24 20:45:00+00:00,-12.255899104963389,-12.505899104963389,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,1
CLOCK_SUPPORT,external,,2020-10-30 17:00:00+00:00,2020-10-30 17:35:00+00:00,2020-10-30 17:45:00+00:00,-0.4486161915936426,-0.6986161915936426,L2_BREAK_FAST_FAIL_5M,True,530.0,2.0,2020-10-31 01:55:00+00:00,True,2
CLOCK_SUPPORT,external,,2020-10-31 17:00:00+00:00,2020-10-31 20:35:00+00:00,2020-10-31 20:45:00+00:00,-0.5868927290512138,-0.8368927290512138,L2_BREAK_FAST_FAIL_5M,True,195.0,2.0,2020-10-31 23:15:00+00:00,True,4
CLOCK_SUPPORT,external,,2020-11-01 17:00:00+00:00,2020-11-01 19:30:00+00:00,2020-11-01 19:40:00+00:00,-1.76219625301427,-2.0121962530142703,L2_BREAK_FAST_FAIL_5M,False,,,,False,3
CLOCK_SUPPORT,external,,2020-11-08 17:00:00+00:00,2020-11-08 18:00:00+00:00,2020-11-08 21:30:00+00:00,-49.301651440618485,-49.551651440618485,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,1
CLOCK_SUPPORT,external,,2020-11-09 17:00:00+00:00,2020-11-10 03:40:00+00:00,2020-11-10 04:10:00+00:00,-2.5597670377155435,-2.8097670377155435,L4_BREAK_FAIL_30M,True,260.0,4.0,2020-11-10 07:40:00+00:00,True,4
CLOCK_SUPPORT,external,,2020-11-10 17:00:00+00:00,2020-11-10 17:00:00+00:00,2020-11-10 18:05:00+00:00,-4.056930034583683,-4.306930034583684,L5_BREAK_FAIL_LATE,True,275.0,2.0,2020-11-10 20:25:00+00:00,True,2
CLOCK_SUPPORT,external,,2020-11-15 17:00:00+00:00,2020-11-16 04:25:00+00:00,2020-11-16 04:50:00+00:00,-1.011145065612118,-1.261145065612118,L4_BREAK_FAIL_30M,True,215.0,3.0,2020-11-16 08:10:00+00:00,True,3
CLOCK_SUPPORT,external,,2020-11-18 17:00:00+00:00,2020-11-18 17:05:00+00:00,2020-11-18 19:50:00+00:00,-1.2374470515444935,-1.4874470515444935,L5_BREAK_FAIL_LATE,False,,,,False,8
CLOCK_SUPPORT,external,,2020-11-22 17:00:00+00:00,2020-11-22 17:00:00+00:00,2020-11-22 17:10:00+00:00,-1.1042502366250817,-1.3542502366250817,L2_BREAK_FAST_FAIL_5M,True,50.0,3.0,2020-11-22 17:45:00+00:00,True,5
CLOCK_SUPPORT,external,,2020-11-23 17:00:00+00:00,2020-11-23 22:25:00+00:00,2020-11-23 22:50:00+00:00,-1.185549232626315,-1.435549232626315,L3_BREAK_FAST_FAIL_10M,True,220.0,4.0,2020-11-24 01:20:00+00:00,True,6
CLOCK_SUPPORT,external,,2020-11-25 17:00:00+00:00,2020-11-25 17:15:00+00:00,2020-11-25 17:25:00+00:00,-4.661016949152607,-4.911016949152608,L2_BREAK_FAST_FAIL_5M,False,,,,False,2
CLOCK_SUPPORT,external,,2020-11-26 17:00:00+00:00,2020-11-26 20:50:00+00:00,2020-11-26 21:10:00+00:00,-1.2048192771084154,-1.4548192771084154,L4_BREAK_FAIL_30M,True,25.0,1.0,2020-11-26 20:50:00+00:00,False,2
CLOCK_SUPPORT,external,,2020-12-02 17:00:00+00:00,2020-12-02 17:10:00+00:00,2020-12-02 17:40:00+00:00,-0.2338743626924544,-0.4838743626924544,L4_BREAK_FAIL_30M,True,15.0,1.0,2020-12-02 17:10:00+00:00,False,3
CLOCK_SUPPORT,external,,2020-12-05 17:00:00+00:00,2020-12-05 19:35:00+00:00,2020-12-05 20:30:00+00:00,-0.1273625757807761,-0.3773625757807761,L5_BREAK_FAIL_LATE,False,,,,False,3
CLOCK_SUPPORT,external,,2020-12-06 17:00:00+00:00,2020-12-06 23:10:00+00:00,2020-12-07 04:55:00+00:00,-3.7634408602150726,-4.013440860215073,L1_NEVER_BREAK_TIME,True,575.0,2.0,2020-12-07 12:55:00+00:00,True,2
CLOCK_SUPPORT,external,,2020-12-08 17:00:00+00:00,2020-12-08 17:25:00+00:00,2020-12-08 17:40:00+00:00,-1.4841876926590114,-1.7341876926590114,L2_BREAK_FAST_FAIL_5M,False,,,,False,4
CLOCK_SUPPORT,external,,2020-12-10 17:00:00+00:00,2020-12-10 20:10:00+00:00,2020-12-11 00:45:00+00:00,-26.081856904747124,-26.331856904747124,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,2
CLOCK_SUPPORT,external,,2020-12-11 17:00:00+00:00,2020-12-11 20:00:00+00:00,2020-12-11 23:15:00+00:00,-11.620917651773254,-11.870917651773254,L0_NEVER_BREAK_REFERENCE_INVALIDATION,True,100.0,2.0,2020-12-12 00:35:00+00:00,True,6
CLOCK_SUPPORT,external,,2020-12-14 17:00:00+00:00,2020-12-14 22:00:00+00:00,2020-12-14 22:15:00+00:00,-3.6399316325884663,-3.8899316325884663,L3_BREAK_FAST_FAIL_10M,True,80.0,3.0,2020-12-14 23:10:00+00:00,True,3
CLOCK_SUPPORT,external,,2020-12-16 17:00:00+00:00,2020-12-16 23:35:00+00:00,2020-12-17 00:40:00+00:00,-0.5089921954530285,-0.7589921954530285,L5_BREAK_FAIL_LATE,False,,,,False,4
CLOCK_SUPPORT,external,,2020-12-21 17:00:00+00:00,2020-12-21 19:05:00+00:00,2020-12-21 19:15:00+00:00,-0.7419354838709702,-0.9919354838709702,L2_BREAK_FAST_FAIL_5M,False,,,,False,5
CLOCK_SUPPORT,external,,2020-12-30 17:00:00+00:00,2020-12-30 17:05:00+00:00,2020-12-30 23:00:00+00:00,-20.264733690513737,-20.514733690513737,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,2
CLOCK_SUPPORT,external,,2020-12-31 17:00:00+00:00,2020-12-31 17:10:00+00:00,2020-12-31 22:05:00+00:00,-0.7297333156427999,-0.9797333156428,L5_BREAK_FAIL_LATE,True,175.0,5.0,2021-01-01 00:40:00+00:00,True,5
CLOCK_SUPPORT,external,,2021-01-10 17:00:00+00:00,2021-01-10 21:55:00+00:00,2021-01-10 22:15:00+00:00,-0.3908511870295839,-0.6408511870295839,L4_BREAK_FAIL_30M,False,,,,False,6
CLOCK_SUPPORT,external,,2021-01-13 17:00:00+00:00,2021-01-13 20:15:00+00:00,2021-01-13 20:25:00+00:00,-2.083741224512603,-2.333741224512603,L2_BREAK_FAST_FAIL_5M,False,,,,False,1
CLOCK_SUPPORT,external,,2021-01-15 17:00:00+00:00,2021-01-16 03:15:00+00:00,2021-01-16 03:35:00+00:00,-0.1019635261900187,-0.3519635261900187,L4_BREAK_FAIL_30M,False,,,,False,6
CLOCK_SUPPORT,external,,2021-01-17 17:00:00+00:00,2021-01-17 17:00:00+00:00,2021-01-17 17:10:00+00:00,-2.7795768566493684,-3.029576856649369,L2_BREAK_FAST_FAIL_5M,True,30.0,2.0,2021-01-17 17:15:00+00:00,True,3
CLOCK_SUPPORT,external,,2021-01-18 17:00:00+00:00,2021-01-19 03:35:00+00:00,2021-01-19 04:55:00+00:00,-15.588986096309764,-15.838986096309766,L1_NEVER_BREAK_TIME,False,,,,False,1
CLOCK_SUPPORT,external,,2021-01-20 17:00:00+00:00,2021-01-20 19:40:00+00:00,2021-01-21 00:35:00+00:00,-2.2284582370419304,-2.478458237041931,L5_BREAK_FAIL_LATE,False,,,,False,3
CLOCK_SUPPORT,external,,2021-01-22 17:00:00+00:00,2021-01-22 17:00:00+00:00,2021-01-23 04:55:00+00:00,-0.1298626341913467,-0.3798626341913467,L1_NEVER_BREAK_TIME,True,185.0,8.0,2021-01-23 05:35:00+00:00,True,8
CLOCK_SUPPORT,external,,2021-01-23 17:00:00+00:00,2021-01-23 21:45:00+00:00,2021-01-23 22:00:00+00:00,-2.941259651008221,-3.191259651008221,L3_BREAK_FAST_FAIL_10M,True,190.0,3.0,2021-01-24 00:45:00+00:00,True,3
CLOCK_SUPPORT,external,,2021-01-24 17:00:00+00:00,2021-01-25 00:20:00+00:00,2021-01-25 00:35:00+00:00,-1.428921368498426,-1.678921368498426,L3_BREAK_FAST_FAIL_10M,False,,,,False,2
CLOCK_SUPPORT,external,,2021-01-27 17:00:00+00:00,2021-01-27 20:50:00+00:00,2021-01-27 21:05:00+00:00,-0.6385696040868138,-0.8885696040868138,L2_BREAK_FAST_FAIL_5M,False,,,,False,4
CLOCK_SUPPORT,external,,2021-02-02 17:00:00+00:00,2021-02-02 17:30:00+00:00,2021-02-02 17:40:00+00:00,-0.6321112515802474,-0.8821112515802474,L2_BREAK_FAST_FAIL_5M,True,195.0,4.0,2021-02-02 20:50:00+00:00,True,7
CLOCK_SUPPORT,external,,2021-02-03 17:00:00+00:00,2021-02-03 22:25:00+00:00,2021-02-03 23:10:00+00:00,-0.3502381619500672,-0.6002381619500672,L5_BREAK_FAIL_LATE,True,180.0,3.0,2021-02-04 00:30:00+00:00,True,4
CLOCK_SUPPORT,external,,2021-02-06 17:00:00+00:00,2021-02-06 18:20:00+00:00,2021-02-06 18:35:00+00:00,-1.185790279813581,-1.435790279813581,L3_BREAK_FAST_FAIL_10M,True,150.0,2.0,2021-02-06 18:50:00+00:00,True,2
CLOCK_SUPPORT,external,,2021-02-07 17:00:00+00:00,2021-02-08 04:15:00+00:00,2021-02-08 04:50:00+00:00,-0.0799581310149677,-0.3299581310149677,L4_BREAK_FAIL_30M,True,80.0,1.0,2021-02-08 04:15:00+00:00,False,1
CLOCK_SUPPORT,external,,2021-02-08 17:00:00+00:00,2021-02-08 19:00:00+00:00,2021-02-08 19:45:00+00:00,-0.3616095365163718,-0.6116095365163718,L5_BREAK_FAIL_LATE,True,395.0,7.0,2021-02-09 01:30:00+00:00,True,7
CLOCK_SUPPORT,external,,2021-02-10 17:00:00+00:00,2021-02-10 18:45:00+00:00,2021-02-10 19:20:00+00:00,-2.0750189750997072,-2.325018975099708,L4_BREAK_FAIL_30M,True,35.0,2.0,2021-02-10 19:25:00+00:00,True,2
CLOCK_SUPPORT,external,,2021-02-11 17:00:00+00:00,2021-02-12 02:55:00+00:00,2021-02-12 03:05:00+00:00,-3.0836214894155445,-3.3336214894155445,L2_BREAK_FAST_FAIL_5M,True,25.0,3.0,2021-02-12 03:25:00+00:00,True,6
CLOCK_SUPPORT,external,,2021-02-13 17:00:00+00:00,2021-02-14 02:15:00+00:00,2021-02-14 02:40:00+00:00,-0.5221875305969625,-0.7721875305969625,L2_BREAK_FAST_FAIL_5M,False,,,,False,2
CLOCK_SUPPORT,external,,2021-02-14 17:00:00+00:00,2021-02-14 17:00:00+00:00,2021-02-15 01:35:00+00:00,-23.4067155382422,-23.6567155382422,L0_NEVER_BREAK_REFERENCE_INVALIDATION,False,,,,False,5
CLOCK_SUPPORT,external,,2021-02-15 17:00:00+00:00,2021-02-15 17:35:00+00:00,2021-02-16 04:55:00+00:00,-23.217935964845115,-23.467935964845115,L1_NEVER_BREAK_TIME,False,,,,False,2
CLOCK_SUPPORT,external,,2021-02-17 17:00:00+00:00,2021-02-17 19:05:00+00:00,2021-02-17 19:35:00+00:00,-0.6939293149242354,-0.9439293149242354,L4_BREAK_FAIL_30M,True,365.0,2.0,2021-02-18 01:00:00+00:00,True,2
CLOCK_SUPPORT,external,,2021-02-22 17:00:00+00:00,2021-02-22 17:00:00+00:00,2021-02-22 17:15:00+00:00,-2.3188690710226334,-2.5688690710226334,L2_BREAK_FAST_FAIL_5M,True,20.0,1.0,2021-02-22 17:00:00+00:00,False,1
CLOCK_SUPPORT,external,,2021-02-26 17:00:00+00:00,2021-02-26 17:00:00+00:00,2021-02-26 17:10:00+00:00,-1.038087531009979,-1.288087531009979,L2_BREAK_FAST_FAIL_5M,False,,,,False,3
CLOCK_SUPPORT,external,,2021-02-28 17:00:00+00:00,2021-02-28 18:30:00+00:00,2021-02-28 19:15:00+00:00,-0.246010529250662,-0.496010529250662,L4_BREAK_FAIL_30M,True,30.0,2.0,2021-02-28 19:25:00+00:00,True,2
CLOCK_SUPPORT,external,,2021-03-03 17:00:00+00:00,2021-03-03 18:35:00+00:00,2021-03-03 18:50:00+00:00,-1.4550671175325158,-1.7050671175325158,L3_BREAK_FAST_FAIL_10M,False,,,,False,1
CLOCK_SUPPORT,external,,2021-03-07 17:00:00+00:00,2021-03-07 17:10:00+00:00,2021-03-07 17:30:00+00:00,-2.065668800830589,-2.315668800830589,L4_BREAK_FAIL_30M,False,,,,False,6
CLOCK_SUPPORT,external,,2021-03-08 17:00:00+00:00,2021-03-08 18:15:00+00:00,2021-03-08 18:35:00+00:00,-1.6838301716350368,-1.9338301716350368,L4_BREAK_FAIL_30M,True,590.0,2.0,2021-03-09 03:15:00+00:00,True,2
CLOCK_SUPPORT,external,,2021-03-15 17:00:00+00:00,2021-03-15 20:10:00+00:00,2021-03-15 20:25:00+00:00,-0.6614585509183701,-0.91145855091837,L3_BREAK_FAST_FAIL_10M,False,,,,False,3
CLOCK_SUPPORT,external,,2021-03-17 17:00:00+00:00,2021-03-17 17:10:00+00:00,2021-03-17 17:40:00+00:00,-1.4183434320338415,-1.6683434320338415,L4_BREAK_FAIL_30M,True,120.0,2.0,2021-03-17 18:00:00+00:00,True,2
CLOCK_SUPPORT,external,,2021-03-25 17:00:00+00:00,2021-03-25 18:30:00+00:00,2021-03-25 18:55:00+00:00,-0.0535876962649561,-0.3035876962649562,L4_BREAK_FAIL_30M,True,365.0,7.0,2021-03-26 00:00:00+00:00,True,8
CLOCK_SUPPORT,external,,2021-03-26 17:00:00+00:00,2021-03-26 17:10:00+00:00,2021-03-26 18:25:00+00:00,-0.4934245060506104,-0.7434245060506104,L5_BREAK_FAIL_LATE,True,290.0,2.0,2021-03-26 19:55:00+00:00,True,2
CLOCK_SUPPORT,external,,2021-03-27 17:00:00+00:00,2021-03-27 17:15:00+00:00,2021-03-27 17:25:00+00:00,-1.153760953037375,-1.403760953037375,L2_BREAK_FAST_FAIL_5M,True,355.0,2.0,2021-03-27 22:55:00+00:00,True,2
CLOCK_SUPPORT,external,,2021-03-28 17:00:00+00:00,2021-03-28 17:10:00+00:00,2021-03-28 17:25:00+00:00,-0.186669708691578,-0.436669708691578,L3_BREAK_FAST_FAIL_10M,False,,,,False,1
CLOCK_SUPPORT,external,,2021-03-29 17:00:00+00:00,2021-03-29 17:25:00+00:00,2021-03-29 17:35:00+00:00,-0.4119673850236371,-0.6619673850236372,L2_BREAK_FAST_FAIL_5M,True,15.0,1.0,2021-03-29 17:25:00+00:00,False,3
CLOCK_SUPPORT,external,,2021-03-31 17:00:00+00:00,2021-03-31 19:15:00+00:00,2021-03-31 19:35:00+00:00,-0.9594936708861024,-1.2094936708861024,L4_BREAK_FAIL_30M,True,510.0,5.0,2021-04-01 03:50:00+00:00,True,5
CLOCK_SUPPORT,external,,2021-04-02 17:00:00+00:00,2021-04-02 17:45:00+00:00,2021-04-02 17:55:00+00:00,-1.8295433236872327,-2.0795433236872327,L2_BREAK_FAST_FAIL_5M,True,375.0,2.0,2021-04-02 23:40:00+00:00,True,2
CLOCK_SUPPORT,external,,2021-04-06 17:00:00+00:00,2021-04-06 17:00:00+00:00,2021-04-06 17:15:00+00:00,-1.570219447742327,-1.820219447742327,L3_BREAK_FAST_FAIL_10M,True,35.0,1.0,2021-04-06 17:00:00+00:00,False,1
CLOCK_SUPPORT,external,,2021-04-12 17:00:00+00:00,2021-04-12 23:05:00+00:00,2021-04-12 23:20:00+00:00,-0.1000249184884283,-0.3500249184884283,L3_BREAK_FAST_FAIL_10M,False,,,,False,3
CLOCK_SUPPORT,external,,2021-04-13 17:00:00+00:00,2021-04-13 17:15:00+00:00,2021-04-13 18:35:00+00:00,-2.2293153175074187,-2.479315317507419,L5_BREAK_FAIL_LATE,False,,,,False,3
CLOCK_SUPPORT,external,,2021-04-14 17:00:00+00:00,2021-04-14 17:10:00+00:00,2021-04-14 17:25:00+00:00,-4.459716332797181,-4.709716332797181,L3_BREAK_FAST_FAIL_10M,False,,,,False,3
CLOCK_SUPPORT,external,,2021-04-15 17:00:00+00:00,2021-04-15 20:35:00+00:00,2021-04-15 20:50:00+00:00,-0.1278196842313117,-0.3778196842313117,L2_BREAK_FAST_FAIL_5M,True,20.0,1.0,2021-04-15 20:35:00+00:00,False,2
CLOCK_SUPPORT,external,,2021-04-16 17:00:00+00:00,2021-04-17 04:25:00+00:00,2021-04-17 04:35:00+00:00,-2.137839958659571,-2.387839958659571,L2_BREAK_FAST_FAIL_5M,True,340.0,2.0,2021-04-17 07:50:00+00:00,True,5
CLOCK_SUPPORT,external,,2021-04-19 17:00:00+00:00,2021-04-19 17:40:00+00:00,2021-04-19 18:05:00+00:00,-2.2587843996719204,-2.508784399671921,L4_BREAK_FAIL_30M,False,,,,False,2
